sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Predication,"['stative', 'active']",['active'],['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('have read', 'find mention') and multiple verbs ('have read', 'find mention') about one subject (I).""
}","['active', 'compound']","{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The example text contains active verbs such as 'have read' and 'find mention'.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('have read', 'find mention') and a compound structure with multiple verbs ('have read', 'find mention') about one subject.""
}","['active', 'compound']",['active'],"['active', 'compound']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'find' (find mention) which indicates an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'find' and a compound verb 'find mention' which includes multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'find' (find mention) which indicates the subject performing the action.""
}",['active'],0
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Predication,['active'],"['stative', 'active']",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains active verbs such as 'according to' and 'reported', as well as the stative verb 'can shift'.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'inserting', 'shift', and 'reported'.""
}",['active'],timeout,[],['active'],"['active', 'stative']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'inserting', 'shift', and 'reported'. These verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'inserting', 'shift', and 'reported'. These verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'inserting', 'shift', and 'reported'. These verbs indicate actions being performed by the subjects.""
}",['active'],1
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Predication,"['stative', 'active']",['stative'],"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('is', 'should be considered', 'gets') and compound verbs ('should be considered', 'gets out-of-control').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'is', 'should be', 'gets', and 'is'.""
}",['active'],timeout,[],"['stative', 'active']","['active', 'compound']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should be considered' which indicates an action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'considered' and 'gets', indicating actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'considered' and 'gets', indicating actions being performed by the subject.""
}",['active'],1
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Predication,['active'],['active'],['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'will fall' describing the action taken by the subject 'a dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds'.""
}",['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The compound property is present because the sentence contains multiple verbs ('will fall') about one subject ('winter of persecution').""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs 'will fall' and 'persecution...by their own shepherds', as well as a compound verb 'will fall'.""
}","['active', 'compound']",['active'],['active'],1,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'will fall', indicating a state or condition that will occur in the future.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'will fall' to describe a future state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'will fall' which describes a state of being rather than an action.""
}",['stative'],1
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Predication,"['stative', 'compound', 'active']",['active'],"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', 'issue', and 'has said', as well as compound verbs like 'has written' and 'is condoning'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs 'has written', 'urging', and 'has said', as well as compound verbs 'is condoning' and 'is not conducive'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs and compounds verbs about the same subject, such as 'has written', 'urging' and 'has said'.""
}","['active', 'compound']","['stative', 'compound', 'active']","['active', 'compound']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'has written', 'urging', and 'has said', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'has said', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', and 'has said', indicating actions performed by the subject.""
}",['active'],1
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'said', 'saying', and 'mandates'.""
}",['active'],timeout,[],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (note, said, mandates) and stative verbs (is, is).""
}","['active', 'stative']","['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase '[Islam] is a religion and is a belief system'. This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase '[Islam] is a religion and is a belief system'. This indicates a state of being rather than an action, fulfilling the stative property.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase '[Islam] is a religion and is a belief system'. This indicates a state of being rather than an action.""
}",['stative'],1
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Predication,"['stative', 'active']","['stative', 'active']",[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'declaring' and 'is'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'have seen' and 'declaring'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'declaring'""
}",['active'],"['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'declaring' which indicates an action performed by the subject 'a veritable chorus of Catholics'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'declaring' which indicates an action performed by the subject 'a veritable chorus of Catholics'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'declaring', indicating that the subject (Catholics) is performing the action of declaring. This is an example of active predication.""
}",['active'],1
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Predication,"['stative', 'active']","['stative', 'active']",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (have known) and compound verbs (has always been).""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text includes active verbs (have always known, has always been) and compound verbs (such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein)""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs like 'have always known' and the compound verbs 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been'.""
}","['active', 'compound']","['stative', 'active']","['active', 'compound']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'have known' and 'has always been'. These active verbs indicate actions performed by the subject, making use of the active property of predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'have known' and 'has always been'. These active verbs indicate actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'have known' and 'has always been'. These active verbs indicate action performed by the subject, which is a characteristic of active voice.""
}",['active'],1
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Predication,['stative'],['active'],['stative'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text uses the active verb 'is' and the stative verb 'threat', indicating action and a state of being, respectively.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The use of 'is' in 'one that is largely immune' is a stative verb indicating a state of being.""
}",['stative'],timeout,[],['stative'],"['active', 'stative']",0,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' to describe the state of the threat being largely immune to attack from the air.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' to describe the state of the threat being largely immune to attack from the air.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'is largely immune'. This indicates a state of being rather than an action.""
}",['stative'],1
188,[1],They would be immediate targets should the US and South Korea attack the north.,Predication,"['stative', 'active']","['stative', 'active']",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'attack' and 'would be', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'attack'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The verb 'attack' is active and indicates action being performed by the subject 'the US and South Korea'.""
}",['active'],"['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'attack' indicating action performed by the subject 'the US and South Korea'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'attack' which indicates action being performed by the subject 'the US and South Korea'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'attack' which indicates action being performed by the subject 'the US and South Korea'.""
}",['active'],1
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Predication,['active'],"['stative', 'active']",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The verb 'was sent' is active and there are multiple verbs 'was sent' and 'to tell' about one subject 'the meekest man alive'.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'Think' and 'was sent.' These verbs indicate action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs 'was sent' and 'to tell' as well as a compound verb 'to obey or else'.""
}","['active', 'compound']",['active'],"['active', 'compound']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was sent' which indicates an action performed by the subject 'the meekest man alive.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was sent' which indicates an action performed by the subject 'the meekest man alive.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was sent' which indicates an action performed by the subject 'the meekest man alive'.""
}",['active'],1
199,[1],"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.”",Predication,"['stative', 'active']",['stative'],['active'],"{
  ""Properties"": [
    ""active"",
    ""stative""
  ],
  ""Explanation"": ""The sentence contains the active verb 'is' and the stative verb 'undermining'""
}","['active', 'stative']","{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The example text uses a stative verb 'is' to describe the state of Kavanaugh being on the Supreme Court.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The verb 'is' in 'Kavanaugh is on the Supreme Court' is a stative verb, indicating a state of being.""
}",['stative'],"['stative', 'active']",['stative'],0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'undermining' which indicates an action performed by the subject 'Kavanaugh'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is', 'undermining', and 'will be'. These active verbs indicate actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'undermining' which indicates an action being performed by the subject 'Kavanaugh'.""
}",['active'],1
202,[1],"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",Predication,['stative'],"['stative', 'active']","['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'gird failure', 'fling', and 'be prepared.'""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs like 'fling' and 'be prepared' and also has a compound verb 'would...fling'.""
}","['active', 'compound']","``` 
{
  ""Properties"": [""compound""],
  ""Explanation"": ""The compound property is used because the sentence contains multiple verbs ('fling', 'be') about one subject ('gird failure').""
}
```",['compound'],"['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'fling' which indicates the action of the subject 'a grid failure'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'fling' which indicates an action being performed by the subject 'a grid failure'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'fling' which indicates an action being performed by the subject 'a grid failure'.""
}",['active'],1
204,[1],"It has become a superdogma in the Catholic Church: if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.",Predication,"['stative', 'compound', 'active']","['stative', 'active']","['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text uses active verbs such as 'has become', 'believe', 'will be harassed', and 'silenced'""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The example text contains active verbs (has become, believe, will be harassed, silenced) and compound verbs (believe, will be harassed).""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The example contains the compound property because it has multiple verbs 'believe', 'will be harassed', and 'silenced' about one subject 'you'.""
}",['compound'],"['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'has become', 'believe', 'will be harassed', and 'silenced'. These verbs indicate actions performed by the subjects.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'become' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'has become' and 'will be harassed and silenced' which indicate actions being performed by the subjects.""
}",['active'],0
