sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton, as there are no conjunctions used when listing the languages in which the Cardinal's exposition was read.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text contains a list of items without using any conjunctions, which is characteristic of asyndenton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton by listing items without any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses a series of items without any conjunctions, as seen in the phrase 'in both Italian and English'.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses a listing structure without any conjunctions, as seen in 'Italian and English'.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses a series of items without any conjunctions, as seen in 'Italian and English'.""
}",['asyndenton'],1
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Series,[],[],[],"```json
        {
          ""Properties"": [""asyndenton""],
          ""Explanation"": ""The text uses asyndenton by listing items ('negative search suggestions' and 'name of a candidate') without using any conjunctions.""
        }
```",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses an asyndenton by listing the research team as 'a team at the American Institute for Behavioral Research and Technology', which does not use any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""gradatio"", ""asyndenton""],
  ""Explanation"": ""The text uses a gradatio by listing 'negative search suggestions' leading to shifting opinions of undecided voters. It also uses asyndenton by listing 'American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News' without using any conjunctions.""
}","['gradatio', 'asyndenton']",[],['asyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'American Institute for Behavioral Research and Technology' suggests the presence of polysyndenton in the text.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'American Institute for Behavioral Research and Technology' suggests the presence of polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'American Institute for Behavioral Research and Technology' and 'Breitbart News' qualifies as polysyndenton.""
}",['polysyndenton'],1
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Series,[],[],[],"{
  ""Properties"": [""gradatio"", ""polysyndenton""],
  ""Explanation"": ""The text includes a chain of causality in the form of 'should also be considered sooner rather than later' and uses the conjunction 'and' between 'before this crisis gets any more out-of-control than it already is.'""
}","['gradatio', 'polysyndenton']","```json
        {
            ""Properties"": [""gradatio""],
            ""Explanation"": ""The list of items 'unprecedented moment', 'unprecedented step', and 'crisis gets any more out-of-control' suggests a chain of causality.""
        }
```",['gradatio'],"{
  ""Properties"": [""polysyndenton"", ""gradatio""],
  ""Explanation"": ""The use of 'and' between 'truth', 'love', 'courage', and 'honesty' demonstrates polysyndenton. The use of 'before', 'than', and 'more' suggests a chain of causality, demonstrating gradatio.""
}","['polysyndenton', 'gradatio']",[],"['gradatio', 'polysyndenton']",-1,[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'before' suggests a chain of causality, indicating a gradatio structure.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'before...than' suggests a chain of causality, indicating a gradatio structure.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'unprecedented moment in papal history' and 'unprecedented step' suggests a chain of causality, indicating a progression or escalation of events.""
}",['gradatio'],1
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Series,[],[],[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between each item in the list ('dark', 'impenetrable', 'irreversible') indicates polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""bracketing"", ""polysyndenton""],
  ""Explanation"": ""The use of 'and' implicitly groups 'impenetrable' and 'irreversible' together, and the use of 'and' between all the adjectives demonstrates polysyndenton.""
}","['bracketing', 'polysyndenton']","{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'dark', 'impenetrable', and 'irreversible' are listed together, implicitly creating a category of adverse conditions.""
}",['bracketing'],[],['polysyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between each item in the list 'dark, impenetrable, and irreversible' indicates the presence of polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between each adjective creates a polysyndeton in the list of descriptions.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between each adjective 'dark', 'impenetrable', and 'irreversible' qualifies this sentence as an example of polysyndenton.""
}",['polysyndenton'],1
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton, as it lists the reasons for urging an official ban on Donald Trump without using any conjunctions.""
}",['asyndenton'],"{
    ""Properties"": [""bracketing"", ""polysyndenton""],
    ""Explanation"": ""The example text lumps together multiple items in the same category (politicians) and uses conjunctions between each item.""
}","['bracketing', 'polysyndenton']","{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The text uses the conjunction 'and' between every item in the list, creating a polysyndeton structure.""
}",['polysyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text uses asyndeton by listing the reasons for urging an official ban on Donald Trump without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing the reasons for urging May to issue an official ban on Donald Trump without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'condoning fascism' and 'his presence is not conducive to the public good' qualifies as polysyndenton.""
}",['polysyndenton'],0
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton when listing the reasons for the ban - 'a religion' and 'a belief system that mandates warfare against unbelievers'.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between every item in the list ('truth and love and courage and honesty') demonstrates the polysyndenton property.""
}",['polysyndenton'],"{
  ""Properties"": [
    ""asyndenton""
  ],
  ""Explanation"": ""The example text uses asyndenton when listing the different aspects of Islam as a religion and belief system.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and' is omitted when listing the components of the belief system, creating an asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' is omitted when listing the components of the belief system, creating an asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'religion' and 'belief system' qualifies this sentence as an example of polysyndeton.""
}",['polysyndenton'],0
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Series,[],[],[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'truth', 'love', 'courage', and 'honesty' suggests polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text contains polysyndenton, as it uses the conjunction 'and' between every item in the list (truth, love, courage, and honesty).""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton with the listing of 'loss of faith in the Church as an institution will be complete'.""
}",['asyndenton'],[],['polysyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the polysyndenton property by using the conjunction 'and' between 'Catholics', 'loss of faith', and 'Church'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the polysyndenton property by using the conjunction 'and' between 'faith', 'institution', and 'complete'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the polysyndenton property by using the conjunction 'and' between 'faith', 'institution', and 'complete'.""
}",['polysyndenton'],1
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Series,['bracketing'],['bracketing'],['bracketing'],"{
  ""Properties"": [""bracketing"", ""asyndenton""],
  ""Explanation"": ""The items 'Chuck Schumer, Nancy Pelosi, Dianne Feinstein' are implicitly lumped into the same category of 'gun control extremists'. Additionally, the listing of names is done without any conjunctions, using asyndenton.""
}","['bracketing', 'asyndenton']","```{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'gun control extremists such as...et al.' lumps all the listed individuals into the same category.""
}```",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'such as' implicilty lumps Chuck Schumer, Nancy Pelosi, Dianne Feinstein, and others into the same category of gun control extremists.""
}",['bracketing'],['bracketing'],['bracketing'],1,[],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'such as' implicitly lumps Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al. into the category of 'gun control extremists'.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'such as' implicitly lumps Chuck Schumer, Nancy Pelosi, Dianne Feinstein, and others into the category of 'gun control extremists'.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'et al.' implicitly lumps Chuck Schumer, Nancy Pelosi, and Dianne Feinstein into the same category of gun control extremists.""
}",['bracketing'],1
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Series,[],[],[],"``` 
{
    ""Properties"": [""asyndenton""],
    ""Explanation"": ""The example text uses asyndenton, as it lists three items without using any conjunctions.""
}
```",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'truth', 'love', 'courage', and 'honesty' demonstrates polysyndenton in the text.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndeton by listing the items 'truth', 'love', 'courage', and 'honesty' without using any conjunctions between them.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses an asyndeton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'very' and 'largely' suggests a gradatio, indicating a progression or escalation in the threat's severity and immunity to attack.""
}",['gradatio'],0
188,[1],They would be immediate targets should the US and South Korea attack the north.,Series,[],[],[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text contains a list of items ('the US and South Korea') with no conjunctions, making it an example of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'US' and 'South Korea' are bracketed together as the potential attackers of 'the north'.""
}",['bracketing'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton to list the US and South Korea as entities that would be immediate targets in the event of an attack on the north.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing 'the US' and 'South Korea' without any conjunction between them.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence lists 'the US' and 'South Korea' without using any conjunctions, indicating the use of asyndenton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses a listing of items without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],1
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndeton by listing the actions 'I came, I saw, I conquered' without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton to list the actions of the meek man without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton to list the actions of the meek man without using any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'the meekest man alive' and 'the face of the Pharaoh' suggests a chain of causality, implying that even the meekest person was sent to confront the Pharaoh.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'the meekest man alive' and 'the face of the Pharaoh' suggests a chain of causality, indicating a progression from extreme meekness to confronting the powerful Pharaoh.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'the meekest man alive' and 'the face of the Pharaoh' suggests a chain of causality, implying that the meekest man was sent to the Pharaoh as a result of his meekness.""
}",['gradatio'],1
