sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Modifying_clauses,[],[],[],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a relative clause using 'both...and' and a noun clause for indirect speech.""
}","['adjective', 'noun']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a relative clause using 'both...and' and a noun clause ('mention of the help of the sacraments').""
}","['adjective', 'noun']","{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The clause 'in both Italian and English' is an adjective modifying 'exposition'; the clause 'and I only find mention of the help of the sacraments in certain cases' is a subordinate clause indicating causation.""
}","['adjective', 'subordinate']",[],"['adjective', 'noun']",-1,[],"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The sentence contains a subordinate clause ('in both Italian and English') that suggests a causal connection, and an adjective clause ('in certain cases') providing additional detail.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The presence of the comparative clause 'in both Italian and English' indicates a comparison between the two languages.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The presence of the comparative clause 'in both Italian and English' indicates a comparison between the two versions of the Cardinal's exposition.""
}",['comparitive'],0
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Modifying_clauses,['comparitive'],[],['noun'],timeout,[],"{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The clause 'according to a Breitbart report by Allum Bokhari' is an adjective clause modifying the noun 'report'. The clause 'By inserting negative search suggestions under the name of a candidate' is a subordinate clause indicating cause and effect.""
}","['adjective', 'subordinate']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a relative clause using 'by Allum Bokhari' and a clause used for indirect speech with 'according to a Breitbart report'.""
}","['adjective', 'noun']",['comparitive'],"['adjective', 'subordinate']",-1,[],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'according to', which suggests a causal connection between the information presented in the Breitbart report and the potential impact on undecided voters.""
}",['subordinate'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'like' to compare the actions of search engines to the actions of Google.""
}",['comparitive'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'according to', which suggests a causal connection between the information presented and the source of the report.""
}",['subordinate'],0
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Modifying_clauses,"['subordinate', 'comparitive']",[],"['subordinate', 'comparitive']","{
  ""Properties"": [""comparitive"", ""subordinate""],
  ""Explanation"": ""The text contains a comparitive clause using the conjunction 'than' (sooner rather than later) and a subordinate clause with the subordinating conjunction 'before' (before this crisis gets any more out-of-control than it already is).""
}","['comparitive', 'subordinate']","{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The example text contains a comparitive clause using the conjunction 'than' ('sooner rather than later').""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The example text contains a comparitive clause using the conjunction 'than' in the phrase 'sooner rather than later'. This suggests a comparison between two time frames.""
}",['comparitive'],"['subordinate', 'comparitive']",['comparitive'],0,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'rather than'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'than' ('sooner rather than later').""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'rather than'.""
}",['comparitive'],1
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Modifying_clauses,[],[],[],"``` 
{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a relative clause using 'irreversible' and a noun clause 'A dark, impenetrable and irreversible winter of persecution.'""
}
```","['adjective', 'noun']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a relative clause using 'their own' to provide detail (adjective) and a clause used for indirect speech ('by their own shepherds') (noun).""
}","['adjective', 'noun']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a relative clause using 'their own' and 'by their own shepherds', indicating modification of the noun 'persecution.' Additionally, the clause 'of persecution of the faithful' is used for incorporating detail.""
}","['adjective', 'noun']",[],"['adjective', 'noun']",-1,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'of persecution of the faithful by their own shepherds' is a relative clause using the relative pronoun 'who'. It provides additional information about the noun 'winter'.""
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'of persecution of the faithful by their own shepherds' is a relative clause using the relative pronoun 'who'. It provides additional information about the noun 'winter'.""
}",['adjective'],1
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Modifying_clauses,[],[],['adjective'],"{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The text contains a subordinate clause with the use of the conjunction 'and so', an adjective clause with 'a senior Labour backbencher', and a noun clause with 'a senior Labour MP has said'.""
}","['subordinate', 'adjective', 'noun']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains both adjective clauses (e.g., 'who is condoning fascism') and noun clauses (e.g., 'a senior Labour MP has said').""
}","['adjective', 'noun']",timeout,[],[],"['subordinate', 'adjective', 'noun']",-1,[],"{
  ""Properties"": [""adjective"", ""subordinate""]
  ,
  ""Explanation"": ""The sentence contains an adjective clause 'who is condoning fascism' providing additional information about Donald Trump. It also includes a subordinate clause 'and his presence is not conducive to the public good' suggesting a causal connection between the ban request and the reason for it.""
}","['adjective', 'subordinate']","{
  ""Properties"": [""adjective"", ""subordinate""]
}

 	","['adjective', 'subordinate']","{
  ""Properties"": [""adjective"", ""subordinate""]
  ,
  ""Explanation"": ""The sentence contains an adjective clause 'who is condoning fascism' and a subordinate clause 'has written to May urging her to go further'.""
}","['adjective', 'subordinate']",1
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Modifying_clauses,[],[],['noun'],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a relative clause using 'that' to incorporate detail and a noun clause for indirect speech.""
}","['adjective', 'noun']","{
  ""Properties"": [""noun"", ""subordinate""],
  ""Explanation"": ""The text contains a noun clause ('the letter to me from the UK Home Office said') used for indirect speech, and a subordinate clause with the subordinating conjunction 'that' ('that I was banned for saying...').""
}","['noun', 'subordinate']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a noun clause for indirect speech ('the letter to me from the UK Home Office said') and a relative clause for incorporating detail ('that mandates warfare against unbelievers').""
}","['adjective', 'noun']",[],"['adjective', 'noun']",-1,[],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'the letter to me from the UK Home Office said that' is a noun clause, used for indirect speech or paraphrasing.""
}",['noun'],"{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""]
}

 	","['subordinate', 'adjective', 'noun']","{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause 'that I was banned for saying' which suggests a causal connection. It also includes an adjective clause 'that mandates warfare against unbelievers' providing additional detail, and a noun clause 'that I was banned for saying' used for indirect speech.""
}","['subordinate', 'adjective', 'noun']",0
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Modifying_clauses,['conditional'],['conditional'],[],timeout,[],"{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The clause 'if Paul VI is canonised' is a conditional clause, indicating a hypothetical situation. The clause 'that if Paul VI is canonised' is a relative adjective clause, providing additional detail about the Catholics mentioned.""
}","['adjective', 'subordinate']","{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The example text contains a conditional clause starting with 'if'.""
}",['conditional'],['conditional'],"['adjective', 'subordinate']",-1,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if', indicating a condition that must be met for a certain outcome.""
}",['conditional'],"{
  ""Properties"": [""conditional""]
}",['conditional'],"{
  ""Properties"": [""conditional""]
}

 	",['conditional'],1
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Modifying_clauses,[],[],['comparitive'],"``` 
{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The clause 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.,' is a relative clause using 'such as', and the phrase 'has always been' suggests a causal connection.""
}
```","['adjective', 'subordinate']","``` 
{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The example text contains a subordinate clause with the subordinating conjunction 'such as' (similar to 'including') and an adjective relative clause using 'such as' to add detail about the gun control extremists mentioned.""
}
```","['subordinate', 'adjective']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example text contains a relative clause using 'such as' to incorporate detail ('extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.') and a noun clause for indirect speech ('that the ultimate goal of gun control extremists... has always been gun confiscation').""
}","['adjective', 'noun']",[],"['adjective', 'subordinate']",-1,[],"{
  ""Properties"": [""adjective""]
}

 	",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],1
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Modifying_clauses,['noun'],[],[],"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The example text contains a subordinate modifying clause ('that is largely immune to attack from the air') and an adjective modifying clause ('a very real threat').""
}","['subordinate', 'adjective']","{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The example text contains a relative clause using 'that' to provide additional detail about the threat.""
}",['adjective'],timeout,[],[],"['subordinate', 'adjective']",-1,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'that is largely immune to attack from the air' is a relative clause using the relative pronoun 'that'. It provides additional detail about the threat.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'that is largely immune to attack from the air' is a relative clause modifying the noun 'threat'. It provides additional detail about the threat.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'that is largely immune to attack from the air', which functions as an adjective modifying the noun 'threat'.""
}",['adjective'],1
188,[1],They would be immediate targets should the US and South Korea attack the north.,Modifying_clauses,['conditional'],[],['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of 'should' at the beginning of the clause indicates a conditional statement.""
}",['conditional'],"{
  ""Properties"": [
    ""conditional""
  ],
  ""Explanation"": ""The example text contains a conditional modifying clause beginning with 'should'."" 
}",['conditional'],"{
  ""Properties"": [""subordinate"", ""conditional""],
  ""Explanation"": ""The example text contains a subordinate clause ('should the US and South Korea attack the north') and a conditional clause ('should the US and South Korea attack the north').""
}","['subordinate', 'conditional']",['conditional'],['conditional'],1,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of 'should' indicates a conditional clause, suggesting a hypothetical situation.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of 'should' indicates a conditional clause, suggesting a hypothetical situation.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause beginning with 'should' indicating a hypothetical situation.""
}",['conditional'],1
