sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Tense,['present'],['present'],['present'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text uses the past tense to express something that already happened ('I have read', 'find mention').
}",['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to express something that already happened ('I have read...'). It also changes tense in the middle of a sentence for effect ('...and I only find mention...').""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'have read' and 'find mention' indicate past tense.""
}",['past'],['present'],['past'],-1,[],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'find' and 'mention' to express that the action of reading and finding the mention of sacraments has already taken place.""
}",['past'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text uses the present tense ('I have read', 'I only find mention') to indicate the immediate past action and an action that has already happened.""
}","['present', 'past']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'find' and 'mention' indicates that the text is discussing something that has already happened, so past tense is used.""
}",['past']
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Tense,"['past', 'present']",['present'],['past'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'meanwhile' at the beginning of the sentence indicates present tense to create an immediacy effect. Also, the changing tense in the middle of the sentence, from 'according to' to 'can', is used for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'can shift' and 'according to new research' indicate the present tense.""
}",['present'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'reported' and 'inserting' indicates the past tense in the example text.""
}",['past'],"['past', 'present']","['present', 'progression']",0,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of present tense in the headline ('can shift the opinions') is intended to emphasize the immediate and ongoing impact of the action described, which is a common feature of news headlines.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of the present tense in 'inserting' and 'can shift' conveys immediacy and emphasizes the action described in the news report.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense in 'can shift' to emphasize the action and its potential impact, creating an immediacy effect.""
}",['present']
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Tense,['present'],['present'],['present'],"{
  ""Properties"": [""present"", ""future""],
  ""Explanation"": ""The use of 'is' in 'this is an unprecedented moment', and 'should be considered sooner' indicate the use of present and future tense.""
}","['present', 'future']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'is' in 'this crisis gets' and 'already is' indicates present tense and the change from 'is' to 'was' in 's this crisis gets any more out-of-control than it already is' indicates progression of tense for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'is' in 'this is an unprecedented moment' and 'gets' in 'before this crisis gets' indicates the present tense. The change from 'is' to 'gets' in the middle of the sentence creates a progression."" 
}","['present', 'progression']",['present'],"['present', 'progression']",0,[],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'should also be considered' indicates a future action that has yet to happen.""
}",['future'],"{
  ""Properties"": [""present"", ""future""],
  ""Explanation"": ""The use of 'this is' and 'should also be considered' indicate the present tense, while 'before this crisis gets' indicates the future tense.""
}","['present', 'future']","{
  ""Properties"": [""future"", ""present""],
  ""Explanation"": ""The use of 'perhaps' indicates a future possibility, and the phrase 'should also be considered sooner rather than later' uses the present tense to emphasize urgency.""
}","['future', 'present']"
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Tense,['future'],['future'],[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'will fall' indicates a future action, emphasizing the immediacy and certainty of the event.""
}",['present'],"{
    ""Properties"": [""future""],
    ""Explanation"": ""The use of the word 'will' indicates a future tense, expressing something that has yet to happen.""
}",['future'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'will fall' indicates a future action, and the immediacy effect of the present tense is used to emphasize the gravity of the situation.""
}",['present'],['future'],['present'],-1,[],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The sentence uses the future tense to express something that has yet to happen.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'will fall' indicates future tense, expressing something that has yet to happen.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The sentence expresses something that has yet to happen, indicating a future event.""
}",['future']
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Tense,['present'],['present'],['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of present tense in 'has written' and 'urging' emphasizes the immediacy of the action, while the change from past tense in 'has written' to present tense in 'has said' creates a sense of progression.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""past"", ""progression""],
  ""Explanation"": ""The text uses present tense for immediacy effect and to emphasize an action in the headline 'has written to May urging her to go further', past tense for actions that have already happened in 'a senior Labour MP has said', and progression by changing tense in the middle of a sentence for effect in 'and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’'.""
}","['present', 'past', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'has written' and 'urging' in the same sentence indicates the use of both present and progression tenses for emphasis and effect.""
}","['present', 'progression']",['present'],"['present', 'progression']",0,[],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The text uses the present tense in the main part of the sentence to convey immediacy and emphasize the action. It also changes to the past tense when referring to a previous statement by a senior Labour MP, creating a sense of progression for effect.""
}","['present', 'progression']","{
  ""Properties"": [
    ""present""
  ],
  ""Explanation"": ""The use of 'has written', 'urging', and 'has said' indicates the use of the present tense, which is often used in news headlines for immediacy effect.""
}",['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The text uses the present tense in the headline-style reporting to convey immediacy and emphasis. Additionally, there is a change in tense within the sentence for effect, with 'has written' (present perfect) followed by 'has said' (present perfect).""
}","['present', 'progression']"
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Tense,"['past', 'present']",['past'],['present'],"{
    ""Properties"": [""past""],
    ""Explanation"": ""The example text uses the past tense to express something that already happened (the letter from the UK Home Office).""
}",['past'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'said' indicates past tense, and the use of 'is' emphasizes the immediacy effect.""
}","['present', 'past']","```{
   ""Properties"": [""present""],
   ""Explanation"": ""The use of the present tense 'is' emphasizes the immediacy of the belief system mentioned in the text.""
}```",['present'],"['past', 'present']",['past'],0,[],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text uses the past tense to describe an action that has already happened ('said').""
}",['past'],"{
  ""Properties"": [""present"", ""past"", ""progression""],
  ""Explanation"": ""The text contains present tense ('is') used in the reported speech, past tense ('said') to indicate the action of the UK Home Office, and a progression of tenses in the reported statement (from 'is' to 'mandates').""
}","['present', 'past', 'progression']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'says' indicates present tense, as the communication from the UK Home Office is being referred to in the present moment.""
}",['present']
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Tense,"['future', 'present']",['present'],[],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to express something that has already happened.""
}",['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The present tense is used to emphasize a recurring action and give immediacy to the declaration.""
}",['present'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text uses the past tense to express something that already happened (saw a chorus of Catholics on social media).""
}",['past'],"['future', 'present']",['past'],-1,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'is' in 'if Paul VI is canonised' indicates the use of present tense, which is often used in headlines for immediacy effect or to emphasize an action.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'I have seen' and 'is' in the sentence indicates the use of present tense for immediate effect and to emphasize the ongoing nature of the action.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'is' in the phrase 'if Paul VI is canonised' indicates the use of present tense. This is often used in news headlines for immediacy effect or to emphasize an action, as in this case.""
}",['present']
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Tense,['present'],['present'],['present'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text uses present tense 'have always known' for immediacy and past tense 'has always been' to express something that already happened.""
}","['present', 'past']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'have always known' and 'has always been' indicate the use of present tense for immediacy effect. The change from past tense in 'have always known' to present tense in 'has always been' is a use of progression for effect.""
}","['present', 'progression']","```json
{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The text uses present tense in the beginning ('have always known'), and then switches to past tense for effect ('has always been'). This change in tense creates a sense of progression and emphasizes the persistent nature of the situation.""
}
```","['present', 'progression']",['present'],"['present', 'progression']",0,[],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The sentence starts with 'have always known' (present perfect) and then shifts to 'has always been' (present perfect continuous) for emphasis and effect.""
}","['present', 'progression']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The example uses the present tense to emphasize that the ultimate goal of gun control extremists is an ongoing and immediate concern for gun owners.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense to emphasize the ongoing nature of the belief that gun control extremists have the ultimate goal of gun confiscation.""
}",['present']
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Tense,['present'],['present'],['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'is' indicates present tense for immediacy effect, and the change from 'is' to 'largely immune' in the middle of the sentence creates a progression for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The present tense 'is' is used to describe a current and ongoing situation.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'is' in 'This is a very real threat' indicates the present tense, emphasizing the immediate nature of the threat.""
}",['present'],['present'],['present'],1,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense 'is' to convey immediacy and to emphasize the ongoing nature of the threat.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The example uses the present tense to emphasize the immediacy and reality of the threat.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'is' in 'is a very real threat' indicates the present tense, which is used to emphasize the immediate and ongoing nature of the threat.""
}",['present']
188,[1],They would be immediate targets should the US and South Korea attack the north.,Tense,['future'],['future'],['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'would be' indicates a future possibility or condition.""
}",['future'],"{
    ""Properties"": [""future""],
    ""Explanation"": ""The use of 'would' indicates a future tense in the sentence.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'would be' indicates a future tense, expressing something that has yet to happen.""
}",['future'],['future'],['future'],1,[],"{
    ""Properties"": [
        ""future""
    ],
    ""Explanation"": ""The use of 'would' indicates the future tense, expressing something that has yet to happen.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The sentence uses future tense to express a possible outcome if the US and South Korea were to attack North Korea.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'would be' indicates a future tense, expressing something that has yet to happen.""
}",['future']
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Tense,['past'],['past'],['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe an event that already happened ('was sent to the face of the Pharaoh') and also utilizes progression by changing tense in the middle of the sentence ('was sent' to 'to tell him').""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text uses the past tense to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was sent' indicates past tense, and the change in tense from 'was' to 'tell' in the middle of the sentence creates a progression for effect.""
}","['past', 'progression']",['past'],"['past', 'progression']",0,[],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was sent' indicates a past action, making 'past' the relevant tense property.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe an event that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of the past tense 'was sent' indicates that the action of sending the meekest man to the Pharaoh has already happened.""
}",['past']
199,[1],"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.”",Tense,"['future', 'present']",['progression'],['present'],"{
  ""Properties"": [""present"", ""future""],
  ""Explanation"": ""The text uses the present tense 'is' to emphasize the immediacy and the future tense 'will' to express something that has yet to happen.""
}","['present', 'future']",timeout,[],"{
  ""Properties"": [""present"", ""future""],
  ""Explanation"": ""The text uses present tense 'is' to indicate current action and future tense 'will' to indicate something that has yet to happen.""
}","['present', 'future']","['future', 'present']","['present', 'future']",0,[],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The sentence is referring to a future event, the confirmation of Kavanaugh to the Supreme Court.""
}",['future'],"{
  ""Properties"": [
    ""present"",
    ""future""
  ],
  ""Explanation"": ""The use of 'is' in 'Kavanaugh is on the Supreme Court' and 'will' in 'it will be too late' indicates the use of present and future tenses in the example text.""
}","['present', 'future']","{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'is' and 'will be' indicates a future event, the appointment of Kavanaugh to the Supreme Court.""
}",['future']
202,[1],"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",Tense,['present'],['present'],"['future', 'present']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'fling' in the present tense emphasizes the immediacy of the potential event, while the switch to the future tense in 'it's always good to be prepared' creates a progression effect for rhetorical impact.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'immediately' and 'good to be prepared just in case' indicate present tense for immediacy effect. The change from 'would' to 'fling' in the sentence also shows progression for effect.""
}","['present', 'progression']","```json
{
    ""Properties"": [""present"", ""progression""],
    ""Explanation"": ""The use of 'would' in 'a grid failure would' indicates a potential future event, and the shift from 'failure would' to 'fling' creates a progression of tense for effect.""
}
```","['present', 'progression']",['present'],"['present', 'progression']",0,[],"{
  ""Properties"": [""present"", ""future"", ""progression""],
  ""Explanation"": ""The sentence starts with 'A grid failure would' (future tense), then switches to 'fling the United States into a state of panic' (present tense), and ends with 'and it's always good to be prepared just in case' (present tense). This demonstrates the use of present, future, and a tense progression in the same sentence.""
}","['present', 'future', 'progression']","{
  ""Properties"": [
    ""future""
  ],
  ""Explanation"": ""The use of 'just in case' indicates a future possibility, suggesting the use of future tense in the sentence.""
}",['future'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'fling' indicates the present tense, which is often used in headlines for immediacy effect or to emphasize an action.""
}",['present']
