sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example text contains a participal phrase 'having read' which modifies the subject 'I'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains the phrase 'having read the Cardinal's exposition in both Italian and English', which is a participal phrase.""
}",['participal_phrases'],timeout,[],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'having read the Cardinal's exposition in both Italian and English' is used in the sentence.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'having read the Cardinal's exposition in both Italian and English' is used to provide additional information about the subject 'I'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'having read the Cardinal's exposition in both Italian and English' modifies the subject 'I', indicating the action that was completed before the main action of 'find mention of the help of the sacraments'.""
}",['participal_phrases'],1
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Phrases_built_on_verbs,['participal_phrases'],['participal_phrases'],['participal_phrases'],"``` 
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'By inserting negative search suggestions' is a participal phrase describing the action taken by someone.""
}
```",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participial phrase 'reported exclusively by Breitbart News' modifies the verb 'research.'""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example text contains a participial phrase 'according to a Breitbart report by Allum Bokhari'.""
}",['participal_phrases'],['participal_phrases'],['participal_phrases'],1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'reported exclusively by Breitbart News' is a participal phrase modifying the verb 'research'. It indicates who reported the research and how it was reported.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example text contains a participal phrase 'By inserting negative search suggestions under the name of a candidate', which modifies the action of search engines and provides additional information about their behavior.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'reported exclusively by Breitbart News' modifies the verb 'research' and provides additional information about the source of the report.""
}",['participal_phrases'],1
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Phrases_built_on_verbs,['participal_phrases'],['participal_phrases'],[],"```json
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example text contains a participal phrase 'recalling Benedict XVI to the Chair of St. Peter' which describes the action being performed.""
}
```",['participal_phrases'],"``` 
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'before this crisis gets any more out-of-control than it already is' contains a participal phrase ('gets any more out-of-control') which expresses the action in a way that changes its relation to the agent.""
}
```",['participal_phrases'],timeout,[],['participal_phrases'],['participal_phrases'],1,[],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The infinitive phrase 'to be considered' is used to indicate the purpose or intention of the unprecedented step of recalling Benedict XVI to the Chair of St. Peter.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participal phrase 'recalling Benedict XVI to the Chair of St. Peter' which modifies the noun 'step'. This participal phrase functions as an adjective phrase.""
}",['participal_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to be considered' which functions as an adverb, indicating the purpose or reason for the action of recalling Benedict XVI to the Chair of St. Peter.""
}",['inifinitive_phrases'],0
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'persecution of the faithful' functions as an adjective, modifying the noun 'winter'. This participial phrase is 'of the faithful by their own shepherds'.""
}",['participal_phrases'],timeout,[],"```json
{
  ""Properties"": [
    ""participal phrases""
  ],
  ""Explanation"": ""The phrase 'persecution of the faithful by their own shepherds' is a participal phrase (present participle) functioning as an adjective modifying 'winter'.""
}
```",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'persecution of the faithful by their own shepherds' is a participial phrase, as it is describing the type of winter that will fall.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'persecution of the faithful by their own shepherds' is a participial phrase, as it is headed by the participle 'persecution' and describes the type of winter that will fall.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'persecution of the faithful by their own shepherds' is a participial phrase, as it is describing the action of persecution in a way that changes the relation of that action to the agents (the shepherds).""
}",['participal_phrases'],1
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Phrases_built_on_verbs,[],['participal_phrases'],['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The participle phrase 'urging her to go further' modifies the noun 'Chris Bryant' by describing his action.""
}",['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'condoning fascism and his presence is not conducive to the public good' which modifies the grounds for urging the official ban on Donald Trump.""
}",['participal_phrases'],timeout,[],['participal_phrases'],['participal_phrases'],1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'condoning fascism and his presence is not conducive to the public good', which modifies the noun 'grounds'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'condoning fascism and his presence is not conducive to the public good' which modifies the action of urging. This participial phrase functions as an adjective phrase headed by the participle 'condoning'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'condoning fascism and his presence is not conducive to the public good', which modifies the grounds for urging the ban on Donald Trump.""
}",['participal_phrases'],1
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_verbs,[],[],[],"``` 
{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The phrase 'saying that' functions as a participial phrase, modifying the noun 'letter'.""
}
```",['participal_phrases'],"```json
{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The phrase 'saying that' is a participial phrase, modifying the noun 'letter'.""
}
```",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'saying that \""[Islam] is a religion and is a belief system that mandates warfare against unbelievers\""' is a participial phrase acting as an adjective to modify 'the letter'.""
}",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'saying that' is a participial phrase, as it is headed by the present participle 'saying' and functions as an adjective to modify the noun 'banned'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'saying that [Islam] is a religion and is a belief system that mandates warfare against unbelievers', which modifies the noun 'banned'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'saying that [Islam] is a religion and is a belief system that mandates warfare against unbelievers', which modifies the noun 'banned'.""
}",['participal_phrases'],1
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_verbs,[],['participal_phrases'],[],"```json
{
  ""Properties"": [""participal phrases"", ""inifinitive phrases""],
  ""Explanation"": ""The participle phrase 'declaring that if Paul VI is canonised' and the infinitive phrase 'to be complete' are both present in the example text.""
}
```","['participal_phrases', 'inifinitive_phrases']","{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'declaring that if Paul VI is canonised' is a participial phrase because it starts with the present participle 'declaring'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example text contains a participal phrase 'declaring that if Paul VI is canonised'. This phrase modifies the noun 'Catholics' and acts as an adjective by describing the state of the Catholics."" 
}",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'declaring that if Paul VI is canonised' is a participial phrase, as it starts with the present participle 'declaring' and functions as an adjective to describe the Catholics.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'declaring that if Paul VI is canonised', which modifies the noun 'Catholics'. This phrase functions as an adjective to provide additional information about the subject.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'declaring that if Paul VI is canonised', which modifies the noun 'Catholics'. This phrase functions as an adjective to provide more information about the subject.""
}",['participal_phrases'],1
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Phrases_built_on_verbs,[],[],[],"{
    ""Properties"": [""participial phrases""],
    ""Explanation"": ""The phrase 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.' can be considered a participial phrase as it is providing additional information about the noun 'extremists'.""
}",['participal_phrases'],"``` 
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example text contains a participial phrase 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.,' which modifies the noun 'extremists'.""
}
```",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.,' serves as a participal phrase modifying 'gun control extremists'.""
}",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.,' which modifies the noun 'extremists'. This participial phrase provides additional information about the extremists mentioned.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.,' which modifies the noun 'extremists'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al.,' which modifies the noun 'extremists'. This participial phrase provides additional information about the extremists mentioned.""
}",['participal_phrases'],1
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'largely immune to attack from the air' is a participal phrase as it describes the threat and is headed by the participle 'immune'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'largely immune to attack from the air' is a participal phrase modifying the noun 'threat'.""
}",['participal_phrases'],timeout,[],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'largely immune to attack from the air', which describes the threat.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'largely immune to attack from the air', which describes the threat.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'largely immune to attack from the air', which modifies the noun 'threat'.""
}",['participal_phrases'],1
188,[1],They would be immediate targets should the US and South Korea attack the north.,Phrases_built_on_verbs,[],[],[],"{
    ""Properties"": [""participal phrases""],
    ""Explanation"": ""The phrase 'should the US and South Korea attack the north' functions as a participal phrase modifying the noun 'targets'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'should the US and South Korea attack the north' is a participial phrase functioning as the apodosis in a conditional sentence.""
}",['participal_phrases'],"``` 
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'should the US and South Korea attack the north' is a participial phrase, using the participle 'attack' to show a possible action.""
}
```",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'should the US and South Korea attack the north' is a participial phrase, indicating a hypothetical action and its potential consequences.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'should the US and South Korea attack the north', which modifies the noun 'targets'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'should the US and South Korea attack the north', which functions as an adjective modifying the noun 'targets'.""
}",['participal_phrases'],1
