sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Predication,"['stative', 'active']",['active'],['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('have read', 'find mention') and multiple verbs ('have read', 'find mention') about one subject (I).""
}","['active', 'compound']","{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The example text contains active verbs such as 'have read' and 'find mention'.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('have read', 'find mention') and a compound structure with multiple verbs ('have read', 'find mention') about one subject.""
}","['active', 'compound']",['active'],"['active', 'compound']",0,[],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs (find, mention) and a compound verb structure ('find mention').""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('read', 'find') and compound verbs ('I have read', 'find')."" 
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'find'. This indicates the use of active predication as the sentence is structured around an active verb.""
}",['active']
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Predication,['active'],"['stative', 'active']",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains active verbs such as 'according to' and 'reported', as well as the stative verb 'can shift'.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'inserting', 'shift', and 'reported'.""
}",['active'],timeout,[],['active'],"['active', 'stative']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'inserting', 'can shift', and 'reported', indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound verb structure: 'can shift' and 'reported'. This aligns with the 'compound' property of Predication.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'inserting', 'shift', and 'reported'. These verbs show action being performed by the subjects.""
}",['active']
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Predication,"['stative', 'active']",['stative'],"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('is', 'should be considered', 'gets') and compound verbs ('should be considered', 'gets out-of-control').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'is', 'should be', 'gets', and 'is'.""
}",['active'],timeout,[],"['stative', 'active']","['active', 'compound']",0,[],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs 'considered' and 'gets', as well as a compound verb 'should be considered'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains the active verb 'considered' and the stative verb 'is'.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is,' 'be,' and 'get.' The verbs are not stative, as they describe ongoing or dynamic actions rather than static states.""
}",['active']
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Predication,['active'],['active'],['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'will fall' describing the action taken by the subject 'a dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds'.""
}",['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The compound property is present because the sentence contains multiple verbs ('will fall') about one subject ('winter of persecution').""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs 'will fall' and 'persecution...by their own shepherds', as well as a compound verb 'will fall'.""
}","['active', 'compound']",['active'],['active'],1,[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any active, stative, or compound predicates. Instead, it is a complex sentence expressing a prediction about a future event without specifying any particular action or state.""
}",[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'irreversible' which describes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The phrase 'will fall' contains a stative verb ('fall') indicating a state or condition. The sentence also contains a compound verb structure with 'will fall' and 'will fall', involving multiple verbs about one subject.""
}","['stative', 'compound']"
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Predication,"['stative', 'compound', 'active']",['active'],"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'has written', 'urging', 'issue', and 'has said', as well as compound verbs like 'has written' and 'is condoning'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs 'has written', 'urging', and 'has said', as well as compound verbs 'is condoning' and 'is not conducive'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs and compounds verbs about the same subject, such as 'has written', 'urging' and 'has said'.""
}","['active', 'compound']","['stative', 'compound', 'active']","['active', 'compound']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'has written,' 'urging,' and 'condoning,' which indicates the use of active predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has written' and 'is condoning', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'has written' and 'issuing' which indicate actions performed by the subject (Chris Bryant and May).""
}",['active']
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'said', 'saying', and 'mandates'.""
}",['active'],timeout,[],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (note, said, mandates) and stative verbs (is, is).""
}","['active', 'stative']","['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' in the clause 'the letter to me from the UK Home Office said'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'said' and 'saying', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains active verbs, such as 'said', which indicate the action being performed by the subject.""
}",['active']
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Predication,"['stative', 'active']","['stative', 'active']",[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'declaring' and 'is'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'have seen' and 'declaring'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'declaring'""
}",['active'],"['stative', 'active']",['active'],0,[],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains an active verb 'declaring', indicating an action performed by the 'chorus of Catholics' on social media.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'declaring' which indicates an action carried out by the subject 'a veritable chorus of Catholics'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', indicating action.""
}",['active']
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Predication,"['stative', 'active']","['stative', 'active']",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (have known) and compound verbs (has always been).""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text includes active verbs (have always known, has always been) and compound verbs (such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein)""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs like 'have always known' and the compound verbs 'such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been'.""
}","['active', 'compound']","['stative', 'active']","['active', 'compound']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The statement contains active verbs such as 'have known' and 'has always been' that indicate the action or state of the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains active verbs ('have known', 'has been') and a stative verb ('is').""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'have known', 'is', 'has been'. These active verbs indicate actions and hence the presence of active predication.""
}",['active']
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Predication,['stative'],['active'],['stative'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text uses the active verb 'is' and the stative verb 'threat', indicating action and a state of being, respectively.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The use of 'is' in 'one that is largely immune' is a stative verb indicating a state of being.""
}",['stative'],timeout,[],['stative'],"['active', 'stative']",0,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' (is largely immune), which indicates a state or condition.""
}",['stative'],"{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'is' denoting a state of being.""
}",['stative']
188,[1],They would be immediate targets should the US and South Korea attack the north.,Predication,"['stative', 'active']","['stative', 'active']",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'attack' and 'would be', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'attack'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The verb 'attack' is active and indicates action being performed by the subject 'the US and South Korea'.""
}",['active'],"['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'attack' with the subject 'the US and South Korea.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'attack' indicating action being performed by the subject 'the US and South Korea'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'attack', which denotes action being performed by the subjects 'US and South Korea' towards the 'north'.""
}",['active']
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Predication,['active'],"['stative', 'active']",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The verb 'was sent' is active and there are multiple verbs 'was sent' and 'to tell' about one subject 'the meekest man alive'.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'Think' and 'was sent.' These verbs indicate action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs 'was sent' and 'to tell' as well as a compound verb 'to obey or else'.""
}","['active', 'compound']",['active'],"['active', 'compound']",0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was sent', which denotes action performed by the subject 'the meekest man alive'.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (was sent, to tell) and a compound structure with multiple verbs (was sent, to tell).""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'was sent' and a compound predicate 'was sent' and 'to tell'.""
}","['active', 'compound']"
199,[1],"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.”",Predication,"['stative', 'active']",['stative'],['active'],"{
  ""Properties"": [
    ""active"",
    ""stative""
  ],
  ""Explanation"": ""The sentence contains the active verb 'is' and the stative verb 'undermining'""
}","['active', 'stative']","{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The example text uses a stative verb 'is' to describe the state of Kavanaugh being on the Supreme Court.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The verb 'is' in 'Kavanaugh is on the Supreme Court' is a stative verb, indicating a state of being.""
}",['stative'],"['stative', 'active']",['stative'],0,[],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('is', 'undermining') and a compound structure with multiple verbs ('is', 'will be') about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'undermining' which denotes the action of Kavanaugh undermining the #4thAmendment right.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'undermining', which signifies action being performed by the subject 'Kavanaugh' on the object 'our #4thAmendment right'.""
}",['active']
202,[1],"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",Predication,['stative'],"['stative', 'active']","['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs such as 'gird failure', 'fling', and 'be prepared.'""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs like 'fling' and 'be prepared' and also has a compound verb 'would...fling'.""
}","['active', 'compound']","``` 
{
  ""Properties"": [""compound""],
  ""Explanation"": ""The compound property is used because the sentence contains multiple verbs ('fling', 'be') about one subject ('gird failure').""
}
```",['compound'],"['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs: 'failure', 'fling', 'be', 'prepared'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'fling' describing the action of a potential grid failure. There are no stative or compound verbs present in the text.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both an active verb 'fling' and a stative verb 'be prepared,' indicating action and a state of being.""
}","['active', 'stative']"
204,[1],"It has become a superdogma in the Catholic Church: if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.",Predication,"['stative', 'compound', 'active']","['stative', 'active']","['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text uses active verbs such as 'has become', 'believe', 'will be harassed', and 'silenced'""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The example text contains active verbs (has become, believe, will be harassed, silenced) and compound verbs (believe, will be harassed).""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The example contains the compound property because it has multiple verbs 'believe', 'will be harassed', and 'silenced' about one subject 'you'.""
}",['compound'],"['stative', 'active']",['active'],0,[],"{
  ""Properties"": [""passive""],
  ""Explanation"": ""The sentence contains a passive construction with the passive verb 'will be ruthlessly harassed and silenced.'""
}",['passive'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'become' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains active verbs such as 'believe', 'harassed', and 'silenced', which express actions performed by the subject.""
}",['active']
