sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton, as there are no conjunctions used when listing the languages in which the Cardinal's exposition was read.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text contains a list of items without using any conjunctions, which is characteristic of asyndenton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton by listing items without any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and' between 'Italian and English' is absent, indicating asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing the languages ('Italian and English') without any conjunction between them.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'Italian' and 'English' suggests polysyndeton in the sentence, emphasizing the enumeration of languages for comprehensive understanding.""
}",['polysyndenton']
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Series,[],[],[],"```json
        {
          ""Properties"": [""asyndenton""],
          ""Explanation"": ""The text uses asyndenton by listing items ('negative search suggestions' and 'name of a candidate') without using any conjunctions.""
        }
```",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses an asyndenton by listing the research team as 'a team at the American Institute for Behavioral Research and Technology', which does not use any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""gradatio"", ""asyndenton""],
  ""Explanation"": ""The text uses a gradatio by listing 'negative search suggestions' leading to shifting opinions of undecided voters. It also uses asyndenton by listing 'American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News' without using any conjunctions.""
}","['gradatio', 'asyndenton']",[],['asyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses polysyndenton by repeatedly using the conjunction 'and' to list the entities involved in the research, 'a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.'""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The excerpt uses asyndenton by listing items (American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News) without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [
    ""polysyndenton""
  ],
  ""Explanation"": ""The use of 'and' between 'American Institute for Behavioral Research and Technology' suggests polysyndeton.""
}",['polysyndenton']
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Series,[],[],[],"{
  ""Properties"": [""gradatio"", ""polysyndenton""],
  ""Explanation"": ""The text includes a chain of causality in the form of 'should also be considered sooner rather than later' and uses the conjunction 'and' between 'before this crisis gets any more out-of-control than it already is.'""
}","['gradatio', 'polysyndenton']","```json
        {
            ""Properties"": [""gradatio""],
            ""Explanation"": ""The list of items 'unprecedented moment', 'unprecedented step', and 'crisis gets any more out-of-control' suggests a chain of causality.""
        }
```",['gradatio'],"{
  ""Properties"": [""polysyndenton"", ""gradatio""],
  ""Explanation"": ""The use of 'and' between 'truth', 'love', 'courage', and 'honesty' demonstrates polysyndenton. The use of 'before', 'than', and 'more' suggests a chain of causality, demonstrating gradatio.""
}","['polysyndenton', 'gradatio']",[],"['gradatio', 'polysyndenton']",-1,[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The speaker uses 'before...gets any more out-of-control than it already is' to suggest a chain of events, indicating a gradatio structure.""
}",['gradatio'],"{
  ""Properties"": [""order""],
  ""Explanation"": ""The use of 'sooner rather than later' implies an increasing order, suggesting that the action should be considered now rather than at a later time.""
}",['order_(incrementum)'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'before...than' and 'any more...than' suggests a chain of causality, indicating a gradatio structure.""
}",['gradatio']
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Series,[],[],[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between each item in the list ('dark', 'impenetrable', 'irreversible') indicates polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""bracketing"", ""polysyndenton""],
  ""Explanation"": ""The use of 'and' implicitly groups 'impenetrable' and 'irreversible' together, and the use of 'and' between all the adjectives demonstrates polysyndenton.""
}","['bracketing', 'polysyndenton']","{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'dark', 'impenetrable', and 'irreversible' are listed together, implicitly creating a category of adverse conditions.""
}",['bracketing'],[],['polysyndenton'],-1,[],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' between each adjective ('dark, impenetrable, and irreversible') qualifies this as an example of polysyndeton.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses an asyndeton by not using any conjunctions between the listed items ('dark, impenetrable, irreversible').""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' between each adjective ('dark', 'impenetrable', 'irreversible') in the sentence constitutes polysyndeton.""
}",['polysyndenton']
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton, as it lists the reasons for urging an official ban on Donald Trump without using any conjunctions.""
}",['asyndenton'],"{
    ""Properties"": [""bracketing"", ""polysyndenton""],
    ""Explanation"": ""The example text lumps together multiple items in the same category (politicians) and uses conjunctions between each item.""
}","['bracketing', 'polysyndenton']","{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The text uses the conjunction 'and' between every item in the list, creating a polysyndeton structure.""
}",['polysyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text is using asyndeton, as it lists the actions of Chris Bryant without any conjunctions, creating a sense of urgency and emphasis on each action.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' to link multiple qualities (condoning fascism, not conducive to the public good) in the description of Donald Trump's presence.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'a senior Labour backbencher' and 'a senior Labour MP' qualifies as polysyndenton, as it uses conjunctions between every item in the list.""
}",['polysyndenton']
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton when listing the reasons for the ban - 'a religion' and 'a belief system that mandates warfare against unbelievers'.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between every item in the list ('truth and love and courage and honesty') demonstrates the polysyndenton property.""
}",['polysyndenton'],"{
  ""Properties"": [
    ""asyndenton""
  ],
  ""Explanation"": ""The example text uses asyndenton when listing the different aspects of Islam as a religion and belief system.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'a religion', 'a belief system', and 'mandates warfare against unbelievers' demonstrates the polysyndenton property.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of 'and' between 'religion', 'belief system', and 'mandates warfare' suggests a listing of multiple related items.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'religion', 'belief system', and 'mandates warfare' demonstrates the polysyndenton property.""
}",['polysyndenton']
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Series,[],[],[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'truth', 'love', 'courage', and 'honesty' suggests polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text contains polysyndenton, as it uses the conjunction 'and' between every item in the list (truth, love, courage, and honesty).""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton with the listing of 'loss of faith in the Church as an institution will be complete'.""
}",['asyndenton'],[],['polysyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The usage of 'and' between 'Catholics' and 'loss' and 'faith' suggests polysyndenton is used in this sentence.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses the 'I have seen, a veritable chorus of Catholics, declaring' without any conjunctions, indicating a lack of conjunctions when listing items.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of 'and' between 'faith', 'institution', and 'complete' creates a polysyndeton, emphasizing each item in the list and conveying a sense of accumulation or intensity.""
}",['polysyndenton']
143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Series,['bracketing'],['bracketing'],['bracketing'],"{
  ""Properties"": [""bracketing"", ""asyndenton""],
  ""Explanation"": ""The items 'Chuck Schumer, Nancy Pelosi, Dianne Feinstein' are implicitly lumped into the same category of 'gun control extremists'. Additionally, the listing of names is done without any conjunctions, using asyndenton.""
}","['bracketing', 'asyndenton']","```{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'gun control extremists such as...et al.' lumps all the listed individuals into the same category.""
}```",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'such as' implicilty lumps Chuck Schumer, Nancy Pelosi, Dianne Feinstein, and others into the same category of gun control extremists.""
}",['bracketing'],['bracketing'],['bracketing'],1,[],"{
  ""Properties"": [
    ""bracketing""
  ],
  ""Explanation"": ""The use of 'et al.' brackets Chuck Schumer, Nancy Pelosi, and Dianne Feinstein together as gun control extremists.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of et al. implicitly lumps Chuck Schumer, Nancy Pelosi, and Dianne Feinstein into the category of gun control extremists along with others.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'such as' implicitly groups Chuck Schumer, Nancy Pelosi, Dianne Feinstein, and others together as examples of 'gun control extremists.'""
}",['bracketing']
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Series,[],[],[],"``` 
{
    ""Properties"": [""asyndenton""],
    ""Explanation"": ""The example text uses asyndenton, as it lists three items without using any conjunctions.""
}
```",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'truth', 'love', 'courage', and 'honesty' demonstrates polysyndenton in the text.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndeton by listing the items 'truth', 'love', 'courage', and 'honesty' without using any conjunctions between them.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The sentence uses the polysyndeton property by using the conjunction 'and' between the items 'real threat', 'largely immune', and 'attack from the air'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'one that is largely immune to attack from the air' suggests polysyndeton, indicating a sense of emphasis and urgency.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the repeated conjunction 'and' suggests a connection between 'a very real threat' and 'one that is largely immune to attack from the air.'""
}",['polysyndenton']
188,[1],They would be immediate targets should the US and South Korea attack the north.,Series,[],[],[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text contains a list of items ('the US and South Korea') with no conjunctions, making it an example of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'US' and 'South Korea' are bracketed together as the potential attackers of 'the north'.""
}",['bracketing'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton to list the US and South Korea as entities that would be immediate targets in the event of an attack on the north.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence lists 'the US' and 'South Korea' without using any conjunctions, making it an example of asyndenton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses a series of items ('the US, South Korea, and the north') without any conjunctions in between.""
}",['asyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The mention of 'the US and South Korea' implicitly lumps them together as a unified entity from the perspective of North Korea.""
}",['bracketing']
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndeton by listing the actions 'I came, I saw, I conquered' without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton to list the actions of the meek man without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton to list the actions of the meek man without using any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'the meekest man alive' brackets this description with 'was sent to the face of the Pharaoh to tell him to obey or else', implicitly lumping the description of the meekest man with the action he was sent to perform.""
}",['bracketing'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The sentence presents a progression of ideas, starting with 'the meekest man alive' and leading to the confrontation with the Pharaoh, suggesting a chain of causality.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The sentence presents a chain of events, starting with the concept of the meekest man being sent to confront the Pharaoh, implying a progression of escalating events.""
}",['gradatio']
