sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,res_0.0_V3_1,property__0.0_V3_1,res_0.0_V3_2,property__0.0_V3_2,res_0.0_V3_3,property__0.0_V3_3,property_0.0_V3_consistency
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The first part 'To bless always means that something shall flourish' is in the passive voice, as the subject 'something' receives the action of being blessed. The second part 'only then when there is a blessing upon a cause or a project, will something good come out of it' is in the active voice, as the subject 'something good' is performing the action of coming out."" 
}","['active', 'passive']","{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The first part 'To bless always means that something shall flourish' is in the passive voice, as the subject 'something' receives the action of being blessed. The second part 'only then when there is a blessing upon a cause or a project, will something good come out of it' is in the active voice, as the subject 'something good' is performing the action of coming out."" 
}","['active', 'passive']","{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The first part 'To bless always means that something shall flourish' is in the passive voice, as the subject 'something' receives the action of being blessed. The second part 'only then when there is a blessing upon a cause or a project, will something good come out of it' is in the active voice, as the subject 'something good' is performing the action of coming out."" 
}","['active', 'passive']",1
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",FALSE,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0,1,,"['active', 'compound']",,"{
  ""Answer"": [""passive"", ""active""],
  ""Explanation"": ""The sentence contains both passive and active voice. The first part 'Their only defense was that the activities they described were either non-partisan or were not officially taken by the company' is in the passive voice, as the subject 'activities' receives the action. The second part 'Carlson said Monday night, describing Google’s official response to his requests for comment' is in the active voice, as the subject 'Carlson' is performing the action of describing Google’s official response."" 
}","['passive', 'active']","{
  ""Answer"": [""passive"", ""active""],
  ""Explanation"": ""The sentence contains both passive and active voice. The first part 'Their only defense was that the activities they described were either non-partisan or were not officially taken by the company' is in the passive voice, as the subject 'activities' receives the action. The second part 'Carlson said Monday night, describing Google’s official response to his requests for comment' is in the active voice, as the subject 'Carlson' is performing the action of describing Google’s official response."" 
}","['passive', 'active']","{
  ""Answer"": [""passive"", ""active""],
  ""Explanation"": ""The sentence contains both passive and active voice. The first part 'Their only defense was that the activities they described were either non-partisan or were not officially taken by the company' is in the passive voice, as the subject 'activities' receives the action. The second part 'Carlson said Monday night, describing Google’s official response to his requests for comment' is in the active voice, as the subject 'Carlson' is performing the action of describing Google’s official response."" 
}","['passive', 'active']",1
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs such as 'are' and 'is,' which express a state of being. It also includes compound verbs like 'have' and 'turn' which have multiple verbs related to one subject.""
}","['stative', 'compound']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example text contains stative verbs such as 'are' and 'is' to express the state of being of the subjects 'wicked men' and 'America'. The verbs describe the condition or state of the subjects rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'are', 'have', 'is', 'will', which indicate a state or condition rather than an action. These verbs express the state of being or the state of something.""
}",['stative'],FALSE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],0,0,,"['active', 'stative', 'compound']",,"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence contains passive voice verbs such as 'are brought,' 'is judged,' and 'is judging,' where the subject of the sentence is not the one doing the action, but rather receiving the action. Additionally, the sentence includes 'be' as a helping verb ('are,' 'is'), which is characteristic of passive voice. There are no instances of active or compound voice in the given sentence.""
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence contains passive voice verbs such as 'are brought,' 'is judging,' and 'will not be reversed.' These verbs include 'be' as a helping verb and do not end in 'ing,' which are characteristic of passive voice. The subject of the sentence is not the one performing the action, but rather receiving it.""
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence contains passive voice verbs such as 'are brought,' 'is judged,' and 'is judging,' where the subject of the sentence is not the one doing the action but receiving the action instead. These passive voice verbs also have 'be' as a helping verb, and the main verb does not end in 'ing.'""
}",['passive'],1
900,[6 9],His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.,Predication,['stative'],['stative'],['stative'],TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' and a direct object 'odd', which makes use of the active voice. The verb 'is' is the core of the predication, and it is in the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', which indicates the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' in the form 'is + adjective' (is odd).""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],1,['active'],1,0,,['stative'],,"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence 'His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.' is in the active voice. The subject 'His warning' is performing the action of 'being odd' in the sentence.""
}",['active'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence 'His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.' is in the passive voice. The subject 'His warning' receives the action 'is odd' rather than performing the action. The helping verb 'is' is used, indicating the passive voice.""
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence 'His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.' is in the passive voice. The subject 'His warning' receives the action 'is odd' rather than performing the action. The helping verb 'is' is used, indicating the passive voice."" 
}",['passive'],0
953,[6],"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”",Predication,['active'],['active'],['active'],TRUE,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, such as 'published', 'discloses', and 'assure'. These verbs show actions being performed by the subject, indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'published' and 'discloses' which demonstrate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'discloses', which represents an action carried out by the subject 'investigation'.""
}",['active'],TRUE,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('published', 'discloses') and a compound verb structure ('would receive', 'engaged').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'published', 'discloses', and 'assure', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('discloses', 'assure') and a compound structure with multiple verbs ('discloses', 'assure') about one subject.""
}","['active', 'compound']",0,"['active', 'compound']",1,0,,['active'],,"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence is in the passive voice because the subject of the sentence ('The investigation') is not the one performing the action. Instead, it is receiving the action ('published'). Additionally, the helping verb 'be' ('published') is used, and the main verb does not end in 'ing.'""
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence is in the passive voice because the subject of the sentence ('European countries') is not the one doing the action ('receive a pass from U.S. sanctions'). Instead, they are receiving the action. Additionally, the sentence contains the helping verb 'would receive,' which is a characteristic of passive voice."" 
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence is in the passive voice because the subject of the sentence ('The investigation') is not the one performing the action. Instead, it is receiving the action ('published') and 'discloses' is the main verb, which does not end in 'ing.' Additionally, the helping verb 'be' is present ('published').""
}",['passive'],1
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Predication,['active'],['active'],['active'],TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'empty' which denotes action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'empty' in 'any purge would empty parishes', indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead'. 'Empty' is an active verb describing the potential action of a purge, while 'lead' is a stative verb describing the ongoing state of the priests and bishops.""
}","['active', 'stative']",FALSE,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']",1,"['active', 'stative']",1,0,,['active'],,"{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The phrase 'who lead healthy lives of service and faithful lives of celibacy' is in active voice, as 'who' is the subject performing the action of leading. The phrase 'would empty parishes and religious orders of the thousands of priests and bishops' is in passive voice, as 'would empty' is a passive construction with 'be' as a helping verb and 'empty' as the main verb."" 
}","['active', 'passive']","{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The phrase 'who lead healthy lives of service and faithful lives of celibacy' is in active voice, as 'who lead' indicates the subject (priests and bishops) performing the action. The phrase 'would empty parishes and religious orders' is in passive voice, as 'would empty' is a form of the verb 'to be' (would be) and 'empty' is the main verb, indicating that the subject (purge) receives the action.""
}","['active', 'passive']","{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The phrase 'who lead healthy lives of service and faithful lives of celibacy' is in active voice, as 'who' refers to the priests and bishops who are performing the action of leading healthy and faithful lives. The phrase 'would empty parishes and religious orders of the thousands of priests and bishops' is in passive voice, as the priests and bishops are the recipients of the action of being emptied from the parishes and religious orders.""
}","['active', 'passive']",1
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Predication,['active'],['active'],['active'],TRUE,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'. There are no active or compound verbs in this sentence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'defended' to express a state of action or being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the action rather than an ongoing action.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' describing the action of Danny Davis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes a state of action rather than an active action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'.""
}",['stative'],1,['stative'],1,0,,['active'],,"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence is in the active voice because the subject (Democratic Illinois Rep. Danny Davis) is performing the action (defended) in the sentence.""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence is in the active voice because the subject (Democratic Illinois Rep. Danny Davis) is performing the action (defended) in the sentence.""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence is in the active voice because the subject (Democratic Illinois Rep. Danny Davis) is performing the action (defended) in the sentence.""
}",['active'],1
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'should stop' as the main predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'should stop' and 'continues', which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should stop', indicating an action being performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'should stop' which indicates an action performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'. These active verbs indicate action being performed by the subject.""
}",['active'],1,['active'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence is in the active voice because the subject 'Attorney General Jeff Sessions' is performing the action of 'should stop' in the sentence.""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence is in the active voice because the subject 'Attorney General Jeff Sessions' is performing the action of 'should stop' in the sentence.""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence is in the active voice because the subject 'Attorney General Jeff Sessions' is performing the action of 'should stop' in the sentence.""
}",['active'],1
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Predication,['stative'],['stative'],['stative'],TRUE,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('is', 'problem') about one subject ('it').""
}",['compound'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound predicate 'is' and 'problem'. Both verbs are about the same subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state of being ('is a national problem'). There are no active or compound verbs present in the given example.""
}",['stative'],FALSE,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase 'it's a national problem.' This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],0,['compound'],1,0,,['stative'],,"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem.' is in the active voice. The subject 'it' is performing the action of being a problem, making it an active voice sentence.""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem.' is in the active voice because the subject 'it' is performing the action of being a problem, rather than receiving the action.""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem.' is in the active voice. The subject 'it' is performing the action of being a problem, making it an active voice sentence.""
}",['active'],1
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'provides' and 'claims', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'are'. These active verbs indicate that the subject of the sentence is performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'provides', 'claims', 'is', 'covering', and 'happened', which indicate actions taken by the subject.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', 'covering'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering'. These verbs indicate actions or states of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering', indicating the use of active voice.""
}",['active'],1,['active'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The active voice is present in the phrase 'authorities are actually actively covering up,' where 'authorities' is the subject performing the action. The passive voice is present in the phrase 'the entire narrative that claims that Stephen Paddock operated alone,' where 'the entire narrative' is the subject receiving the action."" 
}","['active', 'passive']","{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The active voice is present in the phrase 'authorities are actually actively covering up,' where 'authorities' is the subject performing the action. The passive voice is present in the phrase 'that claims that Stephen Paddock operated alone,' where 'Stephen Paddock' is the subject receiving the action, and 'operated' is the main verb with 'be' as a helping verb ('is').""
}","['active', 'passive']","{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. The active voice is present in the phrase 'authorities are actually actively covering up,' where 'authorities' is the subject performing the action. The passive voice is present in the phrase 'Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense,' where 'Stephen Paddock' is the subject receiving the action."" 
}","['active', 'passive']",1
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a compound structure with 'said' and 'was' both being verbs about the same subject 'the group'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",FALSE,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",1,"['active', 'stative']",1,1,,"['stative', 'active']",,"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence 'He said the group was a toothless, paper-shuffling exercise' is in the passive voice. The subject 'the group' is receiving the action of being described as a 'toothless, paper-shuffling exercise' rather than performing the action."" 
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence 'He said the group was a toothless, paper-shuffling exercise' is in the passive voice. The subject 'the group' is receiving the action of being described as 'a toothless, paper-shuffling exercise.' The helping verb 'was' indicates the passive voice, and the main verb 'shuffling' does not end in 'ing,' which is consistent with the passive voice construction."" 
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence 'He said the group was a toothless, paper-shuffling exercise' is in the passive voice. The subject 'the group' is receiving the action of being described as a 'toothless, paper-shuffling exercise.' The helping verb 'was' is used, indicating the passive voice.""
}",['passive'],1
2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The phrase 'is breaking down' contains an active verb 'breaking', which indicates ongoing action""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'are breaking down' which indicates an action performed by the subject 'sisters'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', indicating action by the subject 'the case of the Netherlands'.""
}",['active'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' which indicates a state of being or existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which indicates an action being performed by the subject 'the case of the Netherlands'.""
}",['active'],0,['stative'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. 'The case of the Netherlands is downright bizarre' is in the passive voice, as the subject 'the case of the Netherlands' receives the action. 'Sisters so old that even the federation structures are breaking down' is in the active voice, as the subject 'sisters' is performing the action of being so old that the federation structures are breaking down.""
}","['active', 'passive']","{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. 'The case of the Netherlands is downright bizarre' is in the passive voice, as the subject 'the case of the Netherlands' receives the action. 'Sisters so old that even the federation structures are breaking down' is in the active voice, as the subject 'sisters' is performing the action of being so old that the federation structures are breaking down.""
}","['active', 'passive']","{
  ""Answer"": [""active"", ""passive""],
  ""Explanation"": ""The sentence contains both active and passive voice. 'The case of the Netherlands is downright bizarre' is in the passive voice, as 'is' is a helping verb and 'bizarre' is the main verb. 'Sisters so old that even the federation structures are breaking down' is in the active voice, as 'sisters' is the subject performing the action of 'breaking down.'""
}","['active', 'passive']",1
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' in the form 'Greg Rinckey said.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which indicates an action performed by the subject 'Greg Rinckey'.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains the active verb 'said.'""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a clear indication of the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a key property of Predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' with a clear subject 'Greg Rinckey' performing the action.""
}",['active'],1,['active'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence 'It was a foolish mistake by a very young man,' is in the passive voice because the subject 'a foolish mistake' is receiving the action rather than performing it. The helping verb 'was' is used, indicating the passive voice.""
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence 'It was a foolish mistake by a very young man,' is in the passive voice because the subject 'a foolish mistake' is receiving the action rather than performing it. The helping verb 'was' is used, indicating the passive voice.""
}",['passive'],"{
  ""Answer"": [""passive""],
  ""Explanation"": ""The sentence 'It was a foolish mistake by a very young man,' is in the passive voice. The subject 'a foolish mistake' receives the action, and 'was' is used as a helping verb, indicating the passive voice.""
}",['passive'],1
