sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,res_0.0_V3_1,property__0.0_V3_1,res_0.0_V3_2,property__0.0_V3_2,res_0.0_V3_3,property__0.0_V3_3
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The verb 'means' in the sentence expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The verb 'means' in the sentence expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The verb 'means' in 'To bless always means' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative']
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",FALSE,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0,1,,"['active', 'compound']",,"{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence contains the active property as it describes an action performed by the subject 'Carlson' ('describing Google’s official response'). It also contains the stative property as it expresses a state or condition ('was that the activities they described were either non-partisan or were not officially taken by the company'). Additionally, the sentence contains the compound property as it includes multiple predications of verbs about one subject ('Their only defense was that...,' 'describing Google’s official response...,' 'before challenging the company’s response...').""
}","['active', 'stative', 'compound']","{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence contains the active property as it describes an action performed by the subject ('describing'). It also contains the stative property as it expresses a state or condition ('were') rather than an activity or event. Additionally, the sentence contains the compound property as it includes multiple predications of verbs about one subject ('was' and 'contained').""
}","['active', 'stative', 'compound']","{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence contains the active property as it describes an action performed by the subject ('describing'). It also contains the stative property as it expresses a state or condition ('were') rather than an activity. Additionally, the sentence contains the compound property as it includes multiple predications of verbs about one subject ('was' and 'contained').""
}","['active', 'stative', 'compound']"
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs such as 'are' and 'is,' which express a state of being. It also includes compound verbs like 'have' and 'turn' which have multiple verbs related to one subject.""
}","['stative', 'compound']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example text contains stative verbs such as 'are' and 'is' to express the state of being of the subjects 'wicked men' and 'America'. The verbs describe the condition or state of the subjects rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'are', 'have', 'is', 'will', which indicate a state or condition rather than an action. These verbs express the state of being or the state of something.""
}",['stative'],FALSE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],0,0,,"['active', 'stative', 'compound']",,"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The provided sentence contains the property of 'stative' as it expresses a state or condition rather than an activity or event. For example, 'are those who have the knowledge' and 'are bringing upon themselves destruction'. Additionally, the sentence also exhibits the property of 'compound' as it contains multiple predications of verbs about one subject, such as 'are those who have the knowledge' and 'are bringing upon themselves destruction'.""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The provided sentence contains both stative and compound properties of predication. The use of 'are' in 'are those who have the knowledge' is an example of a stative predication, expressing a state or condition. Additionally, the sentence contains a compound predication with multiple predications of verbs used about one subject, such as 'they turn their shoulders and choose the wrong' and 'Americans are bringing upon themselves destruction.'""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The provided sentence contains the property of stative predication as it expresses a state or condition rather than an activity or event. For example, 'are those who have the knowledge of what to do' and 'are bringing upon themselves destruction'. Additionally, the sentence also contains the property of compound predication as it involves multiple predications of verbs about one subject, such as 'they turn their shoulders and choose the wrong' and 'God judges and is judging America today'.""
}","['stative', 'compound']"
900,[6 9],His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.,Predication,['stative'],['stative'],['stative'],TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' and a direct object 'odd', which makes use of the active voice. The verb 'is' is the core of the predication, and it is in the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', which indicates the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' in the form 'is + adjective' (is odd).""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],1,['active'],1,0,,['stative'],,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. 'His warning' is an example of an active predication where the subject 'His warning' is performing the action. 'is odd' is an example of a stative predication expressing a state or condition rather than an activity or event.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The phrase 'His warning against making the resistance to jihad' is an example of an active predication, where 'His warning' is the subject performing the action. The phrase 'is odd' is an example of a stative predication, expressing a state or condition rather than an activity or event.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The phrase 'His warning against making the resistance to jihad' is an example of an active predication, where the subject 'His warning' is performing the action. The phrase 'is odd' is an example of a stative predication, expressing a state or condition rather than an activity or event.""
}","['active', 'stative']"
953,[6],"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”",Predication,['active'],['active'],['active'],TRUE,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, such as 'published', 'discloses', and 'assure'. These verbs show actions being performed by the subject, indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'published' and 'discloses' which demonstrate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'discloses', which represents an action carried out by the subject 'investigation'.""
}",['active'],TRUE,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('published', 'discloses') and a compound verb structure ('would receive', 'engaged').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'published', 'discloses', and 'assure', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('discloses', 'assure') and a compound structure with multiple verbs ('discloses', 'assure') about one subject.""
}","['active', 'compound']",0,"['active', 'compound']",1,0,,['active'],,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes the action of 'published' by the House Permanent Subcommittee on Investigations. Additionally, the sentence also contains a compound predication as it involves multiple predications of verbs ('discloses' and 'assure') about one subject ('The investigation').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes the action of 'published' by the House Permanent Subcommittee on Investigations. Additionally, the sentence also contains a compound predication as it involves multiple predications of verbs ('discloses' and 'assure') about one subject ('The investigation').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes the action of 'published' by the House Permanent Subcommittee on Investigations. Additionally, the sentence also contains a compound predication as it includes multiple predications of verbs ('discloses' and 'assure') about one subject ('The investigation').""
}","['active', 'compound']"
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Predication,['active'],['active'],['active'],TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'empty' which denotes action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'empty' in 'any purge would empty parishes', indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead'. 'Empty' is an active verb describing the potential action of a purge, while 'lead' is a stative verb describing the ongoing state of the priests and bishops.""
}","['active', 'stative']",FALSE,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']",1,"['active', 'stative']",1,0,,['active'],,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is evident in 'who lead healthy lives of service,' where 'lead' is the verb and 'who' is the subject performing the action. The stative property is evident in 'He is wet,' where 'is' is the stative verb expressing a state or condition."" 
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is evident in 'who lead healthy lives of service,' where 'who' (the subject) is performing the action of leading healthy lives. The stative property is evident in 'He is wet,' where 'is' expresses a state or condition rather than an activity or event. In the provided sentence, 'lead' is an active predication, and 'is' is a stative predication.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative predication. The active predication is seen in 'who lead healthy lives of service', where 'who' (the subject) is performing the action of leading healthy lives. The stative predication is seen in 'He is wet', where 'is' expresses a state or condition rather than an activity or event.""
}","['active', 'stative']"
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Predication,['active'],['active'],['active'],TRUE,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'. There are no active or compound verbs in this sentence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'defended' to express a state of action or being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the action rather than an ongoing action.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' describing the action of Danny Davis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes a state of action rather than an active action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'.""
}",['stative'],1,['stative'],1,0,,['active'],,"{
  ""Answer"": [""active""],
  ""Explanation"": ""The provided sentence contains an active predication. The subject 'Democratic Illinois Rep. Danny Davis' is performing the action of defending, and 'Nation of Islam leader Louis Farrakhan' is the direct object of the action. Therefore, the active property is used in this sentence.""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The provided sentence contains an active predication. The subject 'Democratic Illinois Rep. Danny Davis' is performing the action of defending, and 'Nation of Islam leader Louis Farrakhan' is the direct object of the verb 'defended'.""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The provided sentence contains an active predication. The subject 'Democratic Illinois Rep. Danny Davis' is performing the action of defending, and the direct object of the action is 'Nation of Islam leader Louis Farrakhan.'""
}",['active']
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'should stop' as the main predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'should stop' and 'continues', which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should stop', indicating an action being performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'should stop' which indicates an action performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'. These active verbs indicate action being performed by the subject.""
}",['active'],1,['active'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""compound""],
  ""Explanation"": ""The sentence contains a compound predication as it combines multiple predications of verbs ('is' and 'should stop') about one subject ('Attorney General Jeff Sessions'). The sentence expresses two separate actions or states related to the subject, making it a compound predication.""
}",['compound'],"{
  ""Answer"": [""compound""],
  ""Explanation"": ""The sentence contains a compound predication as it combines two predications 'This is a terrible situation' and 'Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now' about the same subject 'This'.""
}",['compound'],"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Attorney General Jeff Sessions' performing the action 'should stop' with the direct object 'this Rigged Witch Hunt.' Additionally, the sentence also contains a compound predication as it combines two predications 'This is a terrible situation' and 'Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now' about the subject 'Attorney General Jeff Sessions.'""
}","['active', 'compound']"
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Predication,['stative'],['stative'],['stative'],TRUE,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('is', 'problem') about one subject ('it').""
}",['compound'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound predicate 'is' and 'problem'. Both verbs are about the same subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state of being ('is a national problem'). There are no active or compound verbs present in the given example.""
}",['stative'],FALSE,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase 'it's a national problem.' This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],0,['compound'],1,0,,['stative'],,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem' contains both active and stative properties of predication. 'It’s a problem' is a stative predication expressing a state or condition, while 'it’s a national problem' is an active predication where 'it' is the subject performing the action of being a national problem."" 
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem' contains both active and stative properties of predication. 'It’s a problem' is a stative predication expressing a state or condition, while 'it’s a national problem' is an active predication where 'it' is the subject performing the action of being a national problem.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem' contains both active and stative properties. 'It’s a problem' is a stative predication expressing a state or condition, while 'not just in West Virginia – it’s a national problem' is an active predication where 'it' is the subject performing the action of being a national problem.""
}","['active', 'stative']"
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'provides' and 'claims', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'are'. These active verbs indicate that the subject of the sentence is performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'provides', 'claims', 'is', 'covering', and 'happened', which indicate actions taken by the subject.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', 'covering'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering'. These verbs indicate actions or states of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering', indicating the use of active voice.""
}",['active'],1,['active'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes the action of authorities actively covering up what really happened. Additionally, the sentence also includes a compound predication as it combines multiple predications about the authorities and their actions.""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action being performed by the subject 'authorities are actually actively covering up'. Additionally, the sentence also contains a compound predication as it combines multiple predications about the subject 'the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.'""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is evident in the phrase 'authorities are actually actively covering up,' where 'authorities' is the subject performing the action of 'covering up.' The stative property is evident in the phrase 'is complete nonsense,' where 'is' expresses a state or condition rather than an action or event.""
}","['active', 'stative']"
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a compound structure with 'said' and 'was' both being verbs about the same subject 'the group'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",FALSE,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",1,"['active', 'stative']",1,1,,"['stative', 'active']",,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""In the given sentence, the property 'active' is used as 'He said' is a predication in which the subject (He) is performing the action (said) and 'the group' is the direct object. Additionally, the property 'stative' is used as 'was' is a form of 'be' expressing a state or condition ('was a toothless, paper-shuffling exercise').""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence 'He said the group was a toothless, paper-shuffling exercise' contains the active predication as it involves the subject 'He' performing the action of 'said.' It also contains the stative predication as it expresses a state or condition with 'was.' Additionally, the sentence contains a compound predication as it involves multiple predications ('was' and 'contained') about one subject ('the group').""
}","['active', 'stative', 'compound']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""In the provided sentence, the property 'active' is used as the subject 'He' is performing the action of 'said'. Additionally, the property 'stative' is used as the predication 'was a toothless, paper-shuffling exercise' expresses a state or condition rather than an activity or event.""
}","['active', 'stative']"
2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The phrase 'is breaking down' contains an active verb 'breaking', which indicates ongoing action""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'are breaking down' which indicates an action performed by the subject 'sisters'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', indicating action by the subject 'the case of the Netherlands'.""
}",['active'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' which indicates a state of being or existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which indicates an action being performed by the subject 'the case of the Netherlands'.""
}",['active'],0,['stative'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication with the use of 'is' to express a state or condition ('is downright bizarre'). Additionally, the sentence also contains a compound predication with the use of multiple predications ('is downright bizarre' and 'sisters so old that even the federation structures are breaking down') about one subject ('The case of the Netherlands').""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication with the phrase 'is downright bizarre,' expressing a state or condition. Additionally, the sentence also contains a compound predication with the use of multiple predications ('is downright bizarre' and 'sisters so old') about one subject ('The case of the Netherlands').""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication with the phrase 'is downright bizarre,' expressing a state or condition. Additionally, the sentence also contains a compound predication with the use of multiple predications ('is downright bizarre' and 'sisters so old') about one subject ('The case of the Netherlands').""
}","['stative', 'compound']"
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' in the form 'Greg Rinckey said.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which indicates an action performed by the subject 'Greg Rinckey'.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains the active verb 'said.'""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a clear indication of the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a key property of Predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' with a clear subject 'Greg Rinckey' performing the action.""
}",['active'],1,['active'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by a very young man. Additionally, it also contains a compound predication as it involves multiple predications ('It was a foolish mistake' and 'by a very young man') about one subject ('a very young man').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Saucier’s lawyer, Greg Rinckey' performing the action of saying. Additionally, the sentence also contains a compound predication as it involves multiple predications ('It was a foolish mistake' and 'by a very young man') about one subject ('It').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Saucier’s lawyer, Greg Rinckey' performing the action of speaking. Additionally, the sentence also contains a compound predication as it conveys two predications ('It was a foolish mistake' and 'by a very young man') about one subject ('It').""
}","['active', 'compound']"
