sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_0.0_V3_2,property_0.0_V3_2
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In the sentence, To bless is an infinitive phrase functioning as the subject of the sentence, and means is the main verb. This construction does not follow the typical structure of an active predication, where the subject is the person or thing performing the action and can take a direct object. Instead, the sentence is structured as a statement about the meaning of to bless rather than an action being performed by a specific subject.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically involves expressing a state or condition rather than an activity or event. In the provided sentence, the phrase means that something shall flourish and when there is a blessing indicate an ongoing or continuous process, which suggests an activity or event rather than a static state. Therefore, the sentence does not use stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the provided sentence, To bless always means that something shall flourish is a single predication with means as the main verb, and when there is a blessing upon a cause or a project, will something good come out of it is another predication with will come as the main verb. These are not multiple predications of verbs about one subject, so the sentence does not use compound predication.', 'Property': 'compound'}]",[]
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In active predication, the subject typically performs the action and can take a direct object. In the provided sentence, Their only defense was that the activities they described were either non-partisan or were not officially taken by the company, the subject Their only defense is not performing an action with a direct object. Instead, it is describing a state of being or existence, which aligns more with a copular or stative construction rather than an active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically expresses a state or condition rather than an activity or event. In the provided sentence, the verb was is used to describe an ongoing action (their only defense was that the activities they described were either non-partisan or were not officially taken by the company). This indicates an ongoing state of being rather than a static condition, therefore it does not fit the criteria for stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the given sentence, there is only one predication of the verb was about the subject their only defense. The rest of the sentence provides additional information about what their only defense was, rather than introducing multiple predications of verbs about the same subject.', 'Property': 'compound'}]",[]
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs such as 'are' and 'is,' which express a state of being. It also includes compound verbs like 'have' and 'turn' which have multiple verbs related to one subject.""
}","['stative', 'compound']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example text contains stative verbs such as 'are' and 'is' to express the state of being of the subjects 'wicked men' and 'America'. The verbs describe the condition or state of the subjects rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'are', 'have', 'is', 'will', which indicate a state or condition rather than an action. These verbs express the state of being or the state of something.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],0.0,0.0,,"['active', 'stative', 'compound']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. Active predication typically involves a subject performing an action and can take a direct object. In the provided sentence, the structure is more complex and does not clearly present a subject performing a direct action. Instead, it seems to be a complex statement about the actions and consequences of certain individuals, lacking a clear direct action performed by a specific subject.', 'Property': 'active'}, {'Answer': 'yes', 'Explanation': 'The given sentence uses stative predication. It expresses a state or condition rather than an activity or event. The sentence describes the state of wicked men and the condition of Americans, using verbs like are, have, turn, choose, are bringing, and leaves. These verbs indicate a state or condition rather than an action or event, aligning with the concept of stative predication.', 'Property': 'stative'}, {'Answer': 'yes', 'Explanation': 'The given sentence uses compound predication. It contains multiple predications of verbs (are, turn, choose, are bringing, leaves, judges) about one subject (wicked men in the sight of God). This aligns with the definition of compound predication, where multiple predications of verbs are used about one subject.', 'Property': 'compound'}]","['stative', 'compound']"
900,[6 9],His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.,Predication,['stative'],['stative'],['stative'],True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' and a direct object 'odd', which makes use of the active voice. The verb 'is' is the core of the predication, and it is in the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', which indicates the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' in the form 'is + adjective' (is odd).""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],1,['active'],1.0,0.0,,['stative'],"[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In the sentence His warning against making the resistance to jihad a “battle between us and the entire religion” is odd, His warning is the subject, and is is the linking verb. There is no direct action being performed by the subject. Therefore, it does not fit the definition of active predication, which typically involves a subject performing an action and can take a direct object.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a “battle between us and the entire religion” is odd does not use stative predication. The sentence describes an action or warning (making the resistance to jihad a “battle between us and the entire religion”) rather than expressing a state or condition. Therefore, it does not fall under stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a “battle between us and the entire religion” is odd does not use compound predication. Compound predication involves multiple predications of verbs about one subject, as in The telegram was late but contained exciting news. In the given sentence, there is only one predication of the verb is about the subject His warning, so it does not meet the criteria for compound predication.', 'Property': 'compound'}]",[]
953,[6],"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”",Predication,['active'],['active'],['active'],True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, such as 'published', 'discloses', and 'assure'. These verbs show actions being performed by the subject, indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'published' and 'discloses' which demonstrate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'discloses', which represents an action carried out by the subject 'investigation'.""
}",['active'],True,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('published', 'discloses') and a compound verb structure ('would receive', 'engaged').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'published', 'discloses', and 'assure', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('discloses', 'assure') and a compound structure with multiple verbs ('discloses', 'assure') about one subject.""
}","['active', 'compound']",0,"['active', 'compound']",1.0,0.0,,['active'],"[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In the sentence, The investigation... discloses secret efforts by top Obama administration officials, the subject The investigation is not performing the action but rather revealing or presenting information. Additionally, there is no direct object in the sentence. Therefore, the sentence does not exhibit active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use stative predication. Stative predication typically involves expressing a state or condition rather than an activity or event, such as be or know. The sentence provided describes ongoing actions and efforts (published, discloses, assure, receive, engaged), which are not characteristic of stative predication. Therefore, the sentence does not use stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the given sentence, there is only one main predication discloses with the object secret efforts. The other verbs published and assure are part of subordinate clauses and do not create multiple predications about the same subject. Therefore, the sentence does not use compound predication.', 'Property': 'compound'}]",[]
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Predication,['active'],['active'],['active'],True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'empty' which denotes action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'empty' in 'any purge would empty parishes', indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead'. 'Empty' is an active verb describing the potential action of a purge, while 'lead' is a stative verb describing the ongoing state of the priests and bishops.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,0.0,,['active'],"[{'Answer': 'yes', 'Explanation': 'The given sentence uses active predication. The subject thousands of priests and bishops is performing the action of leading healthy lives of service and faithful lives of celibacy. Additionally, the sentence includes a direct object, parishes and religious orders, which is being affected by the action of emptying. Therefore, the sentence fits the description of active predication as it involves the subject performing an action and taking a direct object.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not use stative predication. The sentence describes potential actions (would empty) rather than a state or condition. It focuses on the potential outcome of a hypothetical action rather than expressing a static state or condition.', 'Property': 'stative'}, {'Answer': 'yes', 'Explanation': 'The given sentence uses compound predication. It contains multiple predications of verbs (empty and lead) about one subject (thousands of priests and bishops). The verbs empty and lead describe different actions performed by the subject, making it an example of compound predication.', 'Property': 'compound'}]","['active', 'compound']"
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'. There are no active or compound verbs in this sentence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'defended' to express a state of action or being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the action rather than an ongoing action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' describing the action of Danny Davis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes a state of action rather than an active action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],"[{'Answer': 'yes', 'Explanation': 'The given sentence uses active predication. The subject Democratic Illinois Rep. Danny Davis is performing the action of defended, and the sentence also includes a direct object, Nation of Islam leader Louis Farrakhan. Therefore, it fits the definition of active predication as the subject is performing the action and there is a direct object.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use stative predication. Stative predication typically expresses a state or condition rather than an activity or event. In the given sentence, defended is an action verb, indicating an activity, and the statement is about an action (defending) rather than a state or condition. Therefore, it does not use stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the given sentence, there is only one predication of the verb defended about the subject Democratic Illinois Rep. Danny Davis. There are no additional predications of verbs about the same subject, so it does not meet the criteria for compound predication.', 'Property': 'compound'}]",['active']
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'should stop' as the main predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'should stop' and 'continues', which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should stop', indicating an action being performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'should stop' which indicates an action performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'. These active verbs indicate action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In active predication, the subject typically performs the action and can take a direct object. In the provided sentence, Attorney General Jeff Sessions is the subject, but he is not directly performing an action. Instead, the sentence is a statement or a suggestion, and the action is not directly attributed to the subject. Therefore, it does not fit the criteria for active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically expresses a state or condition, such as be or know. The sentence provided, This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further, does not express a static state or condition. Instead, it presents a call to action, indicating that Attorney General Jeff Sessions should stop something, which implies an ongoing or future action, rather than a static state or condition.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the given sentence, This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now are not predications of verbs about one subject. Instead, they are separate independent clauses with different subjects (This and Attorney General Jeff Sessions). Therefore, the sentence does not use compound predication.', 'Property': 'compound'}]",[]
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Predication,['stative'],['stative'],['stative'],True,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('is', 'problem') about one subject ('it').""
}",['compound'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound predicate 'is' and 'problem'. Both verbs are about the same subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state of being ('is a national problem'). There are no active or compound verbs present in the given example.""
}",['stative'],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase 'it's a national problem.' This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],0,['compound'],1.0,0.0,,['stative'],"[{'Answer': 'no', 'Explanation': 'The sentence And it’s a problem not just in West Virginia – it’s a national problem. does not use active predication. In this sentence, it is the subject, and is is the verb. There is no direct action being performed by a subject, and there is no direct object receiving the action. Therefore, this sentence does not exemplify active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence And it’s a problem not just in West Virginia – it’s a national problem. does not use stative predication. The verb is in this sentence is not expressing a state or condition, but rather it is linking the subject it to the predicate a problem, indicating existence or identity. Therefore, it is not an example of stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence And it’s a problem not just in West Virginia – it’s a national problem. does not use compound predication. In this sentence, there is only one predication (it’s a problem) with two complements (not just in West Virginia and it’s a national problem). The sentence does not contain multiple predications of verbs about one subject, which is a characteristic of compound predication.', 'Property': 'compound'}]",[]
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'provides' and 'claims', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'are'. These active verbs indicate that the subject of the sentence is performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'provides', 'claims', 'is', 'covering', and 'happened', which indicate actions taken by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', 'covering'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering'. These verbs indicate actions or states of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering', indicating the use of active voice.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In active predication, the subject typically performs the action and can take a direct object. However, in the given sentence, provides is the verb that is closest to fitting the criteria for active predication, but it does not have a direct object. The sentence is more complex and involves multiple clauses, making it a complex sentence structure rather than a simple active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically involves expressing a state or condition, such as be or know. The sentence provided describes an ongoing action or event, rather than a state or condition. It is not a simple statement of being or knowing, but rather a complex statement about an ongoing situation, making it an example of dynamic predication rather than stative predication.', 'Property': 'stative'}, {'Answer': 'yes', 'Explanation': 'Yes, the given sentence uses compound predication. It contains multiple predications of verbs (provides, is, claims, is, covering up) about one subject (the entire narrative). This structure reflects the use of compound predication in the sentence.', 'Property': 'compound'}]",['compound']
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a compound structure with 'said' and 'was' both being verbs about the same subject 'the group'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,1.0,,"['stative', 'active']","[{'Answer': 'yes', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise uses active predication. In this sentence, He is the subject performing the action of said, and the group is the direct object of the verb said. Therefore, it fits the definition of active predication where the subject performs the action and can take a direct object.', 'Property': 'active'}, {'Answer': 'yes', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise uses stative predication. The verb was expresses a state or condition (toothless, paper-shuffling exercise), rather than an activity or event. Therefore, it fits the definition of stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise does not use compound predication. In this sentence, there is a single predication the group was a toothless, paper-shuffling exercise where the verb was is used to describe the group. There is no use of multiple predications of verbs about one subject, which is characteristic of compound predication.', 'Property': 'compound'}]","['active', 'stative']"
2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The phrase 'is breaking down' contains an active verb 'breaking', which indicates ongoing action""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'are breaking down' which indicates an action performed by the subject 'sisters'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', indicating action by the subject 'the case of the Netherlands'.""
}",['active'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' which indicates a state of being or existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which indicates an action being performed by the subject 'the case of the Netherlands'.""
}",['active'],0,['stative'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In the sentence, The case of the Netherlands is downright bizarre, the subject The case of the Netherlands is not performing an action. It is being described as downright bizarre. Similarly, sisters so old that even the federation structures are breaking down does not follow the pattern of active predication, as the subject sisters is not directly performing an action. Instead, the sentence is using a descriptive or stative construction to convey information about the subject rather than an action being performed by the subject.', 'Property': 'active'}, {'Answer': 'yes', 'Explanation': 'The given sentence uses stative predication. The phrase is downright bizarre expresses a state or condition rather than an action, aligning with the definition of stative predication. Additionally, the phrase are breaking down also expresses a state rather than a specific action, further supporting the classification of the sentence as using stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the given sentence, The case of the Netherlands is downright bizarre and sisters so old that even the federation structures are breaking down are separate independent clauses, each with its own subject and predicate. They are not predications of verbs about one subject, so the sentence does not exhibit compound predication.', 'Property': 'compound'}]",['stative']
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' in the form 'Greg Rinckey said.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which indicates an action performed by the subject 'Greg Rinckey'.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains the active verb 'said.'""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a clear indication of the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a key property of Predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' with a clear subject 'Greg Rinckey' performing the action.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not use active predication. In the sentence, It was a foolish mistake by a very young man, the subject It is not performing the action. Instead, the action is being attributed to a very young man. This sentence uses a passive construction, where the focus is on the recipient of the action rather than the doer. Therefore, it does not exemplify active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence It was a foolish mistake by a very young man, does not use stative predication. Stative predication typically involves verbs that express a state or condition, such as be or know. In the given sentence, the verb was is used to indicate an event that occurred in the past, rather than expressing a state or condition. Therefore, it does not fit the criteria for stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence It was a foolish mistake by a very young man, Saucier’s lawyer, Greg Rinckey, said. does not use compound predication. In this sentence, there is a single predication It was a foolish mistake by a very young man attributed to Saucier’s lawyer, Greg Rinckey. The sentence does not contain multiple predications of verbs about one subject, which is a characteristic of compound predication.', 'Property': 'compound'}]",[]
