sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_gpt3.5_0.0_V3_2,property_gpt3.5_0.0_V3_2
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The given sentence does not contain a phrase built on a noun categorized as an appositive. An appositive renames or explains a noun, typically appearing right after the noun it renames. In the provided sentence, there are no phrases that rename or explain a noun in the manner of an appositive.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain an absolute construction. An absolute construction typically involves a noun and a participle, and it functions as a modifier for the entire clause. In the given sentence, there is no such construction that fits the criteria of an absolute construction.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The given sentence does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the noun being modified is repeated. In the provided sentence, there is no repetition of the noun being modified, so it does not fit the definition of a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a summative modifier. The phrase to me from the UK Home Office is a prepositional phrase that provides additional information about the letter, but it does not summarize or generalize the preceding clause or phrase. Therefore, it does not fit the definition of a summative modifier.', 'Property': 'summative modifier'}]",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence does not contain an appositive phrase. An appositive phrase typically renames or clarifies a noun, but in the given sentence, there is no noun followed by a renaming phrase. Instead, the sentence contains a complex noun phrase a veritable chorus of Catholics which functions as the subject of the sentence, but it is not an appositive phrase.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain an absolute construction. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the entire clause. In the given sentence, there is no such construction. The sentence contains a complex noun phrase (a veritable chorus of Catholics) but it does not function as an absolute construction.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier is repeated, as in the example The letter from the president, a letter without precedent. In the given sentence, there are no instances of a resumptive modifier where a noun is repeated to modify another noun.', 'Property': 'resumptive modifier'}, {'Answer': 'yes', 'Explanation': 'The phrase a veritable chorus of Catholics in the given sentence functions as a summative modifier. It is built on the noun chorus and summarizes or generalizes the group of Catholics mentioned in the sentence, emphasizing their collective presence and impact. Therefore, it fits the definition of a summative modifier in the context of phrases built on nouns.', 'Property': 'summative modifier'}]",['summative_modifier']
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Phrases_built_on_nouns,['summative_modifier'],['summative_modifier'],['summative_modifier'],True,[],"{
  ""Properties"": [""summatve modifier""],
  ""Explanation"": ""The phrase 'a very real threat' serves as a summative modifier, summarizing or generalizing the preceding clause 'This is a threat'.""
}",['summatve_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' summarizes or generalizes the preceding clause 'This is a very real threat', making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a very real threat' is an appositive, renaming the noun 'threat' with additional information.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' renames and further describes the noun 'threat'.""
}",['appositives'],1,['appositives'],1.0,0.0,GPT mixes up appositives with summative modifiers,['summative_modifier'],"[{'Answer': 'no', 'Explanation': 'The given sentence does not contain an appositive phrase. An appositive phrase typically renames or restates the noun it modifies. In the provided sentence, a very real threat is not renaming or restating any noun, but rather functioning as a noun phrase itself.', 'Property': 'appositives'}, {'Answer': 'yes', 'Explanation': 'The phrase one that is largely immune to attack from the air in the given sentence functions as an absolute construction. It is related to the noun threat as a feature, providing additional information about the nature of the threat. The phrase largely immune to attack from the air describes a characteristic of the threat, similar to the example provided, The driver, his hair invisible under his cap.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The given sentence does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it modifies. In the provided sentence, a very real threat is not a resumptive modifier because very real does not repeat the noun threat. Instead, very real is an adjective phrase modifying the noun threat.', 'Property': 'resumptive modifier'}, {'Answer': 'yes', 'Explanation': 'The phrase a very real threat in the given sentence is a summative modifier. It is built on the noun threat and summarizes or generalizes the nature of the threat being discussed. It adds emphasis and specificity to the noun threat by describing it as very real, thus qualifying as a summative modifier.', 'Property': 'summative modifier'}]","['absolute_construction', 'summative_modifier']"
188,[1],They would be immediate targets should the US and South Korea attack the north.,Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' acts as an appositive, renaming 'they' as immediate targets.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' renames or further identifies 'targets'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' serves as an appositive, renaming the noun 'targets' by providing more information about it.""
}",['appositives'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as appositives. An appositive phrase typically renames or restates the noun it follows, providing additional information about it. In the given sentence, immediate targets is not renaming or restating any noun, but rather functioning as the direct object of the verb would be.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as absolute constructions. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence, and is not grammatically connected to any specific word in the sentence. In the given sentence, They would be immediate targets should the US and South Korea attack the north, there are no phrases that fit the criteria of an absolute construction.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence They would be immediate targets should the US and South Korea attack the north does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, there are no instances of a noun being repeated to modify another noun, so it does not contain a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence They would be immediate targets should the US and South Korea attack the north does not contain a summative modifier. A summative modifier typically summarizes or generalizes a preceding clause or phrase, but in this sentence, there is no such summarizing or generalizing construction based on a noun.', 'Property': 'summative modifier'}]",[]
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, as it renames the noun 'man' by providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' renames the noun 'man' and functions as an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, as it renames or further describes the noun 'man'.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, renaming the noun 'man'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, renaming the noun 'man'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, renaming the noun 'man'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The given sentence does not contain an appositive phrase. An appositive phrase typically renames or clarifies a noun, but the sentence provided does not contain a phrase that renames or further explains a noun in the manner of an appositive.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain an absolute construction. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence. In the given sentence, Think of this is a subordinate clause, and the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else is a main clause. There is no absolute construction present in the sentence.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, the meekest man alive is not repeating the noun it modifies, so it does not fit the definition of a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a summative modifier. A summative modifier typically summarizes or generalizes a preceding clause or phrase. In the given sentence, the meekest man alive is a noun phrase, but it does not summarize or generalize a preceding clause or phrase. Instead, it functions as a descriptive noun phrase providing additional information about the subject man.', 'Property': 'summative modifier'}]",[]
199,[1],"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' summarizes or generalizes the preceding clause about Kavanaugh being on the Supreme Court.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' is an appositive built on the noun 'Kavanaugh', renaming and providing additional information about him.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' acts as an appositive, renaming 'Kavanaugh'.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' is an appositive, renaming the noun 'Kavanaugh' and providing additional information about him.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' is an appositive, as it renames 'Kavanaugh' by providing additional information about him.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' is an appositive, as it renames 'Kavanaugh' by providing additional information about him.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain an appositive phrase. An appositive phrase typically renames or clarifies a noun, but in the given sentence, undermining our #4thAmendment right against unreasonable searches and seizures is a participial phrase that describes the action of Kavanaugh on the Supreme Court, rather than renaming or clarifying a noun.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain an absolute construction. An absolute construction typically consists of a noun and a participle, and it functions as a modifier for the entire clause. In the given sentence, undermining our #4th Amendment right against unreasonable searches and seizures is a participial phrase, but it does not meet the criteria of an absolute construction as it does not directly modify the entire clause or sentence.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, undermining our #4thAmendment right against unreasonable searches and seizures is not a resumptive modifier. It is a participial phrase modifying the subject Kavanaugh and does not repeat the noun it modifies.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a phrase built on a noun that can be categorized as a summative modifier. The phrase undermining our #4thAmendment right against unreasonable searches and seizures is a participial phrase modifying the subject Kavanaugh rather than summarizing or generalizing the preceding clause or phrase.', 'Property': 'summative modifier'}]",[]
202,[1],"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'into a state of panic' is a noun phrase summarizing or generalizing the potential consequence of a grid failure.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' serves as a summative modifier, summarizing the potential outcome of a grid failure.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' summarizes or generalizes the preceding clause 'fling the United States into'.""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' summarizes or generalizes the preceding clause 'fling the United States into a state of panic.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' summarizes or generalizes the preceding clause 'fling the United States into'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' summarizes or generalizes the preceding clause 'fling the United States into'.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The given sentence does not contain a phrase built on a noun that can be categorized as an appositive. An appositive typically renames or restates a noun, providing additional information about it. In the provided sentence, there is no such construction where a noun is renamed or restated to provide additional information.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence or for another noun. In the given sentence, there are no phrases that fit the criteria of an absolute construction. Instead, the sentence contains a complex sentence structure with multiple clauses, but none of them qualify as an absolute construction.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the noun being modified is repeated. In the given sentence, there is no repetition of a noun to modify another noun. Therefore, the sentence does not contain a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The given sentence does not contain a phrase built on a noun that can be categorized as a summative modifier. The sentence does not contain a noun summarizing or generalizing a preceding clause or phrase. Instead, it describes a potential event (a grid failure) and its potential consequence (flinging the United States into a state of panic).', 'Property': 'summative modifier'}]",[]
204,[1],"It has become a superdogma in the Catholic Church: if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' acts as an appositive, renaming and further describing the noun 'It'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' renames and further explains the noun 'superdogma' in the sentence.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' is an appositive, as it renames and further describes the noun 'it', modifying the noun 'superdogma'.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' is an appositive, renaming the noun 'It'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' is an appositive, renaming the noun 'superdogma' and providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' is an appositive, renaming the noun 'It' in the sentence.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The given sentence does not contain a phrase built on a noun that can be categorized as an appositive. An appositive typically renames or restates a noun, providing additional information about it. In the provided sentence, there are no such constructions that rename a noun in the manner of an appositive.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle, and it functions as a modifier for the entire sentence, providing additional information about the main clause. In the given sentence, there are no phrases that fit the criteria of an absolute construction. Instead, the sentence contains complex noun phrases and clauses, but none of them can be categorized as absolute constructions.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The provided sentence does not contain a resumptive modifier. A resumptive modifier is a phrase built on a noun that repeats the noun it modifies. In the given sentence, there is no repetition of a noun to modify another noun, so it does not contain a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'yes', 'Explanation': 'The phrase a superdogma in the Catholic Church functions as a summative modifier. It summarizes or generalizes the concept that follows, indicating a dominant or overarching belief within the Catholic Church. This phrase is built on the noun superdogma and serves to encapsulate the subsequent idea about the belief system within the Catholic Church.', 'Property': 'summative modifier'}]",['summative_modifier']
214,[1],"""One woman (was) screaming through my door that I should be killed and I should die,"" he told reporters at Friday's news conference.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'One woman' serves as an appositive, renaming the noun 'screaming'. It also functions as a resumptive modifier by repeating the noun it modifies ('woman').""
}","['appositives', 'resumptive_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'One woman' serves as an appositive, renaming the noun 'screaming' and providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'One woman' serves as an appositive, renaming or clarifying the noun 'screaming.'""
}",['appositives'],False,"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'One woman' is repeated in the clause 'screaming through my door that I should be killed and I should die,' serving as a resumptive modifier.""
}",['resumptive_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'One woman' renames or identifies the noun 'screaming,' making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'One woman' renames or identifies the noun 'screaming' and provides additional information about it.""
}",['appositives'],0,['appositives'],1.0,0.0,GPT explanation males no sense,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns categorized as appositives. An appositive renames or explains a noun, typically appearing right after the noun it renames. In the given sentence, there are no such phrases that rename or explain a preceding noun.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain an absolute construction. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence. In the given sentence, One woman screaming through my door that I should be killed and I should die does not function as an absolute construction. Instead, it is a subordinate clause modifying the noun woman.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, One woman is a noun phrase, but it does not repeat the noun it modifies. Therefore, it does not fit the definition of a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a summative modifier. A summative modifier typically summarizes or generalizes a preceding clause or phrase. In the given sentence, One woman screaming through my door that I should be killed and I should die does not serve as a summarizing or generalizing phrase for a preceding clause or phrase. Instead, it is a descriptive phrase providing additional information about the womans actions.', 'Property': 'summative modifier'}]",[]
219,[1],"While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal, the announcement came with threats from a top Iranian official that the activities could be quickly expanded.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' renames and provides additional information about the noun 'threats'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' is an appositive, renaming the noun 'official'. It provides additional information about the noun and helps specify which official is being referred to.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' renames and provides additional information about 'threats' in the sentence.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' is an appositive, renaming the noun 'official' and providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' is an appositive, renaming the noun 'threats' that it modifies.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' is an appositive, renaming and providing additional information about the noun 'official'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as appositives. An appositive renames or explains a noun, typically appearing right after the noun it renames. In the given sentence, there are no such constructions that rename or explain a noun in the manner of an appositive.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle (often ending in -ing or -ed) and provides additional information about the main clause. In the given sentence, there are no phrases built on nouns that function as absolute constructions. Instead, the sentence contains a complex main clause with a subordinate clause and does not exhibit the structure of an absolute construction.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, there are no instances of a resumptive modifier. The sentence contains noun phrases, but they do not repeat the noun they modify in the manner of a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a phrase built on a noun that can be categorized as a summative modifier. The sentence does not include a noun summarizing or generalizing a preceding clause or phrase in the manner described for a summative modifier.', 'Property': 'summative modifier'}]",[]
243,[2 6],Women everywhere should be furious.,Phrases_built_on_nouns,[],[],[],True,[],"{
    ""Properties"": [""summative modifier""],
    ""Explanation"": ""The phrase 'Women everywhere should be furious' can be seen as a summative modifier summarizing or generalizing the sentiment of the preceding clause or phrase.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Women everywhere should be furious' acts as a summative modifier, summarizing or generalizing the sentiment of the preceding statement.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'women everywhere should be furious' can be considered a summative modifier as it summarizes or generalizes the sentiment of the preceding clause.""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Women everywhere should be furious' can be seen as a summative modifier summarizing the sentiment of the preceding clause.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Women everywhere should be furious' is a summative modifier as it summarizes or generalizes the sentiment of the preceding clause or phrase.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Women everywhere should be furious' acts as a summative modifier, summarizing or generalizing the sentiment of the preceding clause.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence Women everywhere should be furious does not contain a phrase built on a noun that can be categorized as an appositive. An appositive renames or explains a noun, but in this sentence, Women everywhere is not renaming or explaining another noun. It is functioning as the subject of the sentence.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence Women everywhere should be furious does not contain any phrases built on nouns that can be categorized as absolute constructions. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence or for the main clause. In the given sentence, Women everywhere is not functioning as an absolute construction, as it does not contain a participle or function as a modifier for the entire sentence.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence Women everywhere should be furious does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it modifies. In the given sentence, there is no repetition of a noun to modify another noun, so it does not contain a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence Women everywhere should be furious does not contain a summative modifier. A summative modifier typically summarizes or generalizes a preceding clause or phrase. In this sentence, Women everywhere is not summarizing or generalizing a preceding clause or phrase; rather, it is a subject noun phrase. Therefore, it does not fit the definition of a summative modifier.', 'Property': 'summative modifier'}]",[]
