sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,propertygpt-4o-mini,resgpt-4o-mini_0.0_V4,propertygpt-4o-mini_0.0_V4
68,[0],"I have read the Cardinal's exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' renames and explains the earlier mention of 'the Cardinal's exposition.'""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' is a noun phrase that renames or further describes the Cardinal's exposition.""
}",['appositives'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'the help of the sacraments' repeats the noun 'mention' it modifies, making it a resumptive modifier.""
}",['resumptive_modifier'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' is an appositive, renaming the noun 'mention'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' is an appositive, as it renames or further describes 'mention'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the help of the sacraments' is an appositive, renaming the noun 'mention'.""
}",['appositives'],1,['appositives'],1.0,0.0,GPT explanation males no sense,[],,summative modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any phrases built on nouns that summarize or generalize a preceding clause or phrase. The structure of the sentence focuses on the actions and observations regarding the Cardinal's exposition without including a noun phrase that serves as a summative modifier.""
}",[]
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' renames and further describes the noun 'this' in the sentence.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' summarizes or generalizes the preceding clause about the current situation, making use of a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming and further explaining the noun 'this' in the sentence.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, as it renames the noun 'moment' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,appositives,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any appositives, which are phrases that rename or provide additional information about a noun. Instead, it consists of a complex structure with clauses and phrases that do not serve the function of renaming a noun. For example, 'the unprecedented step of recalling Benedict XVI to the Chair of St. Peter' describes an action rather than renaming a noun.""
}",[]
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' renames and further describes the noun 'this' in the sentence.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' summarizes or generalizes the preceding clause about the current situation, making use of a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming and further explaining the noun 'this' in the sentence.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, as it renames the noun 'moment' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,absolute construction,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle or adjective that provides additional information about the noun, often indicating a condition or circumstance. In the given sentence, while there are phrases that provide context and detail, they do not fit the structure of an absolute construction as defined. Instead, the sentence primarily consists of clauses and phrases that do not modify a noun in the manner characteristic of absolute constructions.""
}",[]
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' renames and further describes the noun 'this' in the sentence.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' summarizes or generalizes the preceding clause about the current situation, making use of a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming and further explaining the noun 'this' in the sentence.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, as it renames the noun 'moment' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,resumptive modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any phrases built on nouns that repeat the noun they modify, which is the defining characteristic of resumptive modifiers. While the term 'unprecedented' is used multiple times, it does not follow the structure of a resumptive modifier as it does not repeat a noun in a way that clarifies or emphasizes it.""
}",[]
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' renames and further describes the noun 'this' in the sentence.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' summarizes or generalizes the preceding clause about the current situation, making use of a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming and further explaining the noun 'this' in the sentence.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, as it renames the noun 'moment' and provides additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an unprecedented moment in papal history' is an appositive, renaming the noun 'moment'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,summative modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any phrases built on nouns that summarize or generalize a preceding clause or phrase. While it discusses an unprecedented moment and step, these phrases do not function as summative modifiers in the context provided. Instead, they serve to elaborate on the situation rather than summarize it.""
}",[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],,appositives,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any appositives. An appositive is a noun or noun phrase that renames another noun right beside it. In the provided sentence, there are descriptive phrases ('dark, impenetrable and “irreversible” winter of persecution') but none of these phrases rename a noun in the way that appositives do. Therefore, there are no phrases built on nouns that can be categorized as appositives.""
}",[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],,absolute construction,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle or a noun and a modifier that provides additional information about the noun, often indicating a condition or circumstance. In the provided sentence, there are no phrases that fit this structure; instead, it primarily describes a situation without the use of an absolute phrase.""
}",[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],,resumptive modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any phrases built on nouns that repeat the noun they modify, which is the defining characteristic of resumptive modifiers. Instead, it describes a winter of persecution without repeating any noun for clarification or emphasis.""
}",[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],,summative modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any phrases built on nouns that summarize or generalize a preceding clause or phrase. Instead, it describes a situation without providing a summarizing noun phrase that encapsulates the preceding information.""
}",[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,appositives,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any appositives, which are phrases that rename or provide additional information about a noun. Instead, it includes a direct quote and a description of the letter, but there are no noun phrases that serve to rename or clarify another noun in the manner of an appositive.""
}",[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,absolute construction,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle or a noun and a modifier that provides additional information about the noun, often set off by commas. In the given sentence, there are no phrases that fit this structure; instead, it primarily consists of a main clause and a quoted statement without any noun phrases that modify a noun in an absolute manner.""
}",[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,resumptive modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any phrases built on nouns that can be categorized as resumptive modifiers. A resumptive modifier typically involves repeating the noun it modifies, as in the example given ('a letter without precedent'). In the sentence in question, there are no instances where a noun is repeated in this manner; instead, the sentence contains a straightforward statement without such a construction.""
}",[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,summative modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any phrases built on nouns that summarize or generalize a preceding clause or phrase. Instead, it presents a direct statement about a letter and its content without any noun-based summarization.""
}",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,appositives,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any appositives, which are phrases that rename or provide additional information about a noun. In the provided sentence, there are no noun phrases that serve to rename or clarify another noun. The nouns present do not have accompanying phrases that function as appositives.""
}",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,absolute construction,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle or a noun and a modifier that provides additional information about the noun, often indicating a circumstance or condition. In the given sentence, there are no phrases that fit this structure; instead, it primarily consists of a main clause and a subordinate clause without any noun phrases that modify a noun in an absolute manner.""
}",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,resumptive modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any phrases built on nouns that repeat the noun they modify, which is the defining characteristic of resumptive modifiers. Instead, it presents a straightforward statement without the use of such constructions.""
}",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,summative modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not contain any phrases built on nouns that summarize or generalize a preceding clause or phrase. The structure of the sentence focuses on the actions and beliefs of Catholics regarding the potential canonization of Paul VI, without a noun phrase that serves as a summative modifier for the preceding content.""
}",[]
