sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,resgpt-4o-mini_0.0_V4,propertygpt-4o-mini_0.0_V4
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain active voice verbs. Instead, it uses a passive construction with phrases like there is a blessing and something good come out of it, where the subject is not performing the action but rather receiving it. In active voice, the subject would be the one performing the action directly, which is not the case here.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice verbs. It describes a condition or state (to bless always means) but does not use be as a helping verb nor does it have a main verb that fits the criteria for stative voice. The verbs present do not indicate that the subject is receiving an action; rather, they express a general truth or condition.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The provided sentence does not exhibit compound predication voice, as it does not use both active and passive voice about a single subject. Instead, it primarily maintains an active voice throughout, discussing the implications of blessing without shifting to a passive construction related to the same subject.', 'Property': 'compound'}]",[]
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain active voice verbs. Instead, it primarily uses a passive construction where the subject (the activities they described) is not performing an action but rather being described. The verbs was and were indicate a state of being rather than an action performed by the subject, which is characteristic of passive voice.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice verbs. The verbs was and were are used in a context that describes states or conditions, but they do not fit the definition of stative voice as described. The main verbs in the sentence (described, taken) do not follow the criteria of having be as a helping verb with the main verb not ending in ing. Instead, they are part of a more complex structure that does not exemplify stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not exhibit compound predication voice, as it does not use both active and passive voice about a single subject. Instead, it primarily presents a statement in active voice regarding the defense and the activities described, without a clear instance of passive construction related to the same subject.', 'Property': 'compound'}]",[]
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs such as 'are' and 'is,' which express a state of being. It also includes compound verbs like 'have' and 'turn' which have multiple verbs related to one subject.""
}","['stative', 'compound']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example text contains stative verbs such as 'are' and 'is' to express the state of being of the subjects 'wicked men' and 'America'. The verbs describe the condition or state of the subjects rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'are', 'have', 'is', 'will', which indicate a state or condition rather than an action. These verbs express the state of being or the state of something.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],0.0,0.0,,"['active', 'stative', 'compound']","[{'Answer': 'no', 'Explanation': 'The sentence primarily uses passive constructions and does not clearly present a subject performing an action. Phrases like are those who have the knowledge and is judging America today indicate a lack of active voice, as the subjects are not directly performing actions but rather being described or judged.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice verbs as defined. It does not have be as a helping verb, nor does it feature a main verb that does not end in ing. The verbs present in the sentence, such as are, have, and turn, do not fit the criteria for stative voice as described.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The provided sentence does not exhibit compound predication voice as defined. It does not use both active and passive voice about a single subject. Instead, it primarily presents a series of statements in the active voice, discussing the actions and consequences related to wicked men and Americans without employing a passive construction that would indicate a compound voice.', 'Property': 'compound'}]",[]
900,[6 9],His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.,Predication,['stative'],['stative'],['stative'],True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' and a direct object 'odd', which makes use of the active voice. The verb 'is' is the core of the predication, and it is in the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', which indicates the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' in the form 'is + adjective' (is odd).""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],1,['active'],1.0,0.0,,['stative'],"[{'Answer': 'no', 'Explanation': 'The sentence does not contain an active voice verb because the subject His warning is not performing an action. Instead, it is the subject of the sentence that is being described as odd. The main verb is indicates a state of being rather than an action performed by the subject.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice because it does not use be as a helping verb, nor does it have a structure where the subject receives the action. Instead, the subject His warning is performing the action of being odd, which is a descriptive state rather than a stative verb construction.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not exhibit characteristics of compound predication voice, as it does not use both active and passive voice regarding a single subject. Instead, it presents a single statement about his warning without contrasting or combining active and passive constructions.', 'Property': 'compound'}]",[]
953,[6],"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”",Predication,['active'],['active'],['active'],True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, such as 'published', 'discloses', and 'assure'. These verbs show actions being performed by the subject, indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'published' and 'discloses' which demonstrate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'discloses', which represents an action carried out by the subject 'investigation'.""
}",['active'],True,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('published', 'discloses') and a compound verb structure ('would receive', 'engaged').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'published', 'discloses', and 'assure', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('discloses', 'assure') and a compound structure with multiple verbs ('discloses', 'assure') about one subject.""
}","['active', 'compound']",0,"['active', 'compound']",1.0,0.0,,['active'],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain active voice verbs. In the sentence, the subject The investigation is not performing an action; rather, it is the recipient of the action described by the verb discloses. The focus is on what the investigation reveals, rather than on an agent performing an action, which is characteristic of active voice.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain stative voice verbs. Instead, it describes an action (discloses) performed by the subject (The investigation) and does not use be as a helping verb. Additionally, the main verb does not fit the criteria of a stative verb, as it is not in a passive construction where the subject receives the action.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The provided sentence does not exhibit compound predication voice, as it does not use both active and passive voice regarding a single subject. Instead, it maintains a consistent active voice throughout, focusing on the actions of the House Permanent Subcommittee on Investigations and the Obama administration officials without switching to a passive construction.', 'Property': 'compound'}]",[]
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Predication,['active'],['active'],['active'],True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'empty' which denotes action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'empty' in 'any purge would empty parishes', indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead'. 'Empty' is an active verb describing the potential action of a purge, while 'lead' is a stative verb describing the ongoing state of the priests and bishops.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,0.0,,['active'],"[{'Answer': 'yes', 'Explanation': 'The sentence contains active voice because the subject who (referring to priests and bishops) is performing the action of lead in the phrase who lead healthy lives of service and faithful lives of celibacy. The structure clearly shows that the subjects are actively engaged in the action described.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice verbs. The main verb empty is an action verb and does not use be as a helping verb. Additionally, the subject Any purge is performing the action of emptying, rather than receiving it, which is contrary to the definition of stative voice.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not exhibit both active and passive voice regarding a single subject. It primarily describes the action of a purge in an active voice, focusing on the effects it would have on parishes and religious orders. There is no instance of passive voice present in the sentence, which is necessary for it to qualify as having compound predication voice.', 'Property': 'compound'}]",['active']
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'. There are no active or compound verbs in this sentence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'defended' to express a state of action or being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the action rather than an ongoing action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' describing the action of Danny Davis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes a state of action rather than an active action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],"[{'Answer': 'yes', 'Explanation': 'The sentence contains an active voice verb, defended, where the subject Democratic Illinois Rep. Danny Davis is performing the action of defending. This aligns with the definition of active voice, where the subject is the doer of the action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice because it does not use be as a helping verb in a way that indicates the subject is receiving an action. Instead, it describes an action performed by the subject (Danny Davis defending Farrakhan), which is an active voice construction.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain both active and passive voice regarding a single subject. It is a straightforward active voice sentence where Rep. Danny Davis is the subject performing the action of defending Louis Farrakhan. There is no passive construction present that would indicate a compound predication voice.', 'Property': 'compound'}]",['active']
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'should stop' as the main predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'should stop' and 'continues', which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should stop', indicating an action being performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'should stop' which indicates an action performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'. These active verbs indicate action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain active voice verbs. The main clause This is a terrible situation uses the verb is, which is a linking verb, not an action verb. The phrase Attorney General Jeff Sessions should stop this Rigged Witch Hunt does contain an active voice verb (should stop), but the overall structure of the sentence is more complex and includes a linking verb that does not demonstrate active predication throughout.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice verbs. Instead, it includes action-oriented verbs such as should stop and continues, which indicate actions being taken rather than a state of being. Additionally, the main verb forms do not follow the structure of stative voice verbs, which require be as a helping verb and a main verb that does not end in ing.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The provided sentence does not exhibit compound predication voice, as it does not use both active and passive voice regarding a single subject. Instead, it presents a straightforward statement and a call to action without the duality of voice that characterizes compound predication.', 'Property': 'compound'}]",[]
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Predication,['stative'],['stative'],['stative'],True,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('is', 'problem') about one subject ('it').""
}",['compound'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound predicate 'is' and 'problem'. Both verbs are about the same subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state of being ('is a national problem'). There are no active or compound verbs present in the given example.""
}",['stative'],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase 'it's a national problem.' This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],0,['compound'],1.0,0.0,,['stative'],"[{'Answer': 'no', 'Explanation': 'The sentence And it’s a problem not just in West Virginia – it’s a national problem. does not contain an active voice verb. Instead, it describes a state of being (the problem) rather than an action performed by a subject. The verbs is in both clauses indicate a linking verb, which does not demonstrate an active voice where the subject performs an action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence And it’s a problem not just in West Virginia – it’s a national problem. does not contain a stative voice verb. The verbs is in both clauses are linking verbs that describe a state of being rather than an action being received by the subject. Additionally, there is no indication of an action being performed on the subject, which is a key characteristic of stative voice verbs.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain both active and passive voice about a single subject. It presents a single idea about a problem being national and specific to West Virginia without switching between active and passive constructions.', 'Property': 'compound'}]",[]
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'provides' and 'claims', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'are'. These active verbs indicate that the subject of the sentence is performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'provides', 'claims', 'is', 'covering', and 'happened', which indicate actions taken by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', 'covering'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering'. These verbs indicate actions or states of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering', indicating the use of active voice.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence primarily uses a passive construction where the subject does not perform the action directly. The phrase the entire narrative that claims that Stephen Paddock operated alone indicates that the narrative is being described rather than actively performing an action. Additionally, the use of is complete nonsense and are actually actively covering up suggests a passive reception of the actions rather than an active performance by the subject.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice verbs. Instead, it features action verbs such as provides and covering up, which indicate actions being performed by the subjects. Stative voice verbs would require the use of be as a helping verb and would not have main verbs ending in ing, which is not the case here.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The provided sentence does not exhibit compound predication voice, as it does not use both active and passive voice regarding a single subject. Instead, it primarily maintains an active voice throughout, discussing the narrative and authorities without switching to a passive construction related to the same subject.', 'Property': 'compound'}]",[]
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a compound structure with 'said' and 'was' both being verbs about the same subject 'the group'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,1.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise does not contain an active voice verb. The main verb said is in the past tense and indicates that He is reporting or stating something, but the clause the group was a toothless, paper-shuffling exercise uses the verb was which is a linking verb, not an action verb. Therefore, the subject the group is not performing an action but rather being described.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise does not contain a stative voice verb. The main verb was is a form of be, but it is used here to describe a state of being rather than to indicate that the subject is receiving an action. The subject the group is not being acted upon; instead, it is being described. Therefore, this sentence does not fit the criteria for stative voice as defined.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise does not contain both active and passive voice about a single subject. It is a straightforward statement in active voice, where He is the subject performing the action of saying, and the group is the subject of the clause that follows. There is no passive construction present in this sentence.', 'Property': 'compound'}]",[]
2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The phrase 'is breaking down' contains an active verb 'breaking', which indicates ongoing action""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'are breaking down' which indicates an action performed by the subject 'sisters'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', indicating action by the subject 'the case of the Netherlands'.""
}",['active'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' which indicates a state of being or existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which indicates an action being performed by the subject 'the case of the Netherlands'.""
}",['active'],0,['stative'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain an active voice verb. In active voice constructions, the subject performs the action of the verb. In this case, the subject the case of the Netherlands is not performing an action; rather, it is being described as bizarre. The phrases that follow do not indicate an action being performed by a subject either, as they describe a state of being or condition rather than an active action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain stative voice verbs. The main verb are breaking down is in the present continuous form, which ends in ing, and therefore does not fit the criteria for stative voice verbs, which require the main verb to not end in ing and to use be as a helping verb without indicating an action being received by the subject.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not exhibit both active and passive voice regarding a single subject. Instead, it presents a statement about the Netherlands and its federation structures without switching between active and passive constructions. Therefore, it does not qualify as having compound predication voice.', 'Property': 'compound'}]",[]
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' in the form 'Greg Rinckey said.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which indicates an action performed by the subject 'Greg Rinckey'.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains the active verb 'said.'""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a clear indication of the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a key property of Predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' with a clear subject 'Greg Rinckey' performing the action.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain an active voice verb. The main clause It was a foolish mistake by a very young man uses a linking verb was which does not indicate an action performed by the subject. Instead, it describes a state of being. The subject It does not perform an action; rather, it is being described. Therefore, the sentence does not exemplify active voice predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence It was a foolish mistake by a very young man does not contain a stative voice verb. The verb was is a form of be, but the main clause does not express a state of being or a condition that the subject is experiencing; instead, it describes a situation or event. The phrase a foolish mistake is a noun phrase, and the sentence does not indicate that the subject is receiving an action in the way that stative voice verbs do.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not exhibit compound predication voice, as it does not use both active and passive voice regarding a single subject. Instead, it presents a straightforward statement in the active voice, where Saucier’s lawyer, Greg Rinckey, said is the main clause, and there is no passive construction present.', 'Property': 'compound'}]",[]
2629,[ 8 13],ADVANTAGE AMERICANS,Predication,[],[],[],True,[],"{
  ""Properties"": [],
  ""Explanation"": ""The provided text contains no verbs, so no properties of predication are used.""
}",[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text only contains a stative verb 'AMERICANS'. This verb is not actively doing anything, it simply denotes a state of being.""
}",['stative'],"{
  ""Properties"": [],
  ""Explanation"": ""The example does not contain any active, stative, or compound predicates. It is a simple statement without any verbal components.""
}",[],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound predicate with the verbs 'advantage' and 'Americans' both referring to the same subject.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'advantage' which is a verb directly performed by the subject 'Americans'.""
}",['active'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any active, stative, or compound predicates. It is a simple noun phrase without any verbal elements.""
}",[],0,['compound'],1.0,1.0,,[],"[{'Answer': 'no', 'Explanation': 'The phrase ADVANTAGE AMERICANS does not contain a verb or a clear subject performing an action. Active voice requires a subject that performs an action, and in this case, there is no action being described. Therefore, it cannot be classified as active voice.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The phrase ADVANTAGE AMERICANS does not contain a verb, nor does it follow the structure of a complete sentence that would allow for the identification of stative voice. Stative voice requires a subject and a verb, typically with be as a helping verb, which is absent in this case.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The phrase ADVANTAGE AMERICANS does not contain a complete sentence or any verbs that would indicate the use of active or passive voice. Therefore, it cannot be classified as having compound predication voice, which requires both active and passive constructions related to a single subject.', 'Property': 'compound'}]",[]
