sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,propertygpt-4o-mini,resgpt-4o-mini_0.0_V4,propertygpt-4o-mini_0.0_V4
1589,[8 6],"In the tragic comedy of denial that every Islamic terrorism investigation inevitably becomes, the authorities are still hunting around for his motiv Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.",Aspect,"['progressive', 'simple']","['progressive', 'simple']","['progressive', 'simple']",True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about the ongoing investigation ('authorities are still hunting') and the progressive aspect to denote an ongoing or incomplete action ('describes').""
}","['simple', 'progressive']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are still hunting' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text contains a simple statement about ongoing or incomplete actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the killer's family being known for its anti-Semitism.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing investigation and the description of the killer's family.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.' expresses a simple fact without indicating completion, ongoingness, or a habitual action.""
}",['simple'],1,['simple'],1,0,gpt missed the part of  sentence,"['progressive', 'simple']",perfect,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize the perfect aspect. The perfect aspect is characterized by the use of auxiliary verbs like 'has' or 'have' followed by a past participle, indicating a completed action. In the given sentence, there are no such constructions present; instead, it describes ongoing actions and states without indicating completion.""
}",[]
1589,[8 6],"In the tragic comedy of denial that every Islamic terrorism investigation inevitably becomes, the authorities are still hunting around for his motiv Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.",Aspect,"['progressive', 'simple']","['progressive', 'simple']","['progressive', 'simple']",True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about the ongoing investigation ('authorities are still hunting') and the progressive aspect to denote an ongoing or incomplete action ('describes').""
}","['simple', 'progressive']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are still hunting' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text contains a simple statement about ongoing or incomplete actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the killer's family being known for its anti-Semitism.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing investigation and the description of the killer's family.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.' expresses a simple fact without indicating completion, ongoingness, or a habitual action.""
}",['simple'],1,['simple'],1,0,gpt missed the part of  sentence,"['progressive', 'simple']",progressive,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""The sentence contains the phrase 'the authorities are still hunting around,' which uses the present progressive aspect. The verb 'are hunting' indicates an ongoing action, fitting the definition of the progressive aspect as it describes an action that is currently in progress.""
}",['progressive']
1589,[8 6],"In the tragic comedy of denial that every Islamic terrorism investigation inevitably becomes, the authorities are still hunting around for his motiv Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.",Aspect,"['progressive', 'simple']","['progressive', 'simple']","['progressive', 'simple']",True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about the ongoing investigation ('authorities are still hunting') and the progressive aspect to denote an ongoing or incomplete action ('describes').""
}","['simple', 'progressive']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are still hunting' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text contains a simple statement about ongoing or incomplete actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the killer's family being known for its anti-Semitism.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing investigation and the description of the killer's family.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.' expresses a simple fact without indicating completion, ongoingness, or a habitual action.""
}",['simple'],1,['simple'],1,0,gpt missed the part of  sentence,"['progressive', 'simple']",perfect progressive,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize the perfect progressive aspect. The perfect progressive aspect is formed using 'has/have been' followed by a present participle (verb ending in -ing) to indicate an ongoing action that started in the past and continues into the present. In the given sentence, the phrase 'are still hunting' uses the present progressive aspect, not the perfect progressive aspect, as it does not include 'has/have been'.""
}",[]
2629,[ 8 13],ADVANTAGE AMERICANS,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect, expressing a simple fact or statement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact, without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""There are no explicit aspects used in the text. The text simply presents a phrase without indicating any specific aspect of the action.""
}",[],1,"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any verb forms or actions, so there are no aspects of aspect used in this text.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any verb forms or constructions that indicate aspect."" 
}",[],1,[],1,1,,[],simple,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The phrase 'ADVANTAGE AMERICANS' does not constitute a complete sentence and lacks a verb that would indicate a simple aspect. The simple aspect requires a subject and a verb to express a straightforward action or state, such as 'Americans have an advantage.' Without a verb, the phrase does not fulfill the criteria for the simple aspect.""
}",[]
2629,[ 8 13],ADVANTAGE AMERICANS,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect, expressing a simple fact or statement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact, without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""There are no explicit aspects used in the text. The text simply presents a phrase without indicating any specific aspect of the action.""
}",[],1,"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any verb forms or actions, so there are no aspects of aspect used in this text.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any verb forms or constructions that indicate aspect."" 
}",[],1,[],1,1,,[],perfect,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The phrase 'ADVANTAGE AMERICANS' does not contain a verb or any indication of a completed action, which is necessary to demonstrate the perfect aspect. The perfect aspect requires a structure that includes a form of 'have' followed by a past participle, such as in the example 'Rover has eaten a bone.' Without a verb indicating a completed action, the phrase does not utilize the perfect aspect.""
}",[]
2629,[ 8 13],ADVANTAGE AMERICANS,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect, expressing a simple fact or statement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact, without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""There are no explicit aspects used in the text. The text simply presents a phrase without indicating any specific aspect of the action.""
}",[],1,"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any verb forms or actions, so there are no aspects of aspect used in this text.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any verb forms or constructions that indicate aspect."" 
}",[],1,[],1,1,,[],progressive,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The phrase 'ADVANTAGE AMERICANS' does not contain a verb in the progressive aspect. The progressive aspect requires a form of 'to be' followed by a present participle (verb ending in -ing) to indicate an ongoing action. In this case, there is no verb present, and thus it does not express an ongoing, habitual, or incomplete action.""
}",[]
2629,[ 8 13],ADVANTAGE AMERICANS,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect, expressing a simple fact or statement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact, without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""There are no explicit aspects used in the text. The text simply presents a phrase without indicating any specific aspect of the action.""
}",[],1,"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any verb forms or actions, so there are no aspects of aspect used in this text.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any verb forms or constructions that indicate aspect."" 
}",[],1,[],1,1,,[],perfect progressive,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The phrase 'ADVANTAGE AMERICANS' does not contain a verb or any indication of an ongoing action, which is necessary to demonstrate the perfect progressive aspect. The perfect progressive aspect requires a form of 'to have' plus 'been' and a present participle (verb ending in -ing), none of which are present in the given phrase.""
}",[]
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Aspect,['simple'],['simple'],['simple'],True,"['progressive', 'simple']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing change in the state of being solidly mainstream, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'is now' and 'main stream' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],simple,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize the simple aspect. Instead, it employs a combination of present continuous ('is now solidly main stream') and past tense ('made attempts') to convey ongoing and completed actions, rather than expressing a simple fact in a straightforward manner as seen in the examples of 'Rover eats bones.' or 'Rover ate a bone.'""
}",[]
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Aspect,['simple'],['simple'],['simple'],True,"['progressive', 'simple']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing change in the state of being solidly mainstream, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'is now' and 'main stream' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],perfect,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize the perfect aspect. The perfect aspect is characterized by the use of auxiliary verbs like 'has' or 'have' followed by the past participle of the main verb, indicating a completed action. In the given sentence, there is no such construction present; instead, it uses the simple present tense ('is now solidly main stream') and does not express a completed action.""
}",[]
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Aspect,['simple'],['simple'],['simple'],True,"['progressive', 'simple']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing change in the state of being solidly mainstream, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'is now' and 'main stream' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],progressive,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""The sentence contains the phrase 'it is now solidly main stream,' which uses the present progressive form 'is' followed by the adjective 'main stream.' This indicates an ongoing state or condition, aligning with the definition of the progressive aspect as expressing an ongoing action or state.""
}",['progressive']
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Aspect,['simple'],['simple'],['simple'],True,"['progressive', 'simple']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing change in the state of being solidly mainstream, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'is now' and 'main stream' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates a current ongoing state, suggesting a progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],perfect progressive,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize the perfect progressive aspect. The perfect progressive aspect is formed using 'has/have been' followed by a present participle (verb ending in -ing), which indicates an ongoing action that started in the past and continues to the present. In the given sentence, there is no such construction present; instead, it uses a simple past tense ('made') and a present tense ('is') without the perfect progressive form.""
}",[]
3249,[9],When Cain complains that being a “vagabond .,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or incomplete action, making it a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating if the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or continuous action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],simple,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence 'When Cain complains that being a “vagabond' does not utilize the simple aspect. The verb 'complains' is in the present continuous form, which indicates an ongoing action rather than a simple fact. Additionally, the phrase is incomplete and lacks a main clause that would allow for a clear identification of the aspect.""
}",[]
3249,[9],When Cain complains that being a “vagabond .,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or incomplete action, making it a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating if the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or continuous action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],perfect,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize the perfect aspect. The perfect aspect is characterized by the use of 'has' or 'have' followed by a past participle to indicate a completed action. In the sentence 'When Cain complains that being a “vagabond', there is no auxiliary verb 'has' or 'have' present, nor is there a past participle that indicates a completed action. Instead, the sentence is in the present tense, focusing on an ongoing action (complaining) rather than a completed one.""
}",[]
3249,[9],When Cain complains that being a “vagabond .,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or incomplete action, making it a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating if the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or continuous action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],progressive,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence 'When Cain complains that being a “vagabond' does not utilize the progressive aspect. The verb 'complains' is in the simple present tense, and 'being' is a gerund, not a verb in the progressive form. The progressive aspect would require a form of 'to be' followed by a present participle (e.g., 'is complaining'), which is not present in this sentence.""
}",[]
3249,[9],When Cain complains that being a “vagabond .,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or incomplete action, making it a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating if the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or continuous action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],perfect progressive,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize the perfect progressive aspect. The perfect progressive aspect is formed using 'has/have been' followed by a present participle (verb ending in -ing) to indicate an ongoing action that started in the past and continues to the present. In the example given, 'When Cain complains that being a “vagabond,' there is no use of 'has been' or 'have been' followed by a verb in the -ing form, which is necessary for the perfect progressive aspect.""
}",[]
3315,[8 8 9],"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing actions of those pushing for BDS against Israel.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have not dispensed' indicates a completed action of not ceasing the campaign of hate.""
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of those pushing for BDS against Israel, without emphasizing completion or progression of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion, ongoingness, or progressiveness of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion, ongoing action, or a combination of both.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],simple,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize the simple aspect. Instead, it employs a present perfect tense ('have not dispensed'), which indicates an action that has relevance to the present. The simple aspect would require a straightforward statement of fact in either the present or past tense, such as 'They continue their campaign' or 'They dispensed with their campaign.'""
}",[]
3315,[8 8 9],"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing actions of those pushing for BDS against Israel.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have not dispensed' indicates a completed action of not ceasing the campaign of hate.""
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of those pushing for BDS against Israel, without emphasizing completion or progression of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion, ongoingness, or progressiveness of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion, ongoing action, or a combination of both.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],perfect,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""The sentence contains the phrase 'have not dispensed,' which is an example of the perfect aspect. The use of 'have' followed by the past participle 'dispensed' indicates that the action of dispensing has relevance to the present, thus demonstrating the perfect aspect.""
}",['perfect']
3315,[8 8 9],"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing actions of those pushing for BDS against Israel.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have not dispensed' indicates a completed action of not ceasing the campaign of hate.""
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of those pushing for BDS against Israel, without emphasizing completion or progression of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion, ongoingness, or progressiveness of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion, ongoing action, or a combination of both.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],progressive,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence does not utilize the progressive aspect. The verbs 'have not dispensed' and 'pushing' are not in a progressive form that indicates an ongoing action. Instead, 'have not dispensed' is in the present perfect tense, which indicates a completed action with relevance to the present, while 'pushing' is a gerund used as a noun rather than indicating an ongoing action in the progressive aspect.""
}",[]
