sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth
73,[0],"Meanwhile, according to a Breitbart report by Allum Bokhari, “By inserting negative search suggestions under the name of a candidate, search engines like Google can shift the opinions of undecided voters by up to 43.4 percent, according to new research by a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.”",Series,[],[],[],TRUE,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses polysyndenton by repeatedly using the conjunction 'and' to list the entities involved in the research, 'a team at the American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News.'""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The excerpt uses asyndenton by listing items (American Institute for Behavioral Research and Technology and reported exclusively by Breitbart News) without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [
    ""polysyndenton""
  ],
  ""Explanation"": ""The use of 'and' between 'American Institute for Behavioral Research and Technology' suggests polysyndeton.""
}",['polysyndenton'],FALSE,"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'American Institute for Behavioral Research and Technology' suggests the presence of polysyndenton in the text.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'American Institute for Behavioral Research and Technology' suggests the presence of polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'American Institute for Behavioral Research and Technology' and 'Breitbart News' qualifies as polysyndenton.""
}",['polysyndenton'],1,['polysyndenton'],1,0,,[]
80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Series,[],[],[],TRUE,[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The speaker uses 'before...gets any more out-of-control than it already is' to suggest a chain of events, indicating a gradatio structure.""
}",['gradatio'],"{
  ""Properties"": [""order""],
  ""Explanation"": ""The use of 'sooner rather than later' implies an increasing order, suggesting that the action should be considered now rather than at a later time.""
}",['order_(incrementum)'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'before...than' and 'any more...than' suggests a chain of causality, indicating a gradatio structure.""
}",['gradatio'],FALSE,"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'before' suggests a chain of causality, indicating a gradatio structure.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'before...than' suggests a chain of causality, indicating a gradatio structure.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'unprecedented moment in papal history' and 'unprecedented step' suggests a chain of causality, indicating a progression or escalation of events.""
}",['gradatio'],1,['gradatio'],1,0,GPT misinterprets the feature,[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Series,[],[],[],TRUE,[],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' between each adjective ('dark, impenetrable, and irreversible') qualifies this as an example of polysyndeton.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses an asyndeton by not using any conjunctions between the listed items ('dark, impenetrable, irreversible').""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' between each adjective ('dark', 'impenetrable', 'irreversible') in the sentence constitutes polysyndeton.""
}",['polysyndenton'],FALSE,"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between each item in the list 'dark, impenetrable, and irreversible' indicates the presence of polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between each adjective creates a polysyndeton in the list of descriptions.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between each adjective 'dark', 'impenetrable', and 'irreversible' qualifies this sentence as an example of polysyndenton.""
}",['polysyndenton'],1,['polysyndenton'],1,0,GPT makes stuff up,[]
117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Series,[],[],[],TRUE,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text is using asyndeton, as it lists the actions of Chris Bryant without any conjunctions, creating a sense of urgency and emphasis on each action.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' to link multiple qualities (condoning fascism, not conducive to the public good) in the description of Donald Trump's presence.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'a senior Labour backbencher' and 'a senior Labour MP' qualifies as polysyndenton, as it uses conjunctions between every item in the list.""
}",['polysyndenton'],FALSE,"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text uses asyndeton by listing the reasons for urging an official ban on Donald Trump without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing the reasons for urging May to issue an official ban on Donald Trump without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'condoning fascism' and 'his presence is not conducive to the public good' qualifies as polysyndenton.""
}",['polysyndenton'],0,['asyndenton'],1,0,GPT misinterprets the feature,[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Series,[],[],[],TRUE,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'a religion', 'a belief system', and 'mandates warfare against unbelievers' demonstrates the polysyndenton property.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of 'and' between 'religion', 'belief system', and 'mandates warfare' suggests a listing of multiple related items.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'religion', 'belief system', and 'mandates warfare' demonstrates the polysyndenton property.""
}",['polysyndenton'],TRUE,"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and' is omitted when listing the components of the belief system, creating an asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' is omitted when listing the components of the belief system, creating an asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'religion' and 'belief system' qualifies this sentence as an example of polysyndeton.""
}",['polysyndenton'],0,['asyndenton'],1,0,GPT misinterprets the feature,[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Series,[],[],[],TRUE,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The usage of 'and' between 'Catholics' and 'loss' and 'faith' suggests polysyndenton is used in this sentence.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses the 'I have seen, a veritable chorus of Catholics, declaring' without any conjunctions, indicating a lack of conjunctions when listing items.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of 'and' between 'faith', 'institution', and 'complete' creates a polysyndeton, emphasizing each item in the list and conveying a sense of accumulation or intensity.""
}",['polysyndenton'],FALSE,"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the polysyndenton property by using the conjunction 'and' between 'Catholics', 'loss of faith', and 'Church'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the polysyndenton property by using the conjunction 'and' between 'faith', 'institution', and 'complete'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the polysyndenton property by using the conjunction 'and' between 'faith', 'institution', and 'complete'.""
}",['polysyndenton'],1,['polysyndenton'],1,0,GPT misinterprets the feature,[]
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Series,[],[],[],TRUE,[],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The sentence uses the polysyndeton property by using the conjunction 'and' between the items 'real threat', 'largely immune', and 'attack from the air'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'one that is largely immune to attack from the air' suggests polysyndeton, indicating a sense of emphasis and urgency.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the repeated conjunction 'and' suggests a connection between 'a very real threat' and 'one that is largely immune to attack from the air.'""
}",['polysyndenton'],TRUE,"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses an asyndeton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'very' and 'largely' suggests a gradatio, indicating a progression or escalation in the threat's severity and immunity to attack.""
}",['gradatio'],0,['asyndenton'],1,0,GPT misinterprets the feature,[]
188,[1],They would be immediate targets should the US and South Korea attack the north.,Series,[],[],[],TRUE,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence lists 'the US' and 'South Korea' without using any conjunctions, making it an example of asyndenton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses a series of items ('the US, South Korea, and the north') without any conjunctions in between.""
}",['asyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The mention of 'the US and South Korea' implicitly lumps them together as a unified entity from the perspective of North Korea.""
}",['bracketing'],FALSE,"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing 'the US' and 'South Korea' without any conjunction between them.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence lists 'the US' and 'South Korea' without using any conjunctions, indicating the use of asyndenton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses a listing of items without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],1,['asyndenton'],1,0,GPT makes stuff up,[]
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Series,[],[],[],TRUE,[],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'the meekest man alive' brackets this description with 'was sent to the face of the Pharaoh to tell him to obey or else', implicitly lumping the description of the meekest man with the action he was sent to perform.""
}",['bracketing'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The sentence presents a progression of ideas, starting with 'the meekest man alive' and leading to the confrontation with the Pharaoh, suggesting a chain of causality.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The sentence presents a chain of events, starting with the concept of the meekest man being sent to confront the Pharaoh, implying a progression of escalating events.""
}",['gradatio'],FALSE,"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'the meekest man alive' and 'the face of the Pharaoh' suggests a chain of causality, implying that even the meekest person was sent to confront the Pharaoh.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'the meekest man alive' and 'the face of the Pharaoh' suggests a chain of causality, indicating a progression from extreme meekness to confronting the powerful Pharaoh.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'the meekest man alive' and 'the face of the Pharaoh' suggests a chain of causality, implying that the meekest man was sent to the Pharaoh as a result of his meekness.""
}",['gradatio'],1,['gradatio'],1,0,GPT explanation is not logical,[]
199,[1],"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.”",Series,[],[],[],TRUE,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' between the listed items is omitted, creating an asyndeton: 'undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.'""
}",['asyndenton'],"{
  ""Properties"": [
    ""asyndenton""
  ],
  ""Explanation"": ""The use of 'and' is omitted when listing the ways Kavanaugh may potentially undermine the #4thAmendment right, indicating the use of asyndenton.""
}",['asyndenton'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The sentence presents a chain of ideas, suggesting a progression or escalation: Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, and it will be too late for others to join me.""
}",['gradatio'],FALSE,"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The mention of 'Supreme Court' implicitly lumps Kavanaugh in with the other members of the court, using bracketing.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The mention of 'Supreme Court' implicitly lumps Kavanaugh with the other justices, indicating that his actions will affect the entire court's decisions.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The mention of 'our #4thAmendment right against unreasonable searches and seizures' is bracketed with 'Kavanaugh is on the Supreme Court' to imply that his presence on the court will lead to the undermining of this right.""
}",['bracketing'],1,['bracketing'],1,0,GPT explanation is not logical,[]
