sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,resgpt-4o_0.0_V4,propertygpt-4o_0.0_V4
320,[ 3 16],There will be no turning back.,Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The statement 'There will be no turning back' suggests a conditional clause with the implied condition 'if we take this action'.""
}",['conditional'],"{
  ""Properties"": [],
  ""Explanation"": ""The example does not contain any modifying clauses. It is a standalone sentence without any subordinating, conditional, comparative, adjective, or noun clauses.""
}",[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'will' and 'be' indicates a conditional clause suggesting a consequence depending on a particular condition, in this case, the absence of turning back.""
}",['conditional'],False,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause with the use of 'will be' and 'no turning back', indicating a potential condition and its consequence.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause with the use of 'will be' and 'no turning back', indicating a potential condition and its consequence.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause with the use of 'will be' and 'no turning back' indicating a potential condition and its consequence.""
}",['conditional'],1,['conditional'],1.0,0.0,gpt finding things which aren't there,[],"[{'Answer': 'no', 'Explanation': 'The sentence There will be no turning back. does not contain any subordinate clauses. It is a simple sentence with a single independent clause and does not include any subordinating conjunctions or additional clauses that suggest a causal connection.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence There will be no turning back. does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition that must be met for something else to happen. This sentence does not meet that criterion.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence There will be no turning back. does not contain any comparative clauses. Comparative clauses typically involve a comparison using conjunctions like as or than, which are not present in this sentence.', 'Property': 'comparitive'}, {'Answer': 'no', 'Explanation': 'The sentence There will be no turning back. does not contain any adjective clauses. An adjective clause is a type of dependent clause that modifies a noun and usually begins with a relative pronoun such as who, whom, that, or which. In this sentence, there are no such clauses present.', 'Property': 'adjective'}, {'Answer': 'no', 'Explanation': 'The sentence There will be no turning back. does not contain any noun clauses. A noun clause functions as a noun within a sentence and often begins with words like that, what, who, whom, which, etc. In this sentence, there is no clause that serves as a noun; it is a simple declarative sentence.', 'Property': 'noun'}]",[]
363,[4 9],Murdering infidels thus doesnâ€™t contradict the spirit of Ramadan; it embodies it.,Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'as' to make a comparison between 'murdering infidels' and the spirit of Ramadan.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'as' in the clause 'it embodies it' creates a comparative relationship, suggesting that murdering infidels is equivalent to embodying the spirit of Ramadan.""
}",['comparitive'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The presence of 'it embodies it' indicates a comparative clause using the conjunction 'it.'"" 
}",['comparative'],False,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'it embodies it.'""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'it embodies it.'""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'it embodies it.'""
}",['comparitive'],1,['comparitive'],1.0,0.0,gpt misinterprets the property,[],"[{'Answer': 'no', 'Explanation': 'The sentence Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it. does not contain any subordinate clauses. A subordinate clause is a clause that cannot stand alone as a complete sentence and typically begins with a subordinating conjunction (e.g., after, when, because, since). This sentence consists of two independent clauses joined by a semicolon, and neither clause is introduced by a subordinating conjunction.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it. does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition and its consequence. This sentence does not present a condition or consequence structure.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it. does not contain any comparative clauses. Comparative clauses typically use conjunctions like as or than to compare two entities. This sentence does not make such a comparison; instead, it makes a statement about the relationship between two actions or ideas.', 'Property': 'comparitive'}, {'Answer': 'no', 'Explanation': 'The sentence Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it. does not contain any adjective clauses. Adjective clauses are relative clauses that typically begin with who, whom, that, or which and provide additional information about a noun. This sentence does not include any such clauses.', 'Property': 'adjective'}, {'Answer': 'no', 'Explanation': 'The sentence Murdering infidels thus doesn’t contradict the spirit of Ramadan; it embodies it. does not contain any noun clauses. A noun clause functions as a noun within a sentence and often begins with words like that, what, who, whom, which, when, where, why, or how. In this sentence, there are no such clauses. Instead, the sentence consists of two independent clauses joined by a semicolon.', 'Property': 'noun'}]",[]
430,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heartâ€”a modern-day Athanasius standing against something so much worse than Liberius.,Modifying_clauses,['adjective'],['adjective'],['adjective'],True,['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""comparitive"", ""adjective""],
  ""Explanation"": ""The sentence contains a comparative clause ('so much worse than Liberius') and an adjective clause ('who has only the good of the Church in his heart').""
}","['comparitive', 'adjective']","{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The example contains a relative clause ('who has only the good of the Church in his heart') using the relative pronoun 'who', which makes it an adjective clause modifying the noun 'man'.""
}",['adjective'],False,"{
  ""Properties"": [""comparitive"", ""adjective""]
}","['comparitive', 'adjective']","{
  ""Properties"": [""comparitive"", ""adjective""]
}","['comparitive', 'adjective']","{
  ""Properties"": [""comparitive"", ""adjective""]
}","['comparitive', 'adjective']",1,"['comparitive', 'adjective']",0.0,0.0,gpt doesn't provide explanation,"['adjective','noun']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any subordinate clauses. A subordinate clause typically begins with a subordinating conjunction (e.g., after, when, because, since, although, unless, while, until, whereas, if, as, just as) and provides additional information that is dependent on the main clause. In the given sentence, there is no such clause introduced by a subordinating conjunction. The phrase who has only the good of the Church in his heart is a relative clause modifying an honest man, but it is not a subordinate clause as defined by the provided context.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition and its possible outcome. The given sentence is a statement describing the testimony of an honest man and does not include any if clauses or conditional statements.', 'Property': 'conditional'}, {'Answer': 'yes', 'Explanation': 'The sentence contains a comparative clause: something so much worse than Liberius. The conjunction than is used to compare something with Liberius, which fits the definition of a comparative clause.', 'Property': 'comparitive'}, {'Answer': 'yes', 'Explanation': 'The sentence contains the adjective clause who has only the good of the Church in his heart, which modifies an honest man. This clause provides additional information about the honest man, fitting the definition of an adjective clause.', 'Property': 'adjective'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any noun clauses. A noun clause functions as a noun within a sentence and often begins with words like that, what, who, whom, which, etc. In the given sentence, there are no clauses that serve as a noun. Instead, the sentence contains a relative clause (who has only the good of the Church in his heart) that modifies an honest man.', 'Property': 'noun'}]","['comparitive', 'adjective']"
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Modifying_clauses,['adjective'],['adjective'],['adjective'],True,"['noun', 'subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""]
}

  



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 



 ","['subordinate', 'adjective']","{
  ""Properties"": [""comparitive"", ""adjective""]
}

   ","['comparitive', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The text contains subordinate clauses with the use of subordinating conjunctions ('through', 'when', 'that'), adjective clauses ('that will not be reversed'), and noun clauses ('what to do when it comes to the right', 'why God judges and is judging America today').""
}","['subordinate', 'adjective', 'noun']",False,"{
  ""Properties"": [""subordinate"", ""adjective""]
}

 	","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""]
}

 	","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The text contains subordinate clauses with causal connections using 'when' and 'because', adjective clauses using 'which', and noun clauses for indirect speech using 'that'.""
}","['subordinate', 'adjective', 'noun']",0,"['subordinate', 'adjective']",0.0,0.0,gpt misaligned between property it assigns and explanation it gives.,['subordinate'],"[{'Answer': 'yes', 'Explanation': 'The sentence contains several subordinate clauses. For example, who have the knowledge of what to do when it comes to the right is a subordinate clause modifying those. Another example is when it comes to the right, which is a subordinate clause introduced by the subordinating conjunction when. Additionally, which leaves no alternative as to why God judges and is judging America today is a subordinate clause introduced by which. These clauses provide additional information and are dependent on the main clauses for their full meaning.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition and its possible outcome. The sentence in question does not include any if statements or similar structures that would indicate a conditional relationship.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any comparative clauses. Comparative clauses typically use conjunctions like as or than to compare two entities. The sentence in question does not make any such comparisons. Instead, it describes the behavior of wicked men and the consequences of their actions without comparing them to anything else.', 'Property': 'comparitive'}, {'Answer': 'yes', 'Explanation': 'The sentence contains multiple adjective clauses. Specifically, who have the knowledge of what to do when it comes to the right modifies those, that will not be reversed modifies destruction, and which leaves no alternative as to why God judges and is judging America today modifies the entire preceding clause.', 'Property': 'adjective'}, {'Answer': 'yes', 'Explanation': 'The sentence contains noun clauses. Specifically, who have the knowledge of what to do when it comes to the right and that will not be reversed are noun clauses. These clauses provide additional information about the nouns those and destruction, respectively.', 'Property': 'noun'}]","['subordinate', 'adjective', 'noun']"
659,[5],"â€œUnder these circumstances, we did not have confidence that Strzokâ€™s decision to prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop was free from bias,â€ the report said.",Modifying_clauses,['adjective'],['adjective'],['adjective'],True,"['noun', 'adjective']","{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'over' to compare two actions: prioritizing the Russia investigation over following up on the investigative lead.""
}",['comparative'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'that' suggests a causal connection, making it a subordinate clause.""
}",['subordinate'],"{
  ""Properties"": [""comparative"", ""subordinate""],
  ""Explanation"": ""The sentence contains a comparative clause 'over following up on the Midyear-related investigative lead discovered on the Weiner laptop' and a subordinate clause 'that Strzokâ€™s decision to prioritize the Russia investigation'.""
}","['comparative', 'subordinate']",False,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'that' suggests a causal connection between the two clauses, making it a subordinate clause.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'that' suggests a causal connection between the two clauses, making it a subordinate clause.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('that Strzokâ€™s decision to prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop was free from bias') which suggests a causal connection between the circumstances and the lack of confidence.""
}",['subordinate'],1,['subordinate'],0.0,1.0,gpt explanation is wrong,"['adjective','subordinate']","[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any subordinate clauses. It includes a main clause (we did not have confidence that Strzok’s decision to prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop was free from bias) and a prepositional phrase (Under these circumstances). The main clause is complex but does not feature a subordinate clause introduced by subordinating conjunctions such as after, when, because, since, etc.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition and its possible outcome. The given sentence is a statement that explains a lack of confidence in a decision, but it does not present a condition and its consequence.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any comparative clauses. Comparative clauses typically use conjunctions like as or than to compare two entities. In this sentence, there is no comparison being made using such conjunctions. Instead, the sentence discusses a lack of confidence in a decision, without making any direct comparisons.', 'Property': 'comparitive'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any adjective clauses. Adjective clauses, also known as relative clauses, typically begin with relative pronouns such as who, whom, that, or which and provide additional information about a noun. In the given sentence, there are no such clauses. The sentence is complex and contains multiple phrases, but none of them function as adjective clauses.', 'Property': 'adjective'}, {'Answer': 'yes', 'Explanation': 'The sentence contains a noun clause: that Strzok’s decision to prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop was free from bias. This clause functions as the object of the verb have confidence and provides additional detail about what the report said.', 'Property': 'noun'}]",['noun']
848,[5],Judge: I donâ€™t understand why the witness is having such trouble with the question.,Modifying_clauses,['subordinate'],['subordinate'],['subordinate'],True,['subordinate'],"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The sentence contains a subordinate clause 'why the witness is having such trouble with the question', indicating a causal connection. It also includes an adjective clause 'who the witness is having such trouble with the question', providing more information about the witness.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""adjective""]
  ,
  ""Explanation"": ""The sentence contains an adjective clause 'why the witness is having such trouble with the question', which provides additional detail about the witness.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'the witness is having such trouble with the question' is a relative clause using the relative pronoun 'who' to provide additional information about 'the witness'.""
}",['adjective'],False,"{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The sentence contains a noun clause ('why the witness is having such trouble with the question') used to paraphrase or incorporate detail.""
}","['subordinate', 'noun']","{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'why', suggesting a causal connection. It also contains a noun clause used for indirect speech ('the witness is having such trouble with the question').""
}","['subordinate', 'noun']","{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause ('why the witness is having such trouble with the question') which suggests a causal connection, and a noun clause ('the witness is having such trouble with the question') used for indirect speech.""
}","['subordinate', 'noun']",1,"['subordinate', 'noun']",0.0,1.0,gpt explanation is correct,"['subordinate', 'noun']","[{'Answer': 'yes', 'Explanation': 'The sentence contains a subordinate clause introduced by the subordinating conjunction why. The clause why the witness is having such trouble with the question functions as a noun clause and is dependent on the main clause I don’t understand.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any conditional clauses. A conditional clause typically begins with if and expresses a condition that must be met for something else to happen. The sentence Judge: I don’t understand why the witness is having such trouble with the question. is a statement of confusion or lack of understanding and does not present a condition.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any comparative clauses. Comparative clauses typically involve a comparison using conjunctions like as or than. The sentence Judge: I don’t understand why the witness is having such trouble with the question. does not include any such comparison or conjunctions.', 'Property': 'comparitive'}, {'Answer': 'no', 'Explanation': 'The sentence Judge: I donâ€™t understand why the witness is having such trouble with the question. does not contain any adjective clauses. An adjective clause is a relative clause that typically begins with who, whom, that, or which and modifies a noun. In this sentence, there is no clause that fits this description. The clause why the witness is having such trouble with the question is an adverbial clause explaining the reason for the judges lack of understanding, not an adjective clause modifying a noun.', 'Property': 'adjective'}, {'Answer': 'yes', 'Explanation': 'The sentence contains a noun clause: why the witness is having such trouble with the question. This clause functions as the object of the verb understand and provides additional detail about what the judge does not understand.', 'Property': 'noun'}]","['subordinate', 'noun']"
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The conditional property is present in the dependent clause 'for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy', which begins with the subordinating conjunction 'for.'""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'to write the Islamic profession of faith ostensibly to practice calligraphy' is an example of a modifying clause indicating a conditional relationship.""
}",['conditional'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'for' suggests a causal connection, making this a modifying subordinate clause.""
}",['subordinate'],False,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'to write the Islamic profession of faith ostensibly to practice calligraphy' indicates a conditional relationship, as it presents a hypothetical condition ('if instructed to write the Islamic profession of faith') and its potential outcome ('to practice calligraphy').""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'to' in 'to write' suggests a conditional clause, indicating that the action of writing the Islamic profession of faith is contingent on the purpose of practicing calligraphy.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'for' suggests a conditional clause, indicating the purpose or reason for the action of instructing junior high students to write the Islamic profession of faith.""
}",['conditional'],1,['conditional'],1.0,0.0,gpt finding things which aren't there,[],"[{'Answer': 'no', 'Explanation': 'The sentence A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy. does not contain any subordinate clauses. It does not include any subordinating conjunctions such as after, when, because, since, although, unless, while, until, whereas, if, as, just as. The sentence consists of a main clause and a prepositional phrase (for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy).', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition and its possible outcome. The sentence in question is a straightforward statement about a school coming under fire for a specific action, without any conditional structure.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy. does not contain any comparative clauses. Comparative clauses typically use conjunctions like as or than to compare two entities, which is not present in this sentence.', 'Property': 'comparitive'}, {'Answer': 'no', 'Explanation': 'The sentence A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy. does not contain any adjective clauses. Adjective clauses are relative clauses that typically begin with who, whom, that, or which and provide additional information about a noun. This sentence does not include any such clauses.', 'Property': 'adjective'}, {'Answer': 'no', 'Explanation': 'The sentence A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy. does not contain any noun clauses. A noun clause is a dependent clause that functions as a noun within a sentence, often introduced by words like that, what, who, etc. In this sentence, there are no such clauses present. The phrase to write the Islamic profession of faith ostensibly to practice calligraphy is an infinitive phrase functioning as the object of the preposition for, not a noun clause.', 'Property': 'noun'}]",[]
900,[6 9],His warning against making the resistance to jihad a â€œbattle between us and the entire religionâ€ is odd.,Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [""comparitive"", ""adjective""],
  ""Explanation"": ""The sentence includes a comparative clause using the conjunction 'against' and an adjective clause 'against making the resistance to jihad a battle between us and the entire religion'.""
}","['comparitive', 'adjective']","{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the word 'against' to compare the warning against making the resistance to jihad to a 'battle between us and the entire religion'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'against making the resistance to jihad a 'battle between us and the entire religion'' uses a comparitive conjunction 'against' to compare the warning to the action of making the resistance to jihad a 'battle between us and the entire religion'.""
}",['comparitive'],False,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'against'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'against'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'against' to compare the warning against making the resistance to jihad to a 'battle between us and the entire religion'.""
}",['comparitive'],1,['comparitive'],1.0,0.0,gpt finding things which aren't there,[],"[{'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a â€œbattle between us and the entire religionâ€\x9d is odd. does not contain any subordinate clauses. It is a simple sentence with a main clause and a direct object. There are no subordinating conjunctions like after, when, because, since, although, unless, while, until, whereas, if, as, just as that would introduce a subordinate clause.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a â€œbattle between us and the entire religionâ€\x9d is odd. does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition that must be met for something else to happen. This sentence does not include an if clause or any other structure that sets up a condition.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a â€œbattle between us and the entire religionâ€\x9d is odd. does not contain any comparative clauses. Comparative clauses typically use conjunctions like as or than to compare two entities. This sentence does not make such a comparison.', 'Property': 'comparitive'}, {'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a â€œbattle between us and the entire religionâ€\x9d is odd. does not contain any adjective clauses. Adjective clauses are relative clauses that typically begin with who, whom, that, or which and provide additional information about a noun. In this sentence, there are no such clauses present.', 'Property': 'adjective'}, {'Answer': 'yes', 'Explanation': 'The sentence contains a noun clause: against making the resistance to jihad a â€œbattle between us and the entire religionâ€\x9d. This clause functions as the object of the preposition against and provides additional detail about the warning.', 'Property': 'noun'}]",['noun']
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Modifying_clauses,['subordinate'],['subordinate'],['subordinate'],True,"['subordinate', 'adjective']","{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause with the conjunction 'where' to compare the actions of President Obama and President Trump.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The example contains a comparative clause using the conjunction 'where', comparing the actions of President Obama and President Trump in regard to their approach to arming the Ukrainians.""
}",['comparitive'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The text includes a comparative clause using the conjunction 'where' to draw a comparison between President Obama's actions and President Trump's actions.""
}",['comparative'],False,"{
  ""Properties"": [""comparitive"", ""adjective""]
}

 	","['comparitive', 'adjective']","{
  ""Properties"": [""comparitive"", ""adjective""]
}

 	","['comparitive', 'adjective']","{
  ""Properties"": [""comparitive"", ""adjective""]
}

 	","['comparitive', 'adjective']",1,"['comparitive', 'adjective']",0.0,0.0,gpt doesn't provide explanation,['comparitive'],"[{'Answer': 'yes', 'Explanation': 'The sentence contains a subordinate clause introduced by the subordinating conjunction Where. The clause Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale) is a subordinate clause that provides a contrast to the main clause President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition and its consequence. The sentence in question describes actions taken by President Trump and President Obama without presenting a conditional scenario.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any comparative clauses. Comparative clauses typically use conjunctions like as or than to compare two entities. In this sentence, there is no such comparison using these conjunctions. Instead, the sentence contrasts the actions of President Obama and President Trump without using a comparative structure.', 'Property': 'comparitive'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any adjective clauses. Adjective clauses, also known as relative clauses, typically begin with relative pronouns such as who, whom, that, or which and provide additional information about a noun. In the given sentence, there are no such clauses modifying a noun. The sentence primarily consists of independent clauses and a parenthetical statement.', 'Property': 'adjective'}, {'Answer': 'yes', 'Explanation': 'The sentence contains a noun clause: that he would consider the matter. This clause functions as the object of the verb said in the example provided. In the given sentence, the clause Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves functions as a noun clause because it provides additional information about the actions of President Obama in contrast to President Trump.', 'Property': 'noun'}]","['subordinate', 'noun']"
956,[6],Nothing good can be said about his four years of sanctimony and incompetence.,Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'about' to compare 'his four years' with something else, suggesting a lack of positive attributes.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The comparative clause 'more than' is used to compare his four years to something else, suggesting a negative evaluation.""
}",['comparitive'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'of sanctimony and incompetence' using the relative pronoun 'his' to modify 'four years'.""
}",['adjective'],False,"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}

  ",['adjective'],1,['adjective'],1.0,0.0,gpt finding things which aren't there,[],"[{'Answer': 'no', 'Explanation': 'The sentence Nothing good can be said about his four years of sanctimony and incompetence. does not contain any subordinate clauses. It is a simple sentence with a single independent clause. There are no subordinating conjunctions like after, when, because, since, although, unless, while, until, whereas, if, as, just as that would introduce a subordinate clause.', 'Property': 'subordinate'}, {'Answer': 'no', 'Explanation': 'The sentence Nothing good can be said about his four years of sanctimony and incompetence. does not contain any conditional clauses. Conditional clauses typically begin with if and express a condition and its possible outcome. This sentence is a straightforward statement without any conditional structure.', 'Property': 'conditional'}, {'Answer': 'no', 'Explanation': 'The sentence Nothing good can be said about his four years of sanctimony and incompetence. does not contain any comparative clauses. Comparative clauses typically involve a comparison using conjunctions like as or than, which are not present in this sentence.', 'Property': 'comparitive'}, {'Answer': 'no', 'Explanation': 'The sentence Nothing good can be said about his four years of sanctimony and incompetence. does not contain any adjective clauses. Adjective clauses are relative clauses that typically begin with who, whom, that, or which and provide additional information about a noun. This sentence does not include any such clauses.', 'Property': 'adjective'}, {'Answer': 'no', 'Explanation': 'The sentence Nothing good can be said about his four years of sanctimony and incompetence. does not contain any noun clauses. A noun clause typically functions as a subject, object, or complement within a sentence and often begins with words like that, what, who, etc. In this sentence, there are no such clauses; instead, it contains a simple subject (Nothing good) and a predicate (can be said about his four years of sanctimony and incompetence).', 'Property': 'noun'}]",[]
