sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,resgpt-4o_0.0_V4,propertygpt-4o_0.0_V4
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it. does not contain an active voice. The subject something in something shall flourish and something good in something good come out of it are not performing any action. Instead, the actions are happening to them, which is indicative of a passive construction.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a stative voice. Stative voice verbs involve the subject receiving the action and typically use be as a helping verb with the main verb not ending in ing. In the given sentence, there is no instance of a subject receiving an action with be as a helping verb. The verbs bless, means, shall flourish, and come out do not fit the criteria for stative voice as defined.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a compound voice. A compound voice involves the use of both active and passive voice concerning a single subject. In the given sentence, the structure is complex, but it does not mix active and passive voice for the same subject. Instead, it explains the concept of blessing and its outcomes in a descriptive manner.', 'Property': 'compound'}]",[]
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']","[{'Answer': 'no', 'Explanation': 'The sentence Their only defense was that the activities they described were either non-partisan or were not officially taken by the company is in the passive voice. The subject Their only defense is not performing the action; instead, the action is being described as something that happened to the subject. The verb was and the phrase were not officially taken by the company indicate a passive construction.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a stative voice. Stative voice verbs involve the subject receiving the action and always include be as a helping verb with the main verb not ending in ing. In the given sentence, the verbs was, described, were, taken, said, describing, and challenging do not fit this pattern. The sentence is primarily in the active voice, with subjects performing actions rather than receiving them.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain compound voice. Compound voice involves the use of both active and passive voice in relation to a single subject. In the given sentence, the structure is complex, but it does not mix active and passive voice for the same subject. Instead, it primarily uses passive voice (Their only defense was that the activities they described were either non-partisan or were not officially taken by the company) and active voice in separate clauses without combining them for a single subject.', 'Property': 'compound'}]",[]
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs such as 'are' and 'is,' which express a state of being. It also includes compound verbs like 'have' and 'turn' which have multiple verbs related to one subject.""
}","['stative', 'compound']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example text contains stative verbs such as 'are' and 'is' to express the state of being of the subjects 'wicked men' and 'America'. The verbs describe the condition or state of the subjects rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'are', 'have', 'is', 'will', which indicate a state or condition rather than an action. These verbs express the state of being or the state of something.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],0.0,0.0,,"['active', 'stative', 'compound']","[{'Answer': 'yes', 'Explanation': 'The sentence contains active voice. The subject Wicked men is performing the action turn their shoulders and choose the wrong. Additionally, Americans are bringing upon themselves destruction is also in active voice, where Americans is the subject performing the action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a stative voice. Stative voice verbs require the subject to receive the action and always include be as a helping verb with the main verb not ending in ing. In the given sentence, there is no instance where the subject is receiving the action in such a manner. The verbs are bringing and leaves do not fit the criteria for stative voice as described.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a compound voice. A compound voice involves the use of both active and passive voice concerning a single subject. In the given sentence, the verbs are, turn, choose, are bringing, will not be reversed, and leaves are all in the active voice. There is no instance of passive voice used in conjunction with the active voice for the same subject.', 'Property': 'compound'}]",['active']
900,[6 9],His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.,Predication,['stative'],['stative'],['stative'],True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' and a direct object 'odd', which makes use of the active voice. The verb 'is' is the core of the predication, and it is in the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', which indicates the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'is' in the form 'is + adjective' (is odd).""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' in the form of 'is odd.'""
}",['active'],1,['active'],1.0,0.0,,['stative'],"[{'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a “battle between us and the entire religion” is odd. does not contain an active voice. In this sentence, His warning is the subject, and is is the verb. The verb is is a linking verb, not an action verb, and it does not indicate that the subject is performing an action. Instead, it links the subject to the adjective odd, which describes the subject. Therefore, the sentence is in the passive voice.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a “battle between us and the entire religion” is odd. does not contain a stative voice. In this sentence, is functions as a linking verb rather than a helping verb, and there is no indication that the subject is receiving an action. Instead, the sentence describes a state or condition (is odd) of the subject (His warning).', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence His warning against making the resistance to jihad a “battle between us and the entire religion” is odd. does not contain compound voice. It is written entirely in the active voice. Compound voice involves the use of both active and passive voice in relation to a single subject within the same sentence, which is not the case here.', 'Property': 'compound'}]",[]
953,[6],"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”",Predication,['active'],['active'],['active'],True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, such as 'published', 'discloses', and 'assure'. These verbs show actions being performed by the subject, indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'published' and 'discloses' which demonstrate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'discloses', which represents an action carried out by the subject 'investigation'.""
}",['active'],True,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('published', 'discloses') and a compound verb structure ('would receive', 'engaged').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'published', 'discloses', and 'assure', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('discloses', 'assure') and a compound structure with multiple verbs ('discloses', 'assure') about one subject.""
}","['active', 'compound']",0,"['active', 'compound']",1.0,0.0,,['active'],"[{'Answer': 'no', 'Explanation': 'The sentence provided is in passive voice. The subject The investigation is not performing the action but is instead receiving the action of being published by the House Permanent Subcommittee on Investigations. Similarly, secret efforts are being disclosed by top Obama administration officials, indicating that the actions are being done to the subjects rather than the subjects performing the actions.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a stative voice. Stative voice verbs involve the subject receiving the action and typically use be as a helping verb with the main verb not ending in ing. In the given sentence, the verbs gets, published, and discloses do not fit this pattern. Gets is an active verb, published is a past participle used in a passive construction, and discloses is an active verb. None of these verbs are in the stative voice as defined.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain compound voice. Compound voice involves the use of both active and passive voice about a single subject within the same sentence. In the given sentence, the clause The investigation, published Wednesday by the House Permanent Subcommittee on Investigations is in passive voice, but there is no active voice clause about the same subject within the same sentence. Therefore, it does not meet the criteria for compound voice.', 'Property': 'compound'}]",[]
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Predication,['active'],['active'],['active'],True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'empty' which denotes action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'empty' in 'any purge would empty parishes', indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead'. 'Empty' is an active verb describing the potential action of a purge, while 'lead' is a stative verb describing the ongoing state of the priests and bishops.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,0.0,,['active'],"[{'Answer': 'yes', 'Explanation': 'The sentence contains active voice. The subject priests and bishops is performing the action of lead in the clause who lead healthy lives of service and faithful lives of celibacy. This fits the definition of active voice where the subject is the doer of the action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy. does not contain a stative voice. In this sentence, lead is an active verb where the subject priests and bishops are performing the action of leading. Additionally, there is no be helping verb, and the main verb lead does not fit the criteria of a stative verb as described.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy. does not contain compound voice. It is written entirely in the active voice. The subject Any purge performs the action would empty on the object parishes and religious orders. There is no passive construction in this sentence.', 'Property': 'compound'}]",['active']
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'. There are no active or compound verbs in this sentence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'defended' to express a state of action or being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the action rather than an ongoing action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' describing the action of Danny Davis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes a state of action rather than an active action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],"[{'Answer': 'yes', 'Explanation': 'The sentence Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday. is in the active voice. The subject Democratic Illinois Rep. Danny Davis is performing the action of defended, which is directed towards the object Nation of Islam leader Louis Farrakhan. This aligns with the definition of active voice where the subject performs the action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday. does not contain a stative voice. In this sentence, defended is an action verb, and the subject Democratic Illinois Rep. Danny Davis is performing the action. Stative voice verbs involve the subject receiving the action and typically use be as a helping verb, which is not the case here.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday. does not contain compound voice. It is written entirely in the active voice, with Democratic Illinois Rep. Danny Davis as the subject performing the action of defended. There is no passive construction present in the sentence.', 'Property': 'compound'}]",['active']
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'should stop' as the main predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'should stop' and 'continues', which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should stop', indicating an action being performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'should stop' which indicates an action performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'. These active verbs indicate action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'yes', 'Explanation': 'The sentence contains active voice. The subject Attorney General Jeff Sessions is performing the action should stop this Rigged Witch Hunt. This fits the definition of active voice where the subject is the person or thing performing the action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain a stative voice. In the given sentence, should stop is an active voice construction where the subject Attorney General Jeff Sessions is performing the action of stopping. Additionally, there is no use of be as a helping verb followed by a main verb that does not end in ing.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. does not contain compound voice. Compound voice involves the use of both active and passive voice about a single subject. In this sentence, there is no passive construction; it is entirely in the active voice. The subject Attorney General Jeff Sessions is performing the action should stop, and there is no passive verb form present.', 'Property': 'compound'}]",['active']
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Predication,['stative'],['stative'],['stative'],True,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('is', 'problem') about one subject ('it').""
}",['compound'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound predicate 'is' and 'problem'. Both verbs are about the same subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state of being ('is a national problem'). There are no active or compound verbs present in the given example.""
}",['stative'],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase 'it's a national problem.' This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],0,['compound'],1.0,0.0,,['stative'],"[{'Answer': 'no', 'Explanation': 'The sentence And it’s a problem not just in West Virginia – it’s a national problem. does not contain an active voice. In an active voice sentence, the subject performs the action of the verb. In this sentence, it’s (it is) is a linking verb that connects the subject it to the subject complement a problem, which describes the subject. There is no action being performed by the subject.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence And it’s a problem not just in West Virginia – it’s a national problem. does not contain a stative voice. In this context, it’s is a contraction of it is, which is a linking verb rather than a stative voice verb. The sentence does not describe an action being received by the subject but rather states a condition or state of being.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence And it’s a problem not just in West Virginia – it’s a national problem. does not contain compound voice. Compound voice involves the use of both active and passive voice in relation to a single subject. In this sentence, there is no passive voice construction; both clauses are in the active voice.', 'Property': 'compound'}]",[]
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'provides' and 'claims', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'are'. These active verbs indicate that the subject of the sentence is performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'provides', 'claims', 'is', 'covering', and 'happened', which indicate actions taken by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', 'covering'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering'. These verbs indicate actions or states of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering', indicating the use of active voice.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'yes', 'Explanation': 'The sentence contains active voice. The subject This stunning tower audio is performing the action provides proof. This fits the definition of active voice where the subject is the doer of the action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a stative voice. Stative voice verbs involve the subject receiving the action and typically use be as a helping verb with the main verb not ending in ing. In the given sentence, there is no instance of a subject receiving an action in this manner. The verbs provides, claims, is, and are do not fit the criteria for stative voice as described.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a compound voice. A compound voice involves the use of both active and passive voice concerning a single subject. In the given sentence, the verbs provides proof, claims, is, and are covering up are all in the active voice. There is no passive construction present in the sentence.', 'Property': 'compound'}]",['active']
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a compound structure with 'said' and 'was' both being verbs about the same subject 'the group'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,1.0,,"['stative', 'active']","[{'Answer': 'yes', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise. contains an active voice verb. The subject He is performing the action of said. Although the phrase the group was a toothless, paper-shuffling exercise is in the passive voice, the main clause He said is in the active voice.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise. does not contain a stative voice. In this sentence, was is used as a linking verb to describe the state or condition of the group, not to indicate that the subject is receiving an action. Additionally, the main verb said is not in the stative voice as it does not involve the subject receiving an action.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence He said the group was a toothless, paper-shuffling exercise. does not contain compound voice. It is entirely in the active voice. Compound voice involves the use of both active and passive voice in relation to a single subject, which is not the case here.', 'Property': 'compound'}]",['active']
2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The phrase 'is breaking down' contains an active verb 'breaking', which indicates ongoing action""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'are breaking down' which indicates an action performed by the subject 'sisters'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', indicating action by the subject 'the case of the Netherlands'.""
}",['active'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' which indicates a state of being or existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which indicates an action being performed by the subject 'the case of the Netherlands'.""
}",['active'],0,['stative'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down. does not contain an active voice. The subject The case of the Netherlands is not performing an action but is being described. Additionally, sisters so old that even the federation structures are breaking down is a descriptive clause rather than an action performed by the subject.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down. does not contain a stative voice. In stative voice, the subject receives the action and the verb be is used as a helping verb. In this sentence, is is used as a linking verb to describe the state of the case of the Netherlands, and are breaking down describes an ongoing action, not a state. Therefore, it does not fit the criteria for stative voice.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down. does not contain compound voice. Compound voice involves the use of both active and passive voice in relation to a single subject. In this sentence, there is no passive construction present. The verbs is and are breaking down are both in the active voice.', 'Property': 'compound'}]",[]
2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' in the form 'Greg Rinckey said.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which indicates an action performed by the subject 'Greg Rinckey'.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains the active verb 'said.'""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a clear indication of the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', which is a key property of Predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' with a clear subject 'Greg Rinckey' performing the action.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The sentence It was a foolish mistake by a very young man, Saucier’s lawyer, Greg Rinckey, said. is in passive voice. The subject It is not performing the action; instead, the action is being described as having been done by a very young man. Additionally, the reporting clause Saucier’s lawyer, Greg Rinckey, said is also in passive voice because the focus is on what was said rather than on the lawyer performing the action of saying.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence It was a foolish mistake by a very young man, Saucier’s lawyer, Greg Rinckey, said. does not contain a stative voice. While it does use the verb was, which is a form of be, the main verb said is not in a stative construction. The subject It is not receiving the action but rather is part of a descriptive clause. The sentence is primarily a quotation attribution, not an example of a stative voice.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence It was a foolish mistake by a very young man, Saucier’s lawyer, Greg Rinckey, said. does not contain compound voice. Compound voice involves the use of both active and passive voice in relation to a single subject within the same sentence. In this sentence, the phrase It was a foolish mistake by a very young man is in the passive voice, and Saucier’s lawyer, Greg Rinckey, said is in the active voice, but they are not referring to the same subject in a way that would constitute compound voice.', 'Property': 'compound'}]",[]
