sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,property_gpt4,res_gpt4_0.0_V3_2,property_gpt4_0.0_V3_2
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],,appositives,"{
  ""Answer"": ""no"",
  ""Explanation"": ""In the sentence provided, there are no appositive phrases. An appositive is a noun or noun phrase that renames another noun right beside it. The sentence 'A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.' does not contain a phrase that renames another noun directly beside it. The descriptive phrases 'dark,' 'impenetrable,' and 'irreversible' are adjectives describing 'winter,' but they do not rename 'winter' in the way an appositive would.""
}",[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],,absolute construction,"{
  ""Answer"": ""no"",
  ""Explanation"": ""An absolute construction is a grammatical phrase that modifies an entire sentence, not just a noun, and is often a noun phrase followed by a participle or a participial phrase that includes its own subject. In the sentence provided, there is no such construction. The phrase 'A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds' does not include a participle with its own subject that is separate from the subject of the main clause. Therefore, it does not contain an absolute construction.""
}",[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],,resumptive modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""A resumptive modifier is a phrase that repeats a noun it modifies for emphasis or clarity, often after an intervening clause. In the sentence provided, there is no repetition of a noun that is being modified. The adjectives 'dark,' 'impenetrable,' and 'irreversible' modify the noun 'winter,' but there is no subsequent repetition of the noun 'winter' to create a resumptive modifier. Therefore, the sentence does not contain any phrases that can be categorized as resumptive modifiers.""
}",[]
83,[1],"A dark, impenetrable and “irreversible” winter of persecution of the faithful by their own shepherds will fall.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'A dark, impenetrable and 'irreversible' winter of persecution of the faithful by their own shepherds' summarizes or generalizes the preceding clause 'will fall.'""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause 'persecution of the faithful by their own shepherds.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a dark, impenetrable and “irreversible” winter of persecution' summarizes or generalizes the preceding clause, making it a summative modifier.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],,summative modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""In the sentence provided, there is no phrase built on a noun that summarizes or generalizes a preceding clause or phrase, which is the function of a summative modifier. The sentence describes a future event or condition metaphorically as a 'dark, impenetrable and “irreversible” winter of persecution.' There is no preceding clause or phrase that the noun phrase 'winter of persecution' is summarizing or generalizing. Instead, it serves as the main subject of the sentence.""
}",[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,appositives,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not contain any appositive phrases. An appositive is a noun or noun phrase that renames another noun right beside it. The function of an appositive is to provide additional information about the noun, often for clarification or elaboration. In the given sentence, there are no phrases that rename a noun directly beside them. The phrase 'the letter to me from the UK Home Office' is a prepositional phrase, and the quoted text is a direct quote, not an appositive.""
}",[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,absolute construction,"{
  ""Answer"": ""no"",
  ""Explanation"": ""An absolute construction is a grammatical phrase that modifies an entire sentence, not just a noun, and is not directly connected to the sentence by a conjunction or any other word. It typically consists of a noun or pronoun and some modifier, often a participle, and adds information or context. In the provided sentence, there is no phrase that stands independently from the main clause to provide additional, non-essential information about the situation. The sentence is a direct statement without any separate noun phrase that could be considered an absolute construction. The closest element to an absolute construction is the quoted statement, but this is a direct quote rather than a modifying phrase. Therefore, there are no absolute constructions in the sentence provided.""
}",[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,resumptive modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""A resumptive modifier is a phrase that repeats a noun it modifies for emphasis or clarity, often after an intervening clause. In the provided sentence, there is no repetition of the noun 'letter' or any other noun in a way that would constitute a resumptive modifier. The sentence simply provides additional information about the content of the letter without repeating the noun 'letter' or any other noun.""
}",[]
118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'Islam, a religion and a belief system that mandates warfare against unbelievers' is an appositive that renames and provides additional information about 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' renames the noun 'letter' and provides additional information about it.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames the noun 'Islam', making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a religion and is a belief system that mandates warfare against unbelievers' renames and further describes the noun 'Islam'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the letter to me from the UK Home Office' is an appositive, renaming the noun 'letter'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,summative modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""In the provided sentence, there are no phrases built on nouns that act as summative modifiers. A summative modifier is a noun phrase that summarizes a whole preceding clause or phrase. The sentence in question does not contain a noun phrase that encapsulates the essence of the preceding text in a summarizing way. The sentence is a direct statement about the content of a letter without a summarizing noun phrase following it.""
}",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,appositives,"{
  ""Answer"": ""no"",
  ""Explanation"": ""In the provided sentence, there are no appositive phrases. An appositive is a noun or noun phrase that renames another noun right beside it. The sentence 'I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.' does not contain any noun phrases that rename another noun directly beside it. Each noun phrase serves as the subject or object in the sentence rather than as an appositive.""
}",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,absolute construction,"{
  ""Answer"": ""no"",
  ""Explanation"": ""An absolute construction is a grammatical phrase that modifies an entire sentence, not just a noun, and is often independent of the rest of the sentence, having no grammatical connection like a conjunction. It typically consists of a noun or pronoun and some modifier, often a participle, and additional information. An example of an absolute construction is 'His hair invisible under his cap, the driver navigated the streets.' In the sentence provided, there are no phrases that are independent of the main clause and that modify the entire sentence in the way an absolute construction does. All the phrases in the sentence are grammatically connected to the main clause and do not constitute absolute constructions.""
}",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,resumptive modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""A resumptive modifier is a phrase that repeats a noun it modifies for emphasis or clarity, often after an intervening clause. In the sentence provided, there is no repetition of a noun that is then further described or modified. The nouns 'chorus,' 'Catholics,' 'Paul VI,' 'faith,' 'Church,' and 'institution' are not repeated in a way that a resumptive modifier requires. Therefore, the sentence does not contain any phrases that can be categorized as resumptive modifiers.""
}",[]
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],,summative modifier,"{
  ""Answer"": ""no"",
  ""Explanation"": ""In the provided sentence, there are no phrases that function as summative modifiers. A summative modifier is a noun phrase that summarizes or encapsulates the idea of the preceding text. The sentence 'I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.' does not contain a noun phrase that summarizes the preceding clause or phrase. The closest element to a summative modifier might be 'a veritable chorus of Catholics,' but this is not summarizing a preceding clause or phrase; rather, it is part of the main clause describing what the speaker has seen.""
}",[]
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Phrases_built_on_nouns,['summative_modifier'],['summative_modifier'],['summative_modifier'],True,[],"{
  ""Properties"": [""summatve modifier""],
  ""Explanation"": ""The phrase 'a very real threat' serves as a summative modifier, summarizing or generalizing the preceding clause 'This is a threat'.""
}",['summatve_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' summarizes or generalizes the preceding clause 'This is a very real threat', making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a very real threat' is an appositive, renaming the noun 'threat' with additional information.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' renames and further describes the noun 'threat'.""
}",['appositives'],1,['appositives'],1.0,0.0,GPT mixes up appositives with summative modifiers,['summative_modifier'],,appositives,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""In the sentence provided, 'one that is largely immune to attack from the air' is an appositive phrase. It renames or further identifies the noun phrase 'a very real threat' by providing additional information about it.""
}",['appositives']
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Phrases_built_on_nouns,['summative_modifier'],['summative_modifier'],['summative_modifier'],True,[],"{
  ""Properties"": [""summatve modifier""],
  ""Explanation"": ""The phrase 'a very real threat' serves as a summative modifier, summarizing or generalizing the preceding clause 'This is a threat'.""
}",['summatve_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' summarizes or generalizes the preceding clause 'This is a very real threat', making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a very real threat' is an appositive, renaming the noun 'threat' with additional information.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' renames and further describes the noun 'threat'.""
}",['appositives'],1,['appositives'],1.0,0.0,GPT mixes up appositives with summative modifiers,['summative_modifier'],,absolute construction,"{
  ""Answer"": ""no"",
  ""Explanation"": ""An absolute construction is a grammatical structure that consists of a noun plus at least one participle, which together form a phrase that modifies an entire sentence, not just a noun. Absolute constructions are often set off by a comma or pair of commas and provide additional information about the circumstances in a sentence. In the example provided, 'The driver, his hair invisible under his cap,' 'his hair invisible under his cap' is an absolute construction because it consists of a noun ('hair') and a participle ('invisible') that provides additional information about 'The driver.' However, in the sentence 'This is a very real threat – one that is largely immune to attack from the air,' there is no such construction. The phrase 'one that is largely immune to attack from the air' is a relative clause modifying 'threat' and does not form an absolute construction because it does not contain a noun plus participle that stands apart from the sentence as additional information. Instead, it is directly related to and defines 'a very real threat.'""
}",[]
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Phrases_built_on_nouns,['summative_modifier'],['summative_modifier'],['summative_modifier'],True,[],"{
  ""Properties"": [""summatve modifier""],
  ""Explanation"": ""The phrase 'a very real threat' serves as a summative modifier, summarizing or generalizing the preceding clause 'This is a threat'.""
}",['summatve_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' summarizes or generalizes the preceding clause 'This is a very real threat', making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a very real threat' is an appositive, renaming the noun 'threat' with additional information.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' renames and further describes the noun 'threat'.""
}",['appositives'],1,['appositives'],1.0,0.0,GPT mixes up appositives with summative modifiers,['summative_modifier'],,resumptive modifier,"{
  ""Answer"": ""yes"",
  ""Explanation"": ""The sentence 'This is a very real threat – one that is largely immune to attack from the air.' contains a resumptive modifier. The noun 'threat' is resumed after the dash with the pronoun 'one,' which stands in for 'threat,' and the phrase that follows modifies and adds information about the noun 'threat.'""
}",['resumptive_modifier']
