sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,property_gpt4,res_gpt4_0.0_V3_2
282,[3 9],"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Predication,['stative'],['stative'],['stative'],True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' as part of the phrase 'is not'. This indicates a state of being or a condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', indicating a state of being rather than action.""
}",['stative'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which is used to express a state of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look' which indicates action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,GPT is mixing up the properties and definitions,['stative'],,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize a 'stative' voice as defined in the context provided. The term 'stative voice' is not a standard grammatical term; however, the explanation seems to conflate passive voice with what is being called 'stative' voice. In the sentence 'And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like,' there is no action being received by the subject. Instead, the sentence is speculative and uses the verb 'is' as a linking verb, which is a characteristic of stative verbs in the traditional sense that describe a state or condition. However, the sentence does not fit the provided definition of 'stative voice' because it does not involve an action done to the subject. Additionally, the sentence does not fit the active voice, as there is no action being performed by the subject, nor does it fit the compound voice, which is not a standard grammatical term and is not defined in the context provided.""
}"
282,[3 9],"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Predication,['stative'],['stative'],['stative'],True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' as part of the phrase 'is not'. This indicates a state of being or a condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', indicating a state of being rather than action.""
}",['stative'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which is used to express a state of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look' which indicates action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,GPT is mixing up the properties and definitions,['stative'],,compound,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.' utilizes stative voice. Stative voice is characterized by the use of stative verbs that describe a state of being or mental condition. In this case, 'is' and 'see' are stative verbs; 'is' describes the state of Trumpism in relation to the GOP, and 'see' refers to the mental ability to envision a future agenda. There is no action being performed upon an object, which would be indicative of active voice, nor is there a subject being acted upon by an object, which would be indicative of passive voice. The sentence does not exhibit a combination of active and passive voice regarding a single subject, which would be required for it to be considered compound voice.""
}"
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'set' and 'belong', which indicates action or movement.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active ('set') and stative ('cannot remain') verbs.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'remain' which indicates a state of being.""
}",['stative'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'set' and 'belong', which indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (set, belong) and stative verbs (remain, belong) indicating action and state of being.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'set' and 'belong' which indicate action being performed by the subject.""
}",['active'],0,['active'],1.0,0.0,,"['stative', 'active']",,active,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.' utilizes stative voice. Stative verbs describe a state of being or condition, and 'set' in this context is used to describe a state that the Prologue has established, rather than an action actively being performed by the subject. The latter part of the sentence 'we cannot remain neutral, but must belong wholly to the one or wholly to the other' also contains stative verbs ('cannot remain', 'must belong') that describe states of being rather than actions being actively performed.""
}"
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'set' and 'belong', which indicates action or movement.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active ('set') and stative ('cannot remain') verbs.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'remain' which indicates a state of being.""
}",['stative'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'set' and 'belong', which indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (set, belong) and stative verbs (remain, belong) indicating action and state of being.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'set' and 'belong' which indicate action being performed by the subject.""
}",['active'],0,['active'],1.0,0.0,,"['stative', 'active']",,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize a 'stative' voice as defined in the context provided. The sentence 'The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.' is in the active voice. The subject 'The Prologue' is performing the action 'set.' The sentence does not follow the structure of stative voice as described, where the subject receives the action and the main verb is paired with a form of 'be' without an '-ing' ending. Therefore, the sentence does not fit the definition of stative voice provided.""
}"
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'set' and 'belong', which indicates action or movement.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active ('set') and stative ('cannot remain') verbs.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'remain' which indicates a state of being.""
}",['stative'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'set' and 'belong', which indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (set, belong) and stative verbs (remain, belong) indicating action and state of being.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'set' and 'belong' which indicate action being performed by the subject.""
}",['active'],0,['active'],1.0,0.0,,"['stative', 'active']",,compound,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.' utilizes stative voice. Stative voice is characterized by the description of a state or condition rather than an action. In this sentence, 'set' is a past tense verb that indicates a state that has been established, and 'cannot remain' expresses a state of being. There is no action being performed upon the subject, nor is there a mix of active and passive voice regarding a single subject, which would be necessary for a compound voice. Therefore, the sentence is best described as using stative voice.""
}"
319,[3],It’s not coming back.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'coming' that expresses a state of being, rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' indicating a state of absence or non-existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence uses a stative verb 'coming' to describe a state of being for the subject. It does not involve an action in progress.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,active,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'It’s not coming back.' uses a stative verb. Stative verbs describe a state of being or condition, rather than an action performed by the subject. In this case, 'coming back' is describing the state or condition of 'it' not returning, rather than 'it' actively performing an action.""
}"
319,[3],It’s not coming back.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'coming' that expresses a state of being, rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' indicating a state of absence or non-existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence uses a stative verb 'coming' to describe a state of being for the subject. It does not involve an action in progress.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence 'It’s not coming back.' does not utilize stative voice as defined in the context provided. Stative voice, as described, would involve the subject receiving the action and the use of 'be' as a helping verb with the main verb not ending in 'ing.' In the sentence provided, 'It' is the subject, 'is' (contracted to 'It’s') is a form of 'be,' but the main verb 'coming' ends in 'ing,' which does not align with the definition of stative voice given. Additionally, the sentence does not indicate that the subject is receiving an action. Therefore, the sentence does not fit the criteria for stative voice as defined. It is actually an example of the active voice in the present continuous tense, indicating ongoing action.""
}"
319,[3],It’s not coming back.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'coming' that expresses a state of being, rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' indicating a state of absence or non-existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence uses a stative verb 'coming' to describe a state of being for the subject. It does not involve an action in progress.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,compound,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'It’s not coming back.' utilizes stative voice. Stative voice is used to describe a state or condition rather than an action. In this case, 'is coming back' is a present continuous form which is typically active, but the meaning of the sentence is describing a state of something not returning, rather than an action being performed by the subject. There is no action being done to something else, and there is no indication of a passive construction where the subject is being acted upon by something else. Therefore, the sentence does not fit the definitions of either active or compound voice.""
}"
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']",,active,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.' utilizes stative voice. Stative verbs describe a state of being or condition, and 'means' is a stative verb in this context. It expresses a state of existence or truth rather than an action being performed by the subject. There is no action being carried out by the subject; instead, the sentence is explaining what it means 'to bless' something.""
}"
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']",,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not exemplify the use of active, stative, or compound voice as defined in the context of 'Predication'. The sentence is a general statement about the nature of blessings and does not contain a verb that is being used in a voice that indicates the subject is receiving an action ('stative' voice), nor does it show a subject performing an action ('active' voice). Additionally, there is no indication of a 'compound' voice, which is not a standard term in English grammar. The sentence is more expository or definitional rather than an example of a particular voice in grammar.""
}"
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']",,compound,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.' utilizes stative voice. Stative voice is used to describe a state or situation rather than an action. In this case, 'means' and 'shall flourish' describe states of being or conditions rather than actions being performed by the subject. There is no use of active voice, where a subject performs an action, nor is there a use of passive voice, where a subject is acted upon by an outside force. Additionally, there is no combination of active and passive voice that would characterize a compound voice. The focus here is on the meaning or state of being blessed rather than on an action being done by or to the subject.""
}"
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']",,active,"{
  ""Answer"": ""active"",
  ""Explanation"": ""The sentence in question uses active voice. In the active voice, the subject of the sentence performs the action expressed by the verb. In this case, 'Carlson' is the subject who is performing the action of 'describing' Google’s official response. The latter part of the sentence, 'before challenging the company’s response,' also indicates active voice, with 'Carlson' being the subject who performs the action of 'challenging.' There is no indication of stative voice, which would involve a state of being or condition, nor is there a compound voice, which would involve a combination of active and passive structures within the same sentence.""
}"
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']",,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence in question does not utilize a 'stative' voice as defined in the context provided. The term 'stative voice' is not a recognized term in traditional grammatical terminology. Instead, we have 'stative verbs,' which describe a state of being or condition and do not usually involve an action performed by the subject. The sentence provided uses the past form of the verb 'was,' which is a state of being verb, but the sentence itself does not fit the provided (though incorrect) definition of 'stative voice' because it does not indicate that the subject is receiving an action. Additionally, the sentence does not contain a main verb ending in 'ing' as part of a verb phrase with 'be,' which further indicates that it does not meet the provided definition. The sentence is in the active voice because 'the activities they described' is the subject performing the action of 'describing.'""
}"
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']",,compound,"{
  ""Answer"": ""compound"",
  ""Explanation"": ""The sentence provided uses both active and passive constructions about a single subject, which fits the definition of 'compound' voice as given in the context. The passive voice is evident in the phrase 'Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,' where the activities are the subject of a passive construction ('were described,' 'were...taken'). The active voice is present in 'Carlson said Monday night,' where 'Carlson' is the subject performing the action of saying. Therefore, the sentence exemplifies a compound voice, combining both active and passive elements.""
}"
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs such as 'are' and 'is,' which express a state of being. It also includes compound verbs like 'have' and 'turn' which have multiple verbs related to one subject.""
}","['stative', 'compound']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example text contains stative verbs such as 'are' and 'is' to express the state of being of the subjects 'wicked men' and 'America'. The verbs describe the condition or state of the subjects rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'are', 'have', 'is', 'will', which indicate a state or condition rather than an action. These verbs express the state of being or the state of something.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],0.0,0.0,,"['active', 'stative', 'compound']",,active,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize an 'active' voice as defined in the context of predication. Instead, it is a complex sentence that includes both active and passive elements. The first part of the sentence, 'Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong,' contains active verbs such as 'have' and 'turn.' However, the latter part of the sentence, 'through tolerance and apathy Americans are bringing upon themselves destruction...that will not be reversed, which leaves no alternative as to why God judges and is judging America today,' includes passive constructions ('are bringing upon themselves,' 'will not be reversed,' 'is judging'). The sentence as a whole does not consistently adhere to a single voice, making it neither purely active, stative, nor compound in the traditional sense. It is a mix of active and passive constructions.""
}"
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The text contains stative verbs such as 'are' and 'is,' which express a state of being. It also includes compound verbs like 'have' and 'turn' which have multiple verbs related to one subject.""
}","['stative', 'compound']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example text contains stative verbs such as 'are' and 'is' to express the state of being of the subjects 'wicked men' and 'America'. The verbs describe the condition or state of the subjects rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'are', 'have', 'is', 'will', which indicate a state or condition rather than an action. These verbs express the state of being or the state of something.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'are', 'have', 'is', and 'leaves', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],0.0,0.0,,"['active', 'stative', 'compound']",,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize a 'stative' voice as defined in the context provided. The sentence is complex and contains multiple clauses with different subjects and verbs, but it does not fit the definition of 'stative' voice given, where the subject receives the action and the main verb does not end in 'ing.' The sentence also does not contain the helping verb 'be' followed by a main verb that does not end in 'ing.' Instead, the sentence is largely expository or declarative, explaining a state of affairs or a series of actions and consequences rather than depicting actions being performed by or upon the subjects. Therefore, the sentence does not demonstrate the 'stative' voice as described.""
}"
