sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_FT_B_gpt3.5_0.0_V3_2,property_FT_B_gpt3.5_0.0_V3_2
3249,[9],When Cain complains that being a “vagabond .,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or incomplete action, making it a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating if the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being' indicates an ongoing or continuous action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Cain complains' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'no', 'Explanation': 'The sentence When Cain complains that being a vagabond does not utilize the simple aspect. The use of being indicates the continuous aspect, which implies ongoing or continuous action rather than a simple fact.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence When Cain complains that being a vagabond does not utilize the perfect aspect. The verb complains is in the present tense, and there is no auxiliary verb indicating a completed action.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence When Cain complains that being a vagabond utilizes the progressive aspect because it expresses an ongoing or habitual action with the verb complains and the gerund being.', 'Property': 'progressive'}, {'Answer': 'yes', 'Explanation': 'The sentence When Cain complains that being a vagabond utilizes the perfect progressive aspect, as it expresses an ongoing action at a specific point in time, indicated by the use of being.', 'Property': 'perfect progressive'}]","['progressive', 'perfect_progressive']"
3315,[8 8 9],"​Despite suffering several public and humiliating reversals in various forums and venues, those pushing for boycotts, divestment and sanctions (BDS) against Israel have not dispensed with their pernicious campaign of hate.",Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing actions of those pushing for BDS against Israel.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have not dispensed' indicates a completed action of not ceasing the campaign of hate.""
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of those pushing for BDS against Israel, without emphasizing completion or progression of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion, ongoingness, or progressiveness of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing campaign of hate against Israel, without indicating completion, ongoing action, or a combination of both.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],"[{'Answer': 'no', 'Explanation': 'The given sentence does not utilize the simple aspect. The use of the present perfect have not dispensed indicates an ongoing action that started in the past and continues into the present, which does not align with the simple aspect expressing a simple fact. Therefore, the sentence does not utilize the simple aspect.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect aspect. The verb have not dispensed is in the simple present tense, indicating ongoing action, rather than the completed action associated with the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. The verb suffering is a present participle, but it is used in a participial phrase to provide additional information about the subject, rather than to indicate an ongoing, habitual, or incomplete action. The main verb have not dispensed is in the present perfect tense, indicating a completed action up to the present moment, rather than an ongoing action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect progressive aspect. The verb have not dispensed is in the present perfect tense, indicating an action that started in the past and continues up to the present, but it does not express the ongoing nature of an action that is characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
3787,[10],“The insistence with which Francis defends Barros is mystifying.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Francis's defense of Barros without emphasizing whether the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, making it a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'defends' indicates an ongoing or habitual action, suggesting the progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'yes', 'Explanation': 'The sentence The insistence with which Francis defends Barros is mystifying utilizes the simple aspect because it expresses a simple fact about Francis defending Barros, without any specific reference to the timing or duration of the action.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence The insistence with which Francis defends Barros is mystifying does not utilize the perfect aspect. The verb defends is in the present tense, indicating an ongoing action, rather than a completed one expressed by the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence The insistence with which Francis defends Barros is mystifying utilizes the progressive aspect because it expresses an ongoing action of Francis defending Barros, indicating that it is currently happening.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence The insistence with which Francis defends Barros is mystifying does not utilize the perfect progressive aspect. The verb defends is in the present tense, indicating a current ongoing action, but it does not express the end of an ongoing action, which is characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]","['simple', 'progressive']"
3895,[13],Impossible.,Aspect,,,,True,,"{
  ""Properties"": [""none""],
  ""Explanation"": ""The text does not contain any aspect properties as it is not a complete sentence or statement."" 
}",[''],"{
  ""Properties"": [
    ""none""
  ],
  ""Explanation"": ""The provided text does not contain any aspect properties as defined. Instead, it is an exclamation expressing disbelief or denial. Aspect properties are concerned with the grammatical form of a verb to indicate the nature of an action, which is not applicable in this case.""
}",[''],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without specifying the completion or progress of an action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Impossible.' expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Impossible.' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The word Impossible does not form a complete sentence, so it cannot be analyzed for aspect. Therefore, it is not possible to determine whether the simple aspect is utilized in this context.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence Impossible. does not utilize the perfect aspect. In fact, it does not contain a verb or express any action, so it cannot be categorized in terms of aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The word Impossible does not provide any information about the sentence utilizing the progressive aspect. Therefore, it is not possible to determine whether the sentence utilizes the progressive aspect based on the given information.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Impossible. does not utilize the perfect progressive aspect, as it is not a complete sentence and does not contain any verb forms indicating ongoing action in the past leading up to the present.', 'Property': 'perfect progressive'}]",[]
4169,[13],This emphasis is repeated so often one might almost think there is a concern in Rome that the “fruitful” post-conciliar monastic life is in danger of fizzling out… for… some reason…,Aspect,['simple'],['simple'],['simple'],True,['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before the verb 'repeated' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before 'in danger' indicates an ongoing or incomplete action, suggesting that the concern in Rome is currently existing and continuing.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' indicates an ongoing or incomplete action, suggesting that the emphasis is currently being repeated.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before 'in danger' indicates the ongoing or incomplete nature of the concern in Rome about the post-conciliar monastic life.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' indicates an ongoing or incomplete action, suggesting that the concern in Rome is currently ongoing or in progress.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' before 'in danger of fizzling out' indicates an ongoing or incomplete action, suggesting a progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'yes', 'Explanation': 'The given sentence utilizes the simple aspect because it expresses a simple fact or general truth about the repeated emphasis and the concern in Rome.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect aspect. The verb is indicates a present tense, and there is no auxiliary verb such as has or have to indicate the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. The verb is repeated is in the present tense, but it does not indicate an ongoing, habitual, or incomplete action. Therefore, the sentence does not express the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect progressive aspect. The verb is repeated is in the present simple tense, indicating a repeated action, but it does not express the end of an ongoing action characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",['simple']
4349,[14],The Last-Minute Character Assassination of Judge Kavanaugh,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The title 'The Last-Minute Character Assassination of Judge Kavanaugh' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The title expresses a simple fact without any indication of a completed, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the character assassination of Judge Kavanaugh without indicating completeness, ongoingness, or habitualness.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the character assassination of Judge Kavanaugh.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The title 'The Last-Minute Character Assassination of Judge Kavanaugh' expresses a simple fact without indicating completion, ongoingness, or progressiveness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The title 'The Last-Minute Character Assassination of Judge Kavanaugh' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The given sentence is a title or headline, not a complete sentence with a subject and a verb, so it does not express a specific aspect of the verb tense.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect aspect. It appears to be a news headline or title, and it does not contain a verb or express a completed action using the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. It appears to be a headline or title rather than a complete sentence with a verb expressing ongoing, habitual, or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect progressive aspect. It appears to be a news headline or title, which typically does not convey verb tense or aspect.', 'Property': 'perfect progressive'}]",[]
4405,[16],So interesting!,Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any examples of aspect as it is not a complete sentence or action.""
}",[],"{
  ""Properties"": []
}

 ",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it is not a statement about a specific action or event.""
}",[],0,"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it does not convey any specific action or event.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it is not a statement about an action or event.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it is not a statement about an action or event.""
}",[],0,[],1,1,,[],"[{'Answer': 'no', 'Explanation': 'The sentence So interesting! does not utilize the simple aspect because it is not a complete sentence with a subject and a verb. It is an incomplete phrase and does not express a simple fact in the same way as the examples provided.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence So interesting! does not utilize the perfect aspect. The phrase So interesting! does not express a completed action, and therefore does not demonstrate the perfect aspect in grammar.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence So interesting! does not utilize the progressive aspect. The progressive aspect requires a form of the verb to be followed by the present participle of another verb, indicating ongoing or incomplete action. So interesting! is not a verb phrase and does not express ongoing or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence So interesting! does not utilize the perfect progressive aspect. The phrase So interesting! is not a complete sentence and does not express the end of an ongoing action. It is simply an exclamation expressing a strong feeling of interest or excitement.', 'Property': 'perfect progressive'}]",[]
4431,[16],“I had no way to see into his mind.,Aspect,['simple'],['simple'],['simple'],True,['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The sentence 'I had no way to see into his mind' uses the perfect aspect to express a completed action in the past.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that there is no longer a way to see into his mind.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates that the action of not having a way to see into his mind is completed before a certain point in the past.""
}",['perfect'],1,"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that there was no way to see into his mind in the past.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that there was no way to see into his mind in the past.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that there was no way to see into his mind in the past.""
}",['perfect'],1,['perfect'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'no', 'Explanation': 'The sentence I had no way to see into his mind does not utilize the simple aspect. The use of had indicates the past perfect tense, which involves both past time and completed aspect, rather than the simple aspect expressing a simple fact.', 'Property': 'simple'}, {'Answer': 'yes', 'Explanation': 'The sentence I had no way to see into his mind utilizes the perfect aspect, as indicated by the use of the past perfect tense had before the main verb see. This construction expresses that the inability to see into his mind occurred before a specific point in the past, indicating a completed action in the past.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence I had no way to see into his mind does not utilize the progressive aspect. The verb see is in the past tense (had) but does not indicate an ongoing, habitual, or incomplete action, so it does not express the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence I had no way to see into his mind does not utilize the perfect progressive aspect. The verb had indicates past perfect tense, but there is no indication of ongoing action or duration, which is characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",['perfect']
4440,[17],Once again the media are blaming the messenger instead of dealing with Islamic violence.,Aspect,['progressive'],['progressive'],['progressive'],True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of ongoing, completed, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the media blaming the messenger.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['progressive'],"[{'Answer': 'no', 'Explanation': 'The sentence does not utilize the simple aspect. The use of are blaming indicates a continuous or progressive aspect, which implies ongoing action rather than a simple fact.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the perfect aspect because there is no indication of a completed action. The verb are blaming is in the present progressive tense, indicating an ongoing action rather than a completed one.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence Once again the media are blaming the messenger instead of dealing with Islamic violence utilizes the progressive aspect, as it expresses an ongoing or habitual action of the media blaming the messenger.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the perfect progressive aspect. The verb are blaming is in the present progressive tense, indicating an ongoing action, but it does not include the perfect aspect (e.g., have been blaming).', 'Property': 'perfect progressive'}]",['progressive']
4650,[],"In the last months of his pontificate, Pope Benedict XVI had convened a meeting of all the apostolic nuncios in Rome, as Paul VI and St. John Paul II had done on several occasions.",Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence describes a simple fact and refers to a completed action in the past ('had convened').""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a past event without indicating any ongoing, habitual, or completed action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a past event, without emphasizing the completion or ongoing nature of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred in the past.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an action that occurred in the past without emphasizing completion, ongoingness, or duration.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred in the past.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],"[{'Answer': 'no', 'Explanation': 'The sentence does not utilize the simple aspect. It uses the past perfect tense (had convened) to indicate an action that occurred before another past action, which is not characteristic of the simple aspect.', 'Property': 'simple'}, {'Answer': 'yes', 'Explanation': 'The sentence utilizes the perfect aspect because it describes a completed action in the past, specifically the action of convening a meeting that had already taken place during Pope Benedict XVIs pontificate.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. It describes past actions that were completed, rather than ongoing, habitual, or incomplete actions typically associated with the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence does not utilize the perfect progressive aspect. Instead, it uses the past perfect tense to indicate an action completed before a certain point in the past. The use of had convened indicates that the meeting took place before a specific time in the past, rather than expressing the ongoing nature of the action.', 'Property': 'perfect progressive'}]",['perfect']
4742,[],He generated her in His Blood and continually revives her with His Spirit!,Aspect,['simple'],['simple'],['simple'],True,"['progressive', 'simple']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains the simple aspect as it expresses a simple fact, and the progressive aspect as it describes an ongoing or habitual action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the subject, without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains the simple aspect in 'He generated her in His Blood' to express a simple fact, and the progressive aspect in 'continually revives her with His Spirit' to show an ongoing or habitual action.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or a combination of the two.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence expresses a simple fact (generation and revival) and also indicates a continuous or ongoing action (continually revives).""
}","['simple', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence expresses a simple fact about the continuous action of generating and reviving, indicating a progressive aspect.""
}","['simple', 'progressive']",0,"['simple', 'progressive']",1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'yes', 'Explanation': 'The sentence He generated her in His Blood and continually revives her with His Spirit! utilizes the simple aspect because it expresses simple facts or habitual actions without indicating any specific time frame.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence He generated her in His Blood and continually revives her with His Spirit! does not utilize the perfect aspect. The verb generated is in the simple past tense, indicating a completed action, but it does not specifically express the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. The verbs generated and revives indicate completed or habitual actions, rather than ongoing or incomplete actions typically associated with the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect progressive aspect. The sentence describes actions that are not ongoing or continuous, so it does not express the end of an ongoing action characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",['simple']
5285,[],"https://t.co/zHBz4gKpkf — Donald Trump Jr. (@DonaldJTrumpJr) July 5, 2018",Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet contains a simple statement without expressing completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet contains a simple statement without any indication of completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet is a simple declarative statement without any indication of completion, ongoing, or habitual action.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet contains a simple statement without any indication of completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet contains a simple statement without any indication of completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet contains a simple statement without any indication of completed, ongoing, or habitual action.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'yes', 'Explanation': 'The sentence Rover eats bones. provided in the context expresses a simple fact, indicating the use of the simple aspect. Therefore, the given sentence utilizes the simple aspect.', 'Property': 'simple'}, {'Answer': 'yes', 'Explanation': 'The sentence Rover has eaten a bone utilizes the perfect aspect, as it expresses a completed action in the past with the use of the auxiliary verb has and the past participle eaten.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence Rover is eating a bone utilizes the progressive aspect, as it expresses an ongoing action of Rover eating a bone at the time of speaking.', 'Property': 'progressive'}, {'Answer': 'yes', 'Explanation': 'The sentence Rover has been eating a bone utilizes the perfect progressive aspect, as it expresses the ongoing action of eating that has been happening up to the present moment.', 'Property': 'perfect progressive'}]","['simple', 'perfect', 'progressive', 'perfect_progressive']"
7815,[],Julian has been vindicated in every possible way and yet he is isolated as few people are these days.,Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",True,['perfect progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates a continuous, ongoing action that has recently ended, which aligns with the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates the completion of an ongoing action, making it a perfect progressive aspect.""
}",['perfect_progressive'],1,"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates the completion of an ongoing action, suggesting that Julian's vindication has been ongoing up to the present moment.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates the completion of an ongoing action, suggesting that Julian's vindication has been ongoing up to the present moment.""
}",['perfect_progressive'],1,['perfect_progressive'],1,0,explanation is just wrong,"['simple', 'perfect']","[{'Answer': 'no', 'Explanation': 'The sentence utilizes the present perfect continuous aspect (has been vindicated) and the simple present tense (he is isolated). Therefore, it does not utilize the simple aspect.', 'Property': 'simple'}, {'Answer': 'yes', 'Explanation': 'The sentence Julian has been vindicated in every possible way utilizes the perfect aspect, as it expresses a completed action of vindication that has relevance to the present moment.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence Julian has been vindicated in every possible way and yet he is isolated as few people are these days utilizes the progressive aspect, as it indicates an ongoing or incomplete action with the use of has been before the verb vindicated and is before the verb isolated.', 'Property': 'progressive'}, {'Answer': 'yes', 'Explanation': 'The sentence Julian has been vindicated in every possible way utilizes the perfect progressive aspect, as it expresses the ongoing action of vindication up to the present moment.', 'Property': 'perfect progressive'}]","['perfect', 'progressive', 'perfect_progressive']"
8743,[],"If papal clarification was ever needed on the long-debated issue of the intended meaning of Amoris Laetitia chapter VIII, such clarification has now been provided for the Church at large.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",True,['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of clarification, without indicating completion, ongoing action, or an ongoing action with a completed element.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has now been provided' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of papal clarification.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of papal clarification.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of papal clarification on a debated issue.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence expresses a simple fact about a completed action, the provision of clarification.""
}","['simple', 'perfect']",0,['simple'],1,0,Seems to be relying on the definition provided in a looser way,"['simple', 'perfect']","[{'Answer': 'yes', 'Explanation': 'The given sentence utilizes the simple aspect because it expresses a simple fact about the past, without emphasizing the ongoing or continuous nature of the action. The verb was indicates the past tense, and has now been provided also indicates a completed action in the present.', 'Property': 'simple'}, {'Answer': 'yes', 'Explanation': 'The sentence such clarification has now been provided utilizes the perfect aspect, as it expresses a completed action in the present time.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. It describes a past event and its current result, but it does not express an ongoing, habitual, or incomplete action characteristic of the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect progressive aspect. It uses the present perfect tense (has been provided), which expresses an action that started in the past and continues into the present, but it does not indicate ongoing action leading up to the present moment, as the perfect progressive aspect would.', 'Property': 'perfect progressive'}]","['simple', 'perfect']"
