,sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
34,263,[3],"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.",Series,[],[],[],True,[],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The sentence implicitly lumps together 'drug dealers' and 'ranchers' as two distinct categories, which is an example of bracketing.""
}",['bracketing'],"{
  ""Properties"": [""bracketing"", ""order (incrementum)""],
  ""Explanation"": ""The statement uses bracketing to lump together drug dealers and ranchers on one side, and ranchers and drug dealers on the other side, implying they are in the same category. Additionally, the order of the items indicates a contrast or reversal of actions between Obama and Trump.""
}","['bracketing', 'order_(incrementum)']","{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'pardoned drug dealers' and 'locked up ranchers' creates a polysyndeton structure in the sentence.""
}",['polysyndenton'],False,"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The statement implicitly lumps together 'drug dealers' and 'ranchers' as two distinct categories, suggesting a contrast between the treatment of these groups by Obama and Trump.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The sentence implicitly lumps together 'drug dealers' and 'ranchers' as two distinct categories, creating a bracketing effect.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The sentence implicitly lumps together 'drug dealers' and 'ranchers' as two distinct categories, creating a bracketing effect.""
}",['bracketing'],1
35,265,[3],"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity.",Series,[],[],[],True,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses a listing structure without any conjunctions, which is characteristic of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'whether or not', 'especially when', and 'indeed because' employs polysyndenton, using conjunctions between every item in the list.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'whether...or', 'especially when', and 'indeed because' indicates the presence of polysyndeton.""
}",['polysyndenton'],False,"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'whether or not' and 'especially when—indeed because—' indicates the presence of polysyndenton in the text.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'whether or not' and 'especially when—indeed because—' indicates the presence of polysyndenton in the text.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the conjunction 'whether or not' and 'especially when' to list conditions, demonstrating the use of polysyndenton.""
}",['polysyndenton'],1
36,271,[3],"That is to say, one could not consecrate a brothel, one could not bless a concentration camp or weapons which are not explicitly ordained for hunting or for legitimate self-defense.",Series,[],[],['asyndenton'],False,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing items without any conjunctions, creating a sense of urgency and emphasis on each item.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'one could not' followed by a list of examples without any conjunctions indicates the presence of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],True,"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],1
37,275,[3],"You believe any woman who goes against a Republican and you don't believe any woman who goes against a Democrat.""",Series,[],[],[],True,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The statement uses asyndenton by listing two contrasting clauses without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The statement uses asyndeton by listing items without the use of conjunctions, creating a sense of rapidity and emphasis.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The statement uses asyndeton by listing contrasting items without using any conjunctions, creating a rhythmic and emphatic effect.""
}",['asyndenton'],True,"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The statement uses asyndeton by listing two contrasting clauses without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The statement uses asyndeton by listing two contrasting groups without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The statement uses asyndeton by listing two contrasting groups without using any conjunctions.""
}",['asyndenton'],1
38,282,[3 9],"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Series,[],[],[],True,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing two clauses ('if Trumpism is not the future of the GOP' and 'it is hard to see what a promising GOP agenda might look like') without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'future of the GOP' and 'promising GOP agenda' creates polysyndenton in the sentence.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by omitting conjunctions when listing the conditions 'if Trumpism is not the future of the GOP' and 'it is hard to see what a promising GOP agenda might look like'.""
}",['asyndenton'],False,"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing two contrasting ideas without any conjunctions, creating a sense of urgency and emphasis.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing two contrasting ideas without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing two contrasting ideas without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],1
39,296,[3],"There is only one Magisterium, he said, and bishops' conferences can only decide about pastoral questions.",Series,[],[],[],True,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and' is missing between 'one Magisterium' and 'he said', indicating an example of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence lists two items ('Magisterium' and 'bishops' conferences') without using any conjunctions, which indicates the use of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'Magisterium', 'bishops' conferences', and 'pastoral questions' demonstrates the presence of polysyndenton in the text.""
}",['polysyndenton'],False,"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses a series of items without any conjunctions, creating a sense of urgency and emphasis on each individual item.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses a series of items without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence lists two items ('one Magisterium' and 'bishops' conferences') without using any conjunctions.""
}",['asyndenton'],1
40,300,[3],"You do not like to beat around the bush, and neither do we, so allow us to say frankly that we do not understand your teaching about Islam, as we read in paragraphs 252 and 253 of Evangelii Gaudium, because it does not account for the fact that Islam came AFTER Christ, and so is, and can only be, an Antichrist (see 1 Jn 2.22), and one of the most dangerous because it presents itself as the fulfillment of Revelation (of which Jesus would have been only a prophet).",Series,[],[],[],True,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence 'You do not like to beat around the bush, and neither do we' uses asyndeton by omitting any conjunctions between the listed items.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text uses asyndeton by listing the reasons without any conjunctions, creating a sense of directness and emphasis on each individual reason.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text uses asyndeton to list the reasons why the speaker does not understand the teaching about Islam. The lack of conjunctions ('and' or 'or') creates a sense of directness and emphasis on each reason.""
}",['asyndenton'],True,"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses the polysyndenton property by using the conjunction 'and' between 'Islam', 'Antichrist', and 'Revelation'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses the polysyndenton property by using the conjunction 'and' between 'frankly', 'we', 'do not understand', 'teaching', 'about Islam', 'as we read', 'because', 'it does not account for', 'and', 'so is, and can only be, an Antichrist'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses polysyndenton by repeating the conjunction 'and' between the items 'Islam', 'Antichrist', and 'fulfillment of Revelation'. This creates a sense of emphasis and urgency in the list.""
}",['polysyndenton'],1
42,311,[3],"The Vatican presents a choice: the world, or Christ.",Series,[],[],[],True,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text uses asyndeton, as there is no conjunction between the listed items 'the world' and 'Christ'.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example uses asyndeton, as it lists two options without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'the world' and 'Christ' in the same sentence implicitly lumps them together as the two choices presented by the Vatican.""
}",['bracketing'],False,"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'the world' and 'Christ' implicitly lumps them into the same category, suggesting a choice between two opposing entities.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The phrase 'the world, or Christ' implicitly lumps 'the world' and 'Christ' into the same category, presenting them as the two options in the choice presented by the Vatican.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'the world' and 'Christ' implicitly lumps them into the same category, suggesting a choice between two opposing entities.""
}",['bracketing'],1
43,313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Series,[],[],[],True,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'or' between 'the world' and 'Our Lord' suggests the polysyndenton property.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses polysyndenton by using the conjunction 'or' between the phrases 'the world or Our Lord'. This repetition of the conjunction emphasizes the mutually exclusive nature of the alternatives.""
}",['polysyndenton'],"{
    ""Properties"": [""bracketing""],
    ""Explanation"": ""The use of 'the world or Our Lord' implicitly lumps these two options into the same category, creating a bracketing effect.""
}",['bracketing'],False,"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'or' between 'the world' and 'Our Lord' creates a polysyndeton, emphasizing the mutually exclusive nature of the alternatives.""
}",['polysyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'the one or wholly to the other' implicitly lumps 'the world' and 'Our Lord' into the same category, making them mutually exclusive alternatives.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'the world or Our Lord' implicitly lumps these two options into the same category, making them mutually exclusive alternatives.""
}",['bracketing'],0
44,319,[3],It’s not coming back.,Series,[],[],[],True,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of the phrase 'It's not coming back' demonstrates asyndeton, as there are no conjunctions between the individual words, creating a sense of urgency and emphasis on each word.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' or another conjunction is absent in the brief statement, creating an asyndeton structure.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'I came, I saw, I conquered.' demonstrates the rhetorical device of asyndeton, as there are no conjunctions used between the listed actions.""
}",['asyndenton'],True,"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],1
45,320,[ 3 16],There will be no turning back.,Series,[],[],[],True,[],"{
    ""Properties"": [""gradatio""],
    ""Explanation"": ""The use of the phrase 'no turning back' implies a progression or chain of causality, suggesting a gradatio in the text.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The absence of conjunction and the use of an increasing sequence ('no turning back') suggests the use of gradatio.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The phrase 'no turning back' suggests a sense of progression or inevitability, similar to a gradatio of events leading to a certain outcome.""
}",['gradatio'],True,"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The phrase 'no turning back' suggests a progression or chain of events, indicating a potential use of gradatio.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The phrase 'no turning back' suggests a progression or chain of events, indicating a gradatio structure.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The phrase 'no turning back' suggests a progression or chain of events, indicating the use of gradatio.""
}",['gradatio'],1
46,325,[3],A caller to the Michael Savage radio show who says he was neighbors with Las Vegas gunman Stephen Paddock asserts that Paddock could not have carried out the massacre and that it was actually a “set-up”.,Series,[],[],[],True,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' is absent in the list of items ('neighbors with Las Vegas gunman Stephen Paddock, asserts that Paddock could not have carried out the massacre, and that it was actually a 'set-up''). As a result, the sentence uses asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' is notably absent when listing the elements of the caller's assertion, suggesting an emphatic, staccato effect.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and' is noticeably absent when listing the reasons given by the caller, demonstrating the use of asyndenton.""
}",['asyndenton'],True,"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text uses asyndeton by listing the caller's assertions without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' between 'neighbors with Las Vegas gunman Stephen Paddock' and 'asserts' is not present, indicating the use of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' between 'could not have carried out the massacre' and 'it was actually a 'set-up' is absent, indicating asyndeton.""
}",['asyndenton'],1
