,sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
12,80,[1],"Also, as this is an unprecedented moment in papal history, perhaps the unprecedented step of recalling Benedict XVI to the Chair of St. Peter should also be considered sooner rather than later, before this crisis gets any more out-of-control than it already is.",Modifying_clauses,"['subordinate', 'comparitive']",[],"['subordinate', 'comparitive']",False,[],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The use of 'rather than' in the clause 'before this crisis gets any more out-of-control than it already is' creates a comparative relationship, indicating a preference for doing something sooner rather than later.""
}",['comparative'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using 'rather than'. The phrase 'sooner rather than later' indicates a comparison of timing.""
}",['comparitive'],"{
  ""Properties"": [
    ""comparitive""
  ],
  ""Explanation"": ""The use of 'rather than' in the phrase 'sooner rather than later' indicates a comparative relationship between the timing of considering the unprecedented step.""
}",['comparitive'],False,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'rather than'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'than' ('sooner rather than later').""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'rather than'.""
}",['comparitive'],1
14,117,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Modifying_clauses,[],[],['adjective'],False,[],"{
  ""Properties"": [""adjective"", ""subordinate""]
}

 	","['adjective', 'subordinate']","{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The sentence contains an adjective clause ('a senior Labour backbencher') and a subordinate clause ('a senior Labour MP has said')""
}","['adjective', 'subordinate']","{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause ('a senior Labour backbencher has written to May urging her to go further') which suggests a causal connection, an adjective clause ('a senior Labour MP has said') providing additional detail, and a noun clause ('he is condoning fascism and his presence is ‘not conducive to the public good’') used for indirect speech and incorporating detail.""
}","['subordinate', 'adjective', 'noun']",False,"{
  ""Properties"": [""adjective"", ""subordinate""]
  ,
  ""Explanation"": ""The sentence contains an adjective clause 'who is condoning fascism' providing additional information about Donald Trump. It also includes a subordinate clause 'and his presence is not conducive to the public good' suggesting a causal connection between the ban request and the reason for it.""
}","['adjective', 'subordinate']","{
  ""Properties"": [""adjective"", ""subordinate""]
}

 	","['adjective', 'subordinate']","{
  ""Properties"": [""adjective"", ""subordinate""]
  ,
  ""Explanation"": ""The sentence contains an adjective clause 'who is condoning fascism' and a subordinate clause 'has written to May urging her to go further'.""
}","['adjective', 'subordinate']",1
15,118,[1],"In any case, note well: the letter to me from the UK Home Office said that I was banned for saying that “[Islam] is a religion and is a belief system that mandates warfare against unbelievers…”",Modifying_clauses,[],[],['noun'],False,[],"{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a modifying clause starting with 'that' (noun clause), suggesting a causal connection ('...for saying that [Islam] is a religion...') and incorporating detail from the letter.""
}","['subordinate', 'adjective', 'noun']","{
  ""Properties"": [""noun""],
  ""Explanation"": ""The presence of the noun clause 'that I was banned for saying that...' indicates the use of a modifying clause for indirect speech or paraphrasing.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'that I was banned for saying that' used to incorporate the content of the letter from the UK Home Office.""
}",['noun'],False,"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'the letter to me from the UK Home Office said that' is a noun clause, used for indirect speech or paraphrasing.""
}",['noun'],"{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""]
}

 	","['subordinate', 'adjective', 'noun']","{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause 'that I was banned for saying' which suggests a causal connection. It also includes an adjective clause 'that mandates warfare against unbelievers' providing additional detail, and a noun clause 'that I was banned for saying' used for indirect speech.""
}","['subordinate', 'adjective', 'noun']",0
16,127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Modifying_clauses,['conditional'],['conditional'],[],False,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause using 'if', suggesting a condition for the loss of faith in the Church.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains the conditional clause 'if Paul VI is canonised', indicating a condition that could lead to a consequence.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause 'if Paul VI is canonised', indicating a condition that, if true, will lead to a particular outcome.""
}",['conditional'],True,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if', indicating a condition that must be met for a certain outcome.""
}",['conditional'],"{
  ""Properties"": [""conditional""]
}",['conditional'],"{
  ""Properties"": [""conditional""]
}

 	",['conditional'],1
17,143,[9 1 8],"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",Modifying_clauses,[],[],['comparitive'],False,[],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause using 'such as' to provide additional information about the gun control extremists.""
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],True,"{
  ""Properties"": [""adjective""]
}

 	",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],1
18,159,[1],This is a very real threat – one that is largely immune to attack from the air.,Modifying_clauses,['noun'],[],[],False,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The given sentence contains a relative clause 'that is largely immune to attack from the air.' This clause provides additional information about the threat, using the relative pronoun 'that'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The relative clause 'one that is largely immune to attack from the air' modifies the noun 'threat' by providing additional detail about the nature of the threat.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'that is largely immune to attack from the air.' This provides additional detail about the threat.""
}",['adjective'],True,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'that is largely immune to attack from the air' is a relative clause using the relative pronoun 'that'. It provides additional detail about the threat.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'that is largely immune to attack from the air' is a relative clause modifying the noun 'threat'. It provides additional detail about the threat.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'that is largely immune to attack from the air', which functions as an adjective modifying the noun 'threat'.""
}",['adjective'],1
19,188,[1],They would be immediate targets should the US and South Korea attack the north.,Modifying_clauses,['conditional'],[],['conditional'],False,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause 'should the US and South Korea attack the north' which expresses a conditional situation.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of 'should' in the sentence indicates a conditional clause, suggesting a hypothetical situation or condition.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'should' which indicates a hypothetical situation.""
}",['conditional'],True,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of 'should' indicates a conditional clause, suggesting a hypothetical situation.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of 'should' indicates a conditional clause, suggesting a hypothetical situation.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause beginning with 'should' indicating a hypothetical situation.""
}",['conditional'],1
20,194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Modifying_clauses,[],[],['noun'],False,[],"{
  ""Properties"": [""comparitive"", ""noun""],
  ""Explanation"": ""The sentence contains a comparative clause 'the meekest man alive was sent to the face of the Pharaoh' and a noun clause 'to tell him to obey or else' used for indirect speech.""
}","['comparitive', 'noun']","{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The sentence includes a relative clause (adjective) 'the meekest man alive' providing additional detail about the man. Additionally, it contains a subordinate clause 'to tell him to obey or else' which suggests a causal connection between the man being sent and the message he delivers to the Pharaoh.""
}","['adjective', 'subordinate']","{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'the meekest man alive', which is functioning as an adjective to modify the noun 'man'.""
}",['adjective'],False,"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'who was sent to the face of the Pharaoh' and an adjective clause 'the meekest man alive'.""
}","['adjective', 'subordinate']",0
22,202,[1],"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",Modifying_clauses,[],[],['conditional'],False,[],"{
  ""Properties"": [
    ""conditional""
  ],
  ""Explanation"": ""The sentence contains a conditional clause with 'just in case,' indicating a possible condition and result.""
}",['conditional'],"{
    ""Properties"": [""conditional""],
    ""Explanation"": ""The presence of the phrase 'just in case' indicates a conditional clause, suggesting a situation that may or may not actually happen.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional subordinating conjunction 'if' in the clause 'just in case' indicates a conditional relationship, suggesting a hypothetical situation.""
}",['conditional'],True,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'just in case' indicates a conditional relationship, suggesting a potential outcome based on a specific condition.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if' ('just in case').""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'just in case' indicates a conditional relationship, suggesting a potential outcome based on a specific condition.""
}",['conditional'],1
23,204,[1],"It has become a superdogma in the Catholic Church: if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.",Modifying_clauses,['conditional'],['conditional'],"['subordinate', 'adjective']",False,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause beginning with 'if' (if you don’t believe that Islam is a Religion of Peace).""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause with 'if' stating a condition and its potential consequence.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if.'""
}",['conditional'],True,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if'.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if'. It presents a condition that, if not believed, leads to a consequence.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if'.""
}",['conditional'],1
24,214,[1],"""One woman (was) screaming through my door that I should be killed and I should die,"" he told reporters at Friday's news conference.",Modifying_clauses,['subordinate'],['noun'],['noun'],False,[],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The text contains a noun clause ('he told reporters at Friday's news conference') that is used for indirect speech and incorporating detail.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'he told reporters at Friday's news conference' is a noun clause used for indirect speech or paraphrasing.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The example contains a noun clause used for indirect speech, as the president's statement is paraphrased and incorporated into the larger sentence.""
}",['noun'],True,"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'that I should be killed and I should die,' which is used for indirect speech, incorporating detail from the president's statement.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'that I should be killed and I should die,' which is used for indirect speech, paraphrasing the man's statement.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'that I should be killed and I should die,' which is used for indirect speech, incorporating the details of what the woman was screaming.""
}",['noun'],1
