,sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
87,1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Phrases_built_on_verbs,[],[],[],True,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'who lead healthy lives of service and faithful lives of celibacy', which provides additional information about the priests and bishops.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'who lead healthy lives of service and faithful lives of celibacy' is a participal phrase, as it describes the priests and bishops and uses the present participle 'lead' to convey ongoing action.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participal phrase 'leading healthy lives of service and faithful lives of celibacy' modifying 'thousands of priests and bishops'. It describes the priests and bishops as being something, having done something.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'leading healthy lives of service and faithful lives of celibacy', which modifies the priests and bishops.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'who lead healthy lives of service and faithful lives of celibacy', which describes the priests and bishops.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'leading healthy lives of service and faithful lives of celibacy', which modifies 'priests and bishops'. This participial phrase provides additional information about the priests and bishops.""
}",['participal_phrases'],1
88,1060,[5 6],That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,['inifinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The text contains a participal phrase 'failed to conclude', which is an adjective phrase headed by the participle 'failed'. This changes the relation of the action 'conclude' to the agent 'he'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'about former CIA Director Richard Helms', which modifies the noun 'point'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example contains a participial phrase 'failing to conclude his article', which modifies the subject 'he'.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'about former CIA Director Richard Helms', which modifies the noun 'point'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'failing to conclude his article' which modifies the subject 'he'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'about former CIA Director Richard Helms', which modifies the noun 'point'.""
}",['participal_phrases'],1
89,1100,[6],"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",Phrases_built_on_verbs,['participal_phrases'],['participal_phrases'],['participal_phrases'],True,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'guiding it towards a close-encounter with a KBO scheduled for 1 January 2019' which modifies the noun 'team'. This phrase is headed by the participle 'guiding'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The text contains a participal phrase 'guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.' This phrase uses the present participle 'guiding' and functions as an adjective phrase modifying 'the mission team'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example contains a participial phrase 'guiding it towards a close-encounter...' which describes the action of the mission team while changing the relation of that action to the agent.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'guiding it towards a close-encounter with a KBO scheduled for 1 January 2019', which modifies the noun 'mission team'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.' This phrase modifies the noun 'mission team' and provides additional information about their action.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.' This phrase modifies the noun 'mission team' and provides additional information about their action.""
}",['participal_phrases'],1
90,1105,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Phrases_built_on_verbs,['participal_phrases'],[],['participal_phrases'],False,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'standing against something so much worse than Liberius', which modifies 'an honest man'.""
}",['participal_phrases'],"{
  ""Properties"": [
    ""participal phrases""
  ],
  ""Explanation"": ""The sentence contains a participal phrase 'standing against something so much worse than Liberius', where the verb 'standing' is used as a present participle to describe the action of the modern-day Athanasius.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participal phrase 'standing against something so much worse than Liberius,' where 'standing' is the participle and the phrase functions as an adjective to describe the modern-day Athanasius.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'standing against something so much worse than Liberius', which modifies the noun 'Athanasius'. This participial phrase provides additional information about Athanasius and his actions.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'standing against something so much worse than Liberius' is a participial phrase, as it uses the present participle 'standing' to describe the action of the modern-day Athanasius.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'standing against something so much worse than Liberius' is a participial phrase, as it is headed by the participle 'standing' and functions as an adjective to describe the modern-day Athanasius.""
}",['participal_phrases'],1
93,1203,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'submitting to the most vicious and brutal ideology on the face of the Earth' modifying the noun 'submission'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'protesting this egregious submission to the most vicious and brutal ideology on the face of the Earth'. It is headed by the present participle 'protesting' and functions as an adjective phrase describing Rich Penkoski.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'to protest this egregious submission to the most vicious and brutal ideology', where 'to protest' acts as the participle modifying the subject 'Rich Penkoski'.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'protest this egregious submission to the most vicious and brutal ideology on the face of the Earth', which modifies the subject 'Rich Penkoski'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth', which modifies the subject 'Rich Penkoski'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'protest this egregious submission to the most vicious and brutal ideology on the face of the Earth', which modifies the subject 'Rich Penkoski'.""
}",['participal_phrases'],1
99,1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,[],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The infinitive phrase 'to stop this Rigged Witch Hunt' functions as an adverbial, indicating the purpose or reason for the action of Attorney General Jeff Sessions.""
}",['infinitive_phrases'],"{
  ""Properties"": [
    ""infinitive phrases""
  ],
  ""Explanation"": ""The use of 'to stop' in 'Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now' is an infinitive phrase functioning as an adverb, explaining why the action should occur.""
}",['infinitive_phrases'],"{
  ""Properties"": [""inifinitive phrases""],
  ""Explanation"": ""The sentence includes an infinitive phrase 'to stop this Rigged Witch Hunt'. This adverbial infinitive directs the interpretation of the action 'should' and tells us why it should occur.""
}",['inifinitive_phrases'],False,"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to stop this Rigged Witch Hunt' which functions as the object of the verb 'should'. This infinitive phrase tells us the purpose or reason for the action.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to stop this Rigged Witch Hunt' which functions as the object of the verb 'should'. This infinitive phrase tells us why Attorney General Jeff Sessions should stop the hunt.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'Rigged Witch Hunt' which modifies the noun 'situation'. This participial phrase is used to convey the nature of the situation.""
}",['participal_phrases'],0
101,1311,[ 8  7 14  6],"As Trump grandly proclaimed, Americans no longer have to fear North Korea and can sleep peacefully at night!",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'grandly proclaimed', which modifies the subject 'Trump'. This phrase describes how Trump made the proclamation.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participal phrase 'grandly proclaimed', in which 'proclaimed' is used as a participle modifying 'Trump'. This changes the relation of the action to the subject.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'grandly proclaimed' is a participial phrase describing how Trump made the proclamation.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'grandly proclaimed', which modifies the subject 'Trump'. This participial phrase provides additional information about the action of the subject.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'grandly proclaimed', which modifies the subject 'Trump'. This participial phrase provides additional information about the action of the subject.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence does not contain any infinitive phrases, but it does contain a participial phrase 'grandly proclaimed', which modifies the subject 'Trump'.""
}",['participal_phrases'],1
103,1344,[7 7],“It’s time for our leaders in Washington to follow the lead of America’s mayors and put public safety over NRA priorities.”,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,[],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The infinitive phrase 'to follow the lead of America’s mayors' functions as an adverb, explaining why the leaders should act.""
}",['infinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The infinitive phrase 'to follow the lead of America's mayors' functions as an adverb, telling us why the leaders in Washington should act in a certain way.""
}",['infinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'putting public safety over NRA priorities' modifying the verb 'follow'. This participle phrase functions as an adjective, providing more information about the action of following.""
}",['participal_phrases'],False,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'following the lead of America's mayors', which modifies the noun 'leaders'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'following the lead of America's mayors', which modifies the action of the leaders in Washington.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'following the lead of America's mayors', which modifies the noun 'leaders'.""
}",['participal_phrases'],1
105,1354,[7],"“I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in our elections.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'on numerous occasions' modifying the verb 'noted'. This participial phrase functions as an adverb to provide additional information about the action of noting.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participal phrase 'having noted our intelligence findings' which modifies the subject 'I'. This participal phrase provides additional information about the action of noting the intelligence findings.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence includes a participial phrase 'having noted our intelligence findings' which modifies the subject 'I'. This participial phrase functions as an adjective phrase providing additional information about the subject.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'on numerous occasions, noted our intelligence findings', which modifies the subject 'I'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'on numerous occasions' which modifies the verb 'noted'. This participial phrase functions as an adverbial phrase, providing additional information about the action of noting the intelligence findings.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'on numerous occasions' which modifies the verb 'noted'. This participial phrase functions as an adverbial phrase providing additional information about the action of noting.""
}",['participal_phrases'],1
106,1355,[6 8 7],The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'failing to protect America' which describes the action of Brennan and Clapper. It is used to modify the noun 'failure'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt'. This participial phrase modifies the noun 'intensity and nastiness', indicating that it is describing the type of attempt being made.""
}",['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The participial phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' modifies the noun 'intensity and nastiness', indicating who is exhibiting the intensity and nastiness.""
}",['participial_phrases'],False,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' which modifies the noun 'intensity and nastiness'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' functions as a participial phrase, describing the intensity and nastiness of the individuals.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' which modifies the noun 'intensity and nastiness'.""
}",['participal_phrases'],1
107,1369,[7],"We imported goods ""Made in China,"" while exporting our future.",Phrases_built_on_verbs,['participal_phrases'],[],[],False,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'Made in China' is a participial phrase modifying the noun 'goods'. It describes the origin of the goods and is headed by the participle 'Made'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participal phrase 'Made in China,' which modifies the noun 'goods' and provides additional information about the origin of the goods.""
}",['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The phrase 'Made in China' is a participial phrase as it describes the goods being made, indicating their origin.""
}",['participial_phrases'],False,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'Made in China,' which modifies the noun 'goods.' This participial phrase provides additional information about the origin of the goods.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'Made in China' is a participial phrase modifying the noun 'goods'. It describes the origin of the goods.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'Made in China,' which modifies the noun 'goods.'""
}",['participal_phrases'],1
109,1390,[7 9],"Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.",Phrases_built_on_verbs,['participal_phrases'],[],['participal_phrases'],False,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'selling the American people on the idea of a cooperative Iran' which modifies the subject 'Barack Obama'. This phrase functions as an adjective describing the action attributed to Barack Obama.""
}",['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'selling the American people on the idea of a cooperative Iran' which modifies the subject 'Barack Obama'.""
}",['participial_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains the participal phrase 'selling the American people on the idea of a cooperative Iran' which describes the action Barack Obama spent considerable time doing.""
}",['participal_phrases'],False,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'selling the American people on the idea of a cooperative Iran' which modifies the subject 'Barack Obama'. This participial phrase provides additional information about the action of 'Barack Obama' and changes the relation of that action to the agent.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'selling the American people on the idea of a cooperative Iran', which modifies the subject 'Barack Obama'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'selling the American people on the idea of a cooperative Iran', which modifies the subject 'Barack Obama'. This participial phrase provides additional information about the action of the subject.""
}",['participal_phrases'],1
110,1405,[ 7 13],"I want to bring our soldiers back home,"" Trump said.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,['inifinitive_phrases'],"{
    ""Properties"": [""participal phrases""],
    ""Explanation"": ""The sentence contains a participial phrase 'bringing our soldiers back home,' which modifies the subject 'Trump' by indicating what he wants to do.""
}",['participal_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The phrase 'to bring our soldiers back home' is an infinitive phrase. It functions as an adverb, explaining why Trump wants to do something.""
}",['infinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence does not contain an infinitive phrase, but it does contain a participial phrase 'bringing our soldiers back home', where 'bringing' is the present participle of the verb 'bring'. This participial phrase modifies the subject 'Trump', functioning as an adjective to describe what he wants.""
}",['participal_phrases'],False,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence does not contain any infinitive phrases, but it does contain a participial phrase 'bringing our soldiers back home,' which modifies the subject 'Trump' and functions as an adjective.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'bringing our soldiers back home,' which modifies the noun 'soldiers' and provides additional information about the action.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'bringing our soldiers back home,' which modifies the subject 'Trump' and functions as an adjective.""
}",['participal_phrases'],1
113,1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Phrases_built_on_verbs,[],[],[],True,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence includes the participial phrase 'operated alone from the 32nd floor' which functions as an adjective to describe the narrative. It changes the relation of the action 'operated' to the agent, Stephen Paddock.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'operated alone from the 32nd floor', which modifies the subject 'narrative'. This phrase presents additional information about the action in the sentence.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'operated alone from the 32nd floor' is a participial phrase ('operated' being the participle) modifying the noun 'narrative'. It presents the action of operating as part of the description of the narrative, changing the relation of the action to the noun.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'operated alone from the 32nd floor of the Mandalay Bay Hotel', which modifies the noun 'narrative'. This participial phrase provides additional information about the action of the noun, 'narrative'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'operated alone from the 32nd floor of the Mandalay Bay Hotel' which modifies the noun 'narrative'. This participial phrase provides additional information about the narrative and changes the relation of the action 'operated' to the agent.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'operated alone from the 32nd floor of the Mandalay Bay Hotel' is a participial phrase, as it uses the participle 'operated' to describe the action of Stephen Paddock.""
}",['participal_phrases'],1
114,1589,[8 6],"In the tragic comedy of denial that every Islamic terrorism investigation inevitably becomes, the authorities are still hunting around for his motiv Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'being known for its anti-Semitism' is a participal phrase because it uses the present participle 'being' to describe the killer's family, changing the relation of their anti-Semitism to their identity.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The text contains a participial phrase 'Yonathan Halimi, Sarah Lucy’s son, describes', with the participle 'describes' modifying the noun phrase 'Yonathan Halimi, Sarah Lucy’s son'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'being known for its anti-Semitism.' This phrase describes the killer's family and functions as an adjective modifying the family."" 
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'being known for its anti-Semitism', which modifies the noun 'family'. This participial phrase provides additional information about the family and functions as an adjective phrase.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'being known for its anti-Semitism' which describes the killer's family. This phrase functions as an adjective modifying the noun 'family'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'being known for its anti-Semitism', which modifies 'the killer's family'.""
}",['participal_phrases'],1
115,1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Phrases_built_on_verbs,[],[],[],True,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'paper-shuffling exercise' is a participal phrase ('paper-shuffling') used as an adjective to modify the noun 'exercise'. It describes the nature of the exercise.""
}",['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'paper-shuffling exercise,' which describes the group and functions as an adjective.""
}",['participial_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'paper-shuffling exercise' is a participial phrase modifying the noun 'group', indicating the nature or characteristic of the group.""
}",['participal_phrases'],False,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'paper-shuffling exercise', which describes the group. The phrase 'paper-shuffling' functions as an adjective to modify 'exercise'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence does not contain any infinitive phrases, but it does contain a participial phrase 'paper-shuffling exercise' which describes the group.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'paper-shuffling exercise' which modifies the noun 'group'. This participial phrase functions as an adjective to describe the nature of the group.""
}",['participal_phrases'],1
116,2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Phrases_built_on_verbs,[],[],[],True,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example contains a participal phrase 'sisters so old that even the federation structures are breaking down.' The phrase 'so old that even the federation structures are breaking down' is a participal phrase modifying 'sisters.'""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'sisters so old that even the federation structures are breaking down' is a participial phrase, as it describes the 'sisters' and changes the relation of their age to the situation.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence includes a participial phrase 'sisters so old' modifying the noun 'case.' This participial phrase provides additional information about the 'case' in question.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'sisters so old that even the federation structures are breaking down' functions as an adjective phrase describing the case of the Netherlands. It is headed by the participle 'breaking', making it a participal phrase.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'sisters so old that even the federation structures are breaking down', which modifies the noun 'sisters'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'sisters so old that even the federation structures are breaking down', which describes the noun 'sisters'.""
}",['participal_phrases'],1
117,2128,[8],"A litany of lives of total moral, physical, emotional devastation suffered by victims of homosexual clerics.",Phrases_built_on_verbs,[],[],[],True,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example includes a participial phrase 'suffered by victims of homosexual clerics' which describes the nature of the devastation experienced by the victims.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example contains a participial phrase 'suffered by victims of homosexual clerics', where 'suffered' is a past participle that modifies the noun 'victims'. This participle phrase provides additional information about the noun.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'suffered by victims of homosexual clerics' is a participal phrase, providing additional information about the 'litany of lives of total moral, physical, emotional devastation'. It is using the participle 'suffered' to describe the state of the victims.""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'suffered by victims of homosexual clerics' is a participial phrase, as it uses the past participle 'suffered' to describe the victims of the homosexual clerics.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'suffered by victims of homosexual clerics' is a participial phrase, as it describes the victims and is headed by the participle 'suffered'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'suffered by victims of homosexual clerics' is a participial phrase, as it describes the victims and is headed by the participle 'suffered'.""
}",['participal_phrases'],1
118,2198,[16  6  8],"That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],False,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'being imposed on him by Pope Benedict' is a participial phrase, indicating the action imposed on McCarrick.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'imposed on him by Pope Benedict' is used in the text to modify the noun 'sanctions'. The phrase 'imposed on him by Pope Benedict' functions as an adjective to provide more information about the sanctions.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'sanctions that had been imposed on him by Pope Benedict' is a participal phrase modifying the noun 'sanctions.'""
}",['participal_phrases'],True,"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'imposed on him by Pope Benedict' modifies the noun 'sanctions'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'imposed on him by Pope Benedict' modifies the noun 'sanctions'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'sanctions that had been imposed on him by Pope Benedict' is a participial phrase modifying the noun 'sanctions'.""
}",['participal_phrases'],1
