sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_FT_Maj_gpt3.5_0.0_V3_2,property_FT_Maj_gpt3.5_0.0_V3_2
127,[1],"I have seen a veritable chorus of Catholics on social media declaring that if Paul VI is canonised, their loss of faith in the Church as an institution will be complete.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' serves as an appositive, renaming the noun 'loss', thus qualifying for the appositive property.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is built on the noun 'chorus', renaming the noun it modifies ('Catholics'). Therefore, it exhibits the property of appositives.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, as it renames and provides additional information about the noun 'Catholics'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' and providing additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a veritable chorus of Catholics' is an appositive, renaming the noun 'Catholics' with additional information.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
159,[1],This is a very real threat – one that is largely immune to attack from the air.,Phrases_built_on_nouns,['summative_modifier'],['summative_modifier'],['summative_modifier'],True,[],"{
  ""Properties"": [""summatve modifier""],
  ""Explanation"": ""The phrase 'a very real threat' serves as a summative modifier, summarizing or generalizing the preceding clause 'This is a threat'.""
}",['summatve_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' summarizes or generalizes the preceding clause 'This is a very real threat', making it a summative modifier.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a very real threat' is an appositive, renaming the noun 'threat' with additional information.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' is an appositive, as it renames and provides additional information about the noun 'threat'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one that is largely immune to attack from the air' renames and further describes the noun 'threat'.""
}",['appositives'],1,['appositives'],1.0,0.0,GPT mixes up appositives with summative modifiers,['summative_modifier'],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
188,[1],They would be immediate targets should the US and South Korea attack the north.,Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' acts as an appositive, renaming 'they' as immediate targets.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' renames or further identifies 'targets'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the US and South Korea' serves as an appositive, renaming the noun 'targets' by providing more information about it.""
}",['appositives'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'immediate targets' summarizes or generalizes the preceding clause 'They would be immediate targets should the US and South Korea attack the north.'""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
194,[9 1],"Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, as it renames the noun 'man' by providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' renames the noun 'man' and functions as an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, as it renames or further describes the noun 'man'.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, renaming the noun 'man'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, renaming the noun 'man'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the meekest man alive' is an appositive, renaming the noun 'man'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
199,[1],"“When Kavanaugh is on the Supreme Court, undermining our #4thAmendment right against unreasonable searches and seizures, it will be too late for others to join me.”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' summarizes or generalizes the preceding clause about Kavanaugh being on the Supreme Court.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' is an appositive built on the noun 'Kavanaugh', renaming and providing additional information about him.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' acts as an appositive, renaming 'Kavanaugh'.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' is an appositive, renaming the noun 'Kavanaugh' and providing additional information about him.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' is an appositive, as it renames 'Kavanaugh' by providing additional information about him.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'undermining our #4thAmendment right against unreasonable searches and seizures' is an appositive, as it renames 'Kavanaugh' by providing additional information about him.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
202,[1],"A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'into a state of panic' is a noun phrase summarizing or generalizing the potential consequence of a grid failure.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' serves as a summative modifier, summarizing the potential outcome of a grid failure.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' summarizes or generalizes the preceding clause 'fling the United States into'.""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' summarizes or generalizes the preceding clause 'fling the United States into a state of panic.'""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' summarizes or generalizes the preceding clause 'fling the United States into'.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'a state of panic' summarizes or generalizes the preceding clause 'fling the United States into'.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
204,[1],"It has become a superdogma in the Catholic Church: if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' acts as an appositive, renaming and further describing the noun 'It'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' renames and further explains the noun 'superdogma' in the sentence.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' is an appositive, as it renames and further describes the noun 'it', modifying the noun 'superdogma'.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' is an appositive, renaming the noun 'It'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' is an appositive, renaming the noun 'superdogma' and providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a superdogma in the Catholic Church' is an appositive, renaming the noun 'It' in the sentence.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
214,[1],"""One woman (was) screaming through my door that I should be killed and I should die,"" he told reporters at Friday's news conference.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'One woman' serves as an appositive, renaming the noun 'screaming'. It also functions as a resumptive modifier by repeating the noun it modifies ('woman').""
}","['appositives', 'resumptive_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'One woman' serves as an appositive, renaming the noun 'screaming' and providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'One woman' serves as an appositive, renaming or clarifying the noun 'screaming.'""
}",['appositives'],False,"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'One woman' is repeated in the clause 'screaming through my door that I should be killed and I should die,' serving as a resumptive modifier.""
}",['resumptive_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'One woman' renames or identifies the noun 'screaming,' making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'One woman' renames or identifies the noun 'screaming' and provides additional information about it.""
}",['appositives'],0,['appositives'],1.0,0.0,GPT explanation males no sense,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
219,[1],"While Iran told the U.N. nuclear watchdog agency on Tuesday that it plans only to increase enrichment within limits set by 2015 deal, the announcement came with threats from a top Iranian official that the activities could be quickly expanded.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' renames and provides additional information about the noun 'threats'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' is an appositive, renaming the noun 'official'. It provides additional information about the noun and helps specify which official is being referred to.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' renames and provides additional information about 'threats' in the sentence.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' is an appositive, renaming the noun 'official' and providing additional information about it.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' is an appositive, renaming the noun 'threats' that it modifies.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'a top Iranian official' is an appositive, renaming and providing additional information about the noun 'official'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
243,[2 6],Women everywhere should be furious.,Phrases_built_on_nouns,[],[],[],True,[],"{
    ""Properties"": [""summative modifier""],
    ""Explanation"": ""The phrase 'Women everywhere should be furious' can be seen as a summative modifier summarizing or generalizing the sentiment of the preceding clause or phrase.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Women everywhere should be furious' acts as a summative modifier, summarizing or generalizing the sentiment of the preceding statement.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'women everywhere should be furious' can be considered a summative modifier as it summarizes or generalizes the sentiment of the preceding clause.""
}",['summative_modifier'],True,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Women everywhere should be furious' can be seen as a summative modifier summarizing the sentiment of the preceding clause.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Women everywhere should be furious' is a summative modifier as it summarizes or generalizes the sentiment of the preceding clause or phrase.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Women everywhere should be furious' acts as a summative modifier, summarizing or generalizing the sentiment of the preceding clause.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
244,[2],"Why not, one could say, since the Church is ready to bless nearly everything on the earth?",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'since the Church is ready to bless nearly everything on the earth' summarizes or generalizes the preceding clause 'Why not, one could say'.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'since the Church is ready to bless nearly everything on the earth' renames and provides more information about 'the Church'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one could say' renames 'Why not' and functions as an appositive by providing additional information.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Church' is followed by an appositive 'ready to bless nearly everything on the earth' which renames and further describes the Church.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'since the Church is ready to bless nearly everything on the earth' renames or explains the noun 'one' in the sentence, making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Church' is followed by an appositive 'ready to bless nearly everything on the earth', which renames and further describes the noun 'the Church'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
245,[2],"I am sure there are many many others, too, who think alike, but whom I do not know.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'many many others' functions as a resumptive modifier by repeating and clarifying the noun 'others' that it modifies.""
}",['resumptive_modifier'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'many many others' repeats and emphasizes the noun 'others,' serving as a resumptive modifier.""
}",['resumptive_modifier'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'many many others,' is a resumptive modifier, as it repeats and elaborates on the noun 'others' in the previous clause.""
}",['resumptive_modifier'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'many many others' renames or identifies the group of people being referred to, similar to an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'many many others' renames or identifies the noun 'people' in the sentence, making it an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'many many others' renames or identifies the group of people who think alike, serving as an appositive to the noun 'others'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
247,[13  2],"“But it is extremely dangerous as the head of the Catholic Church — you know, the last appeal — that this is the kind of behavior that is going to be mimicked around the world by bishops, [who will say] ‘Well if the Pope is not going to intervene and impose zero tolerance, why should I?’”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' is an appositive that renames 'it', providing additional information about the noun 'dangerous'.""
}",['appositives'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'the last appeal' serves as a resumptive modifier, repeating and clarifying the noun 'head of the Catholic Church.'""
}",['resumptive_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' renames 'it' in the sentence, making it an appositive.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' is an appositive, renaming the noun 'it' which it modifies.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' is an appositive, renaming the noun 'it' (referring to the head of the Catholic Church).""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' is an appositive, renaming the noun 'it' (referring to the Pope) that it modifies.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
249,[2],"Although the claims are intriguing, it is important to remember that after virtually every terror attack and mass shooting, friends and neighbors express shock that the culprit would be capable of carrying out such horrors, with some outright denying it to be possible.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'friends and neighbors' is repeated using 'shock' and 'outright denying' as resumptive modifiers, indicating the repetition of the noun it modifies.""
}",['resumptive_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'after virtually every terror attack and mass shooting' summarizes or generalizes the preceding clause 'it is important to remember that' by providing a broad overview of the situations being discussed.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'friends and neighbors' serves as an appositive, renaming the earlier noun 'people'. Additionally, the resumptive modifier 'some' repeats the noun 'friends and neighbors', creating a resumptive modifier.""
}","['appositives', 'resumptive_modifier']",False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'friends and neighbors' renames the noun 'people' and provides additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'friends and neighbors' renames the noun 'people' and provides additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'friends and neighbors' renames the noun 'people' and provides additional information about them.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
253,[3 8],Either that or they can go whine to the New York Times some more because the Jewish community won't let them burn crosses on their lawn.,Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' renames or further identifies the subject 'they'.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'the Jewish community won't let them burn crosses on their lawn' summarizes or generalizes the preceding clause 'they can go whine to the New York Times some more'.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' acts as an appositive, renaming and providing additional information about the noun 'them'.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' renames or identifies the noun 'them', serving as an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' is an appositive, renaming the noun 'them'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' renames or identifies the noun 'them', serving as an appositive.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
263,[3],"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [
    ""appositives"",
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'Obama pardoned drug dealers and locked up ranchers' acts as a summative modifier, summarizing or generalizing the preceding clause. Additionally, 'drug dealers' and 'ranchers' act as appositives, renaming the nouns 'Obama' and 'Trump' respectively.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' serves as a summative modifier, summarizing the preceding clause about Obama's actions.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' summarizes or generalizes the preceding clause 'While Obama pardoned drug dealers and locked up ranchers'.""
}",['summative_modifier'],False,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' summarizes or generalizes the preceding clause about Obama's actions.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' summarizes or generalizes the preceding clause about Obama's actions.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' summarizes or generalizes the preceding clause about Obama's actions.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
271,[3],"That is to say, one could not consecrate a brothel, one could not bless a concentration camp or weapons which are not explicitly ordained for hunting or for legitimate self-defense.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' is an appositive, renaming the noun 'weapons'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The noun 'brothel' is renamed and further explained by the appositive 'a concentration camp'.""
}",['appositives'],"{
  ""Properties"": [
    ""appositives"",
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' acts as an appositive, renaming and further explaining the noun 'weapons'. Additionally, the phrase 'one could not consecrate a brothel, one could not bless a concentration camp' functions as a summative modifier, summarizing the preceding clauses.""
}","['appositives', 'summative_modifier']",False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' is an appositive, as it renames and further describes the noun 'weapons'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' is an appositive, renaming the noun 'weapons'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' is an appositive, as it renames or further describes the noun 'weapons'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'no', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'no', 'Property': 'summative modifier'}]",[]
