sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_FT_Maj_gpt3.5_0.0_V3_2,property_FT_Maj_gpt3.5_0.0_V3_2
3123,[9],"With the “arch-conservative” “Rottweiler” Ratzinger in CDF, why do we have the situation we have today?",Mood,['interrogative'],['interrogative'],['interrogative'],True,"['interrogative', 'indicative']","{
    ""Properties"": [
        ""interrogative""
    ],
    ""Explanation"": ""The text contains an interrogative form, asking a question about the reason for a particular situation.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative form, indicating that it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood, asking a question about the reason for a certain situation.""
}",['interrogative'],True,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it asks a question.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],"[{'Answer': 'yes', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",['indicative']
3397,[9],"After Oswald supposedly tried to “defect” to the Soviet Union and promised to give the Russians all the secrets he learned about in the military, why would U.S. officials agree to let him back in the country, and with a communist wife?",Mood,['interrogative'],['interrogative'],['interrogative'],True,"['interrogative', 'indicative']","{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative sentence, asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it asks a question about the reasoning behind a decision made by U.S. officials.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it asks a question.""
}",['interrogative'],True,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it asks a question about the reasoning behind a decision made by U.S. officials.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it asks a question about the actions of U.S. officials.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],"[{'Answer': 'yes', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",['indicative']
3797,[11],"How many defenseless (unarmed) people are robbed, assaulted, accosted, beaten up, raped, wounded, paralyzed, or killed in a year’s time?",Mood,['interrogative'],['interrogative'],['interrogative'],True,['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative structure as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative sentence, asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],True,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],"[{'Answer': 'yes', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",['indicative']
3804,[ 6 11],"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?",Mood,['interrogative'],['interrogative'],['interrogative'],True,['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a direct question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a direct question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question to obtain information.""
}",['interrogative'],True,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question to inquire about a specific point that Shapira may have omitted from his article.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, seeking information about a specific point that the author left out of the article.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],"[{'Answer': '{', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
4270,[14],Long live the Fifth Estate!”,Mood,"['optative', 'exclamatory']",['exclamatory'],['exclamatory'],False,"['optative', 'exclamatory']","{
  ""Properties"": [""optative""],
  ""Explanation"": ""The use of 'long live' expresses a wish for the Fifth Estate to thrive, making it an optative mood.""
}",['optative'],"{
  ""Properties"": [""optative""],
  ""Explanation"": ""The use of 'long live' expresses a wish or hope for the continued existence or success of the Fifth Estate.""
}",['optative'],"{
  ""Properties"": [""optative""],
  ""Explanation"": ""The expression 'Long live the Fifth Estate!' is a wish for the longevity and success of the Fifth Estate, making it optative mood.""
}",['optative'],True,"{
  ""Properties"": [""optative""],
  ""Explanation"": ""The use of 'Long live' expresses a wish for the continued existence or success of the Fifth Estate.""
}",['optative'],"{
  ""Properties"": [""optative""],
  ""Explanation"": ""The use of 'Long live' expresses a wish for the continued existence or success of the Fifth Estate.""
}",['optative'],"{
  ""Properties"": [""optative""],
  ""Explanation"": ""The use of 'Long live' expresses a wish for the continued existence or success of the Fifth Estate, making it an optative mood.""
}",['optative'],1,['optative'],0,0,,"['exclamatory','optative']","[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
4292,[14],"The leaders of the Islamic Republic of Iran order their people to chant “Death to America” in mosques every Friday, and repeatedly vow that they will ultimately destroy the United States of America and the state of Israel.",Mood,['indicative'],['indicative'],[],False,"['imperative', 'indicative']","{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The text uses the indicative mood to express a simple statement of fact about the actions of the leaders of the Islamic Republic of Iran. Additionally, the imperative mood is present in the directive to chant 'Death to America.'""
}","['indicative', 'imperative']","{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The text contains indicative mood as it expresses a simple statement of fact, and imperative mood as it includes a directive or command to chant 'Death to America' in mosques.""
}","['indicative', 'imperative']","{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The text contains an indicative mood as it expresses a simple statement of fact or opinion. It also includes an imperative mood as it contains a directive/command ('order their people to chant “Death to America”').""
}","['indicative', 'imperative']",True,"{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The text uses the indicative mood to express a simple statement of fact about the actions of the leaders of the Islamic Republic of Iran. Additionally, the imperative mood is used to convey the directive or command given to their people to chant 'Death to America' in mosques every Friday.""
}","['indicative', 'imperative']","{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The text uses the indicative mood to express a simple statement of fact about the leaders of the Islamic Republic of Iran. It also contains an imperative mood as it includes a directive or command to chant 'Death to America' in mosques every Friday.""
}","['indicative', 'imperative']","{
  ""Properties"": [""indicative"", ""imperative""],
  ""Explanation"": ""The text uses the indicative mood to express a simple statement of fact about the actions of the leaders of the Islamic Republic of Iran. It also contains an imperative mood as it includes a directive or command given by the leaders to their people.""
}","['indicative', 'imperative']",1,"['indicative', 'imperative']",1,0,,['indicative'],"[{'Answer': 'yes', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",['indicative']
4318,[14],Kill the Messenger,Mood,['imperative'],['imperative'],['imperative'],True,['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The statement 'Kill the Messenger' is a command or directive, making use of the imperative mood.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The phrase 'Kill the Messenger' is in the imperative mood, as it is a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it is giving a direct command to 'Kill the Messenger.'""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it is a command or directive to 'Kill the Messenger.'""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it is a command or directive to 'Kill the Messenger'.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it is giving a command or directive to 'kill the messenger.'""
}",['imperative'],1,['imperative'],1,1,,['imperative'],"[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
4392,[16],"“No evidence…” Lie big, lie often, and when caught, keep lying.",Mood,['indicative'],['indicative'],['imperative'],False,"['imperative', 'indicative']","{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The sentence contains an imperative mood, as it gives a command or directive to 'lie big, lie often, and when caught, keep lying.'""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it includes a command or directive to 'lie big, lie often, and when caught, keep lying.'""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it consists of a command or directive to lie big, lie often, and keep lying when caught.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it gives a directive or command to 'lie big, lie often, and when caught, keep lying.'""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it gives a directive or command to 'lie big, lie often, and when caught, keep lying.'""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it gives a command or directive to 'lie big, lie often, and when caught, keep lying.'""
}",['imperative'],1,['imperative'],1,1,,['imperative'],"[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
4405,[16],So interesting!,Mood,['exclamatory'],['exclamatory'],['exclamatory'],True,['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The use of the exclamation 'So interesting!' expresses strong emotion and enthusiasm, indicating an exclamatory mood.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The text expresses surprise or strong emotion, indicating the use of the exclamatory mood.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The text contains an exclamatory sentence expressing strong emotion.""
}",['exclamatory'],True,"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The text contains an exclamatory expression, as it expresses strong emotion or surprise.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The text contains an exclamation expressing strong emotion.""
}",['exclamatory'],"{
  ""Properties"": [""exclamatory""],
  ""Explanation"": ""The text contains an exclamatory sentence expressing surprise or strong emotion.""
}",['exclamatory'],1,['exclamatory'],1,1,,['exclamatory'],"[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
4436,[16],“So what if this code is a gun?”,Mood,"['interrogative', 'subjunctive']",['interrogative'],['exclamatory'],False,['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood because it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood to seek information or clarification.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The example contains an interrogative mood, as it is asking a question.""
}",['interrogative'],True,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],"[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
4448,[17],"@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",Mood,['imperative'],['imperative'],['imperative'],True,['imperative'],"{
  ""Properties"": [
    ""imperative""
  ],
  ""Explanation"": ""The text contains an imperative mood as it includes a directive/command to Theresa May.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it gives a directive or command to Theresa May.""
}",['imperative'],"{
  ""Properties"": [
    ""imperative""
  ],
  ""Explanation"": ""The text contains an imperative mood as it is issuing a command or directive to Theresa May.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it is giving a command or directive to Theresa May.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it is giving a command or directive to Theresa May.""
}",['imperative'],"{
  ""Properties"": [
    ""imperative""
  ],
  ""Explanation"": ""The text contains an imperative mood, as it is giving a command or directive to Theresa May.""
}",['imperative'],1,['imperative'],1,1,,['imperative'],"[{'Answer': 'yes', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",['indicative']
4458,[ 8 17],"They want to prosecute Assange and maybe hang him from the rafters in Congress, but what about Judith Miller and The New York Times lying the West into war?",Mood,"['interrogative', 'indicative']",['interrogative'],['interrogative'],False,"['interrogative', 'indicative']","{
  ""Properties"": [""imperative"", ""interrogative""],
  ""Explanation"": ""The text contains an imperative statement 'prosecute Assange' and an interrogative question 'what about Judith Miller and The New York Times lying the West into war?'""
}","['imperative', 'interrogative']","{
  ""Properties"": [""interrogative"", ""subjunctive""],
  ""Explanation"": ""The text contains an interrogative mood with the question 'but what about Judith Miller and The New York Times lying the West into war?' It also involves the subjunctive mood in 'They want to prosecute Assange and maybe hang him from the rafters in Congress' expressing a hypothetical or possible situation.""
}","['interrogative', 'subjunctive']","{
  ""Properties"": [""indicative"", ""interrogative""]
  ,
  ""Explanation"": ""The sentence contains a statement expressing a fact or opinion ('They want to prosecute Assange') and a question ('but what about Judith Miller and The New York Times lying the West into war?'). This indicates the use of both indicative and interrogative moods.""
}","['indicative', 'interrogative']",False,"{
  ""Properties"": [""interrogative"", ""imperative""],
  ""Explanation"": ""The text contains an interrogative sentence ('but what about Judith Miller and The New York Times lying the West into war?') and an imperative ('prosecute Assange and maybe hang him from the rafters in Congress').""
}","['interrogative', 'imperative']","{
  ""Properties"": [""subjunctive"", ""interrogative""],
  ""Explanation"": ""The use of 'want' expresses a hypothetical or possible situation, indicating the use of the subjunctive mood. The sentence also contains an interrogative mood as it asks a question.""
}","['subjunctive', 'interrogative']","{
  ""Properties"": [""indicative"", ""interrogative""]
}

 	","['indicative', 'interrogative']",0,"['interrogative', 'imperative']",0,0,,"['interrogative', 'subjunctive']","[{'Answer': '{', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
9674,[],"Hannity asks, ""Why are people willing to throw out due process, equal justice under the law and the presumption of innocence?""",Mood,['interrogative'],['indicative'],['interrogative'],False,['interrogative'],"{
  ""Properties"": [
    ""interrogative""
  ],
  ""Explanation"": ""The sentence contains an interrogative mood, as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood, as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The example contains an interrogative mood as it is asking a question.""
}",['interrogative'],True,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The example contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains an interrogative mood as it asks a question.""
}",['interrogative'],1,['interrogative'],0,1,,['interrogative'],"[{'Answer': 'yes', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",['indicative']
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Mood,['interrogative'],['interrogative'],['interrogative'],True,['interrogative'],"{
  ""Properties"": [
    ""interrogative""
  ],
  ""Explanation"": ""The text contains an interrogative sentence, as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [
    ""interrogative""
  ],
  ""Explanation"": ""The example text contains an interrogative mood, as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [
    ""interrogative""
  ],
  ""Explanation"": ""The sentence is asking a question, making use of the interrogative mood.""
}",['interrogative'],True,"{
  ""Properties"": [
    ""interrogative""
  ],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [
    ""interrogative""
  ],
  ""Explanation"": ""The text contains an interrogative mood as it is asking a question.""
}",['interrogative'],"{
  ""Properties"": [
    ""interrogative""
  ],
  ""Explanation"": ""The example contains an interrogative mood as it is asking a question.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],"[{'Answer': 'yes', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",['indicative']
10442,[],"What size of bakery would you need to make 10,000 loaves of bread?… What if you wanted to make 50,000 loaves of bread an hour?",Mood,"['interrogative', 'subjunctive']",['interrogative'],['interrogative'],False,['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains interrogative mood, as it consists of questions asking for information or clarification.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains interrogative mood as it is asking questions about the size of the bakery needed to produce specific quantities of bread.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains interrogative mood as it is asking questions.""
}",['interrogative'],True,"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains interrogative mood as it asks questions about the size of bakery needed to produce a certain quantity of loaves of bread.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains interrogative mood as it is asking questions about the size of bakery needed to produce a certain quantity of loaves of bread.""
}",['interrogative'],"{
  ""Properties"": [""interrogative""],
  ""Explanation"": ""The text contains interrogative mood as it asks questions about the size of bakery needed to make a certain number of loaves of bread.""
}",['interrogative'],1,['interrogative'],1,1,,['interrogative'],"[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
10448,[],Anybody?,Mood,['interrogative'],['interrogative'],['interrogative'],True,['interrogative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative statement, as it includes a command or directive to someone.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood, as it includes a command or directive.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it issues a directive or command to Theresa May.""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it includes a command or directive, specifically addressing someone to focus on a particular issue.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The use of 'Anybody?' is an imperative form, as it is a command or directive asking for someone to respond.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it includes a command or directive, specifically addressing someone with the phrase 'dont focus on me'.""
}",['imperative'],1,['imperative'],1,0,,['interrogative'],"[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
11157,[],"Debra Katz, the lawyer representing the woman accusing Brett Kavanaugh of sexual assault, has donated thousands of dollars to Obama, Hillary and the DNC!",Mood,['indicative'],['exclamatory'],['exclamatory'],False,"['indicative', 'exclamatory']","{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact about Debra Katz's donations, using the indicative mood of the verb 'has donated'.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact, indicating the lawyer's action of donating money to Obama, Hillary, and the DNC.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact about the lawyer's political donations, using indicative mood.""
}",['indicative'],True,"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact about Debra Katz's donations to Obama, Hillary, and the DNC.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact about Debra Katz's donations to Obama, Hillary, and the DNC.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The sentence expresses a simple statement of fact about Debra Katz's donations to Obama, Hillary, and the DNC.""
}",['indicative'],1,['indicative'],0,1,,['indicative'],"[{'Answer': '{', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
11361,[],Email This field is for validation purposes and should be left unchanged.,Mood,['indicative'],['imperative'],['imperative'],False,['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text includes a directive or command, as it is urging @Theresa_May to focus on a specific issue.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative sentence: 'Email This field is for validation purposes and should be left unchanged.' which gives a directive or command to the reader.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The use of the imperative mood is evident in the directive 'Email This field is for validation purposes and should be left unchanged.'""
}",['imperative'],True,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative statement, as it includes a directive or command to the recipient.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative statement directing the recipient to take a specific action.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative statement, 'Email This field is for validation purposes and should be left unchanged.', which is a directive or command.""
}",['imperative'],1,['imperative'],0,0,,['indicative'],"[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
11572,[],You also agree to this site's Privacy Policy and Terms of Use.,Mood,['indicative'],['indicative'],['imperative'],False,"['imperative', 'indicative']","{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains the use of imperative mood, as it includes a directive or command.""
}",['imperative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The text expresses a simple statement of fact in the indicative mood, indicating agreement with the site's Privacy Policy and Terms of Use.""
}",['indicative'],"{
  ""Properties"": [""indicative""],
  ""Explanation"": ""The example text expresses a simple statement of fact or opinion, indicating agreement with the privacy policy and terms of use.""
}",['indicative'],False,"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it includes a directive or command to agree to the site's Privacy Policy and Terms of Use.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it includes a directive or command to agree to the site's Privacy Policy and Terms of Use.""
}",['imperative'],"{
  ""Properties"": [""imperative""],
  ""Explanation"": ""The text contains an imperative mood as it includes a directive or command, instructing the reader to agree to the site's Privacy Policy and Terms of Use.""
}",['imperative'],1,['imperative'],0,1,,['imperative'],"[{'Answer': 'no', 'Property': 'indicative'}, {'Answer': 'no', 'Property': 'subjunctive'}, {'Answer': 'no', 'Property': 'exclamatory'}, {'Answer': 'no', 'Property': 'interrogative'}, {'Answer': 'no', 'Property': 'imperative'}, {'Answer': 'no', 'Property': 'optative'}]",[]
