sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,property_FT_Maj_gpt3.5,res_FT_Maj_gpt3.5_0.0_V3_2,property_FT_Maj_gpt3.5_0.0_V3_2
263,[3],"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.",Predication,['active'],['active'],['active'],True,[],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains compound predication, as it expresses two contrasting actions (pardoning and locking up) related to two different subjects (drug dealers and ranchers) in a parallel structure.""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs 'pardoned' and 'locked up', as well as a compound structure with multiple verbs about one subject (Obama and Trump) in the same sentence.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also features a compound structure with multiple verbs related to the same subject.""
}","['active', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also has a compound structure with multiple verbs ('pardoned', 'locked up') about one subject ('Obama', 'Trump').""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with multiple verbs ('pardons', 'locked up') about one subject ('Obama' and 'Trump').""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also has a compound structure with multiple verbs ('pardoned', 'locked up') about one subject ('Obama', 'Trump').""
}","['active', 'compound']",0,"['active', 'compound']",1.0,0.0,GPT is misinterpreting a property,['active'],,active,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['active']
263,[3],"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.",Predication,['active'],['active'],['active'],True,[],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains compound predication, as it expresses two contrasting actions (pardoning and locking up) related to two different subjects (drug dealers and ranchers) in a parallel structure.""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs 'pardoned' and 'locked up', as well as a compound structure with multiple verbs about one subject (Obama and Trump) in the same sentence.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also features a compound structure with multiple verbs related to the same subject.""
}","['active', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also has a compound structure with multiple verbs ('pardoned', 'locked up') about one subject ('Obama', 'Trump').""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with multiple verbs ('pardons', 'locked up') about one subject ('Obama' and 'Trump').""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also has a compound structure with multiple verbs ('pardoned', 'locked up') about one subject ('Obama', 'Trump').""
}","['active', 'compound']",0,"['active', 'compound']",1.0,0.0,GPT is misinterpreting a property,['active'],,stative,"{""Answer"": ""no"", ""Explanation"": "" the verb 'pardons' and 'locks up' are active voice verbs where the subject is performing the action, so the sentence does not contain stative voice verbs.""}",[]
263,[3],"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.",Predication,['active'],['active'],['active'],True,[],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains compound predication, as it expresses two contrasting actions (pardoning and locking up) related to two different subjects (drug dealers and ranchers) in a parallel structure.""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs 'pardoned' and 'locked up', as well as a compound structure with multiple verbs about one subject (Obama and Trump) in the same sentence.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also features a compound structure with multiple verbs related to the same subject.""
}","['active', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also has a compound structure with multiple verbs ('pardoned', 'locked up') about one subject ('Obama', 'Trump').""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with multiple verbs ('pardons', 'locked up') about one subject ('Obama' and 'Trump').""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('pardoned', 'locked up') and also has a compound structure with multiple verbs ('pardoned', 'locked up') about one subject ('Obama', 'Trump').""
}","['active', 'compound']",0,"['active', 'compound']",1.0,0.0,GPT is misinterpreting a property,['active'],,compound,"{""Answer"": ""no"", ""Explanation"": "" the Compound Predication voice is not used in the sentence, the sentence uses active voice for Obama and Trump and passive voice for the drug dealers and ranchers.""}",[]
265,[3],"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,[],"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence includes a stative verb 'was' and a compound structure with multiple verbs ('can declare,' 'lacks').""
}","['stative', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'consults' and uses an active voice construction.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'declare,' 'consults,' 'can' and 'lacks,' indicating the use of active voice.""
}",['active'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'was' to express a state of being (invalid).""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'consults' and 'declare' which indicate action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains active verbs (consults, can declare) and a stative verb (is).""
}","['active', 'stative']",0,['stative'],1.0,0.0,,"['stative', 'active']",,active,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['active']
265,[3],"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,[],"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence includes a stative verb 'was' and a compound structure with multiple verbs ('can declare,' 'lacks').""
}","['stative', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'consults' and uses an active voice construction.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'declare,' 'consults,' 'can' and 'lacks,' indicating the use of active voice.""
}",['active'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'was' to express a state of being (invalid).""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'consults' and 'declare' which indicate action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains active verbs (consults, can declare) and a stative verb (is).""
}","['active', 'stative']",0,['stative'],1.0,0.0,,"['stative', 'active']",,stative,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['stative']
265,[3],"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,[],"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence includes a stative verb 'was' and a compound structure with multiple verbs ('can declare,' 'lacks').""
}","['stative', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'consults' and uses an active voice construction.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'declare,' 'consults,' 'can' and 'lacks,' indicating the use of active voice.""
}",['active'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'was' to express a state of being (invalid).""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'consults' and 'declare' which indicate action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains active verbs (consults, can declare) and a stative verb (is).""
}","['active', 'stative']",0,['stative'],1.0,0.0,,"['stative', 'active']",,compound,"{""Answer"": ""no"", ""Explanation"": "" the Compound Predication voice is not used in the sentence, so the answer is 'no'.""}",[]
282,[3 9],"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Predication,['stative'],['stative'],['stative'],True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' as part of the phrase 'is not'. This indicates a state of being or a condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', indicating a state of being rather than action.""
}",['stative'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which is used to express a state of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look' which indicates action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,GPT is mixing up the properties and definitions,['stative'],,active,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['active']
282,[3 9],"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Predication,['stative'],['stative'],['stative'],True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' as part of the phrase 'is not'. This indicates a state of being or a condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', indicating a state of being rather than action.""
}",['stative'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which is used to express a state of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look' which indicates action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,GPT is mixing up the properties and definitions,['stative'],,stative,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['stative']
282,[3 9],"And if Trumpism is not the future of the GOP, it is hard to see what a promising GOP agenda might look like.",Predication,['stative'],['stative'],['stative'],True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' as part of the phrase 'is not'. This indicates a state of being or a condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', indicating a state of being rather than action.""
}",['stative'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' which is used to express a state of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'look' which indicates action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,GPT is mixing up the properties and definitions,['stative'],,compound,"{""Answer"": ""no"", ""Explanation"": "" the structure of the sentence does not contain compound voice. The verb 'is' is used in both instances, indicating a single voice (active or passive) for the subject.""}",[]
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'set' and 'belong', which indicates action or movement.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active ('set') and stative ('cannot remain') verbs.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'remain' which indicates a state of being.""
}",['stative'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'set' and 'belong', which indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (set, belong) and stative verbs (remain, belong) indicating action and state of being.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'set' and 'belong' which indicate action being performed by the subject.""
}",['active'],0,['active'],1.0,0.0,,"['stative', 'active']",,active,"{""Answer"": ""yes"", ""Explanation"": "" the verb 'set' is in the active voice, with 'The Prologue' as the subject performing the action""}",['active']
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'set' and 'belong', which indicates action or movement.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active ('set') and stative ('cannot remain') verbs.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'remain' which indicates a state of being.""
}",['stative'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'set' and 'belong', which indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (set, belong) and stative verbs (remain, belong) indicating action and state of being.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'set' and 'belong' which indicate action being performed by the subject.""
}",['active'],0,['active'],1.0,0.0,,"['stative', 'active']",,stative,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['stative']
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'set' and 'belong', which indicates action or movement.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active ('set') and stative ('cannot remain') verbs.""
}","['active', 'stative']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'remain' which indicates a state of being.""
}",['stative'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'set' and 'belong', which indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (set, belong) and stative verbs (remain, belong) indicating action and state of being.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'set' and 'belong' which indicate action being performed by the subject.""
}",['active'],0,['active'],1.0,0.0,,"['stative', 'active']",,compound,"{""Answer"": ""no"", ""Explanation"": "" the Compound Predication voice is not used in the sentence. The sentence contains two separate clauses, each with its own subject and verb, but they are not both active and passive voice about a single subject.""}",[]
319,[3],It’s not coming back.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'coming' that expresses a state of being, rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' indicating a state of absence or non-existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence uses a stative verb 'coming' to describe a state of being for the subject. It does not involve an action in progress.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,active,"{""Answer"": ""no"", ""Explanation"": "" the verb 'coming' in the sentence 'It’s not coming back' is in the passive voice, indicating that the subject is not performing the action""}",[]
319,[3],It’s not coming back.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'coming' that expresses a state of being, rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' indicating a state of absence or non-existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence uses a stative verb 'coming' to describe a state of being for the subject. It does not involve an action in progress.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,stative,"{""Answer"": ""yes"", ""Explanation"": "" the value of 'be' is used as a helping verb, and the main verb 'coming' does not end in 'ing', meeting the criteria for a stative voice verb.""}",['stative']
319,[3],It’s not coming back.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [
    ""stative""
  ],
  ""Explanation"": ""The sentence contains a stative verb 'coming' that expresses a state of being, rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' indicating a state of absence or non-existence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence uses a stative verb 'coming' to describe a state of being for the subject. It does not involve an action in progress.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'coming' which describes a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,compound,"{""Answer"": ""no"", ""Explanation"": "" the structure 'It’s not coming back' does not contain compound voice, as it only uses the active voice.""}",[]
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']",,active,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['active']
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']",,stative,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['stative']
369,[4 3],"To bless always means that something shall flourish, because only then when there is a blessing upon a cause or a project, will something good come out of it.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' to express a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'means' and 'shall flourish', indicating a state or condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains the stative property of predication because it includes the stative verb 'means.' Stative verbs express a state or condition, and in this case, it conveys the meaning of the action of blessing.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'means' which expresses a state rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']",,compound,"{""Answer"": ""no"", ""Explanation"": "" the Compound Predication voice is not used in the given sentence. The sentence uses the active voice in the first part ('To bless always means that something shall flourish') and the passive voice in the second part ('when there is a blessing upon a cause or a project, will something good come out of it'). As these two voices are used for different clauses and not within the same clause, the sentence does not contain compound voice.""}",[]
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']",,active,"{""Answer"": ""yes"", ""Explanation"": "" the verb 'describing' in the sentence 'Carlson said Monday night, describing Google’s official response to his requests for comment' is in the active voice, as it indicates that Carlson is performing the action of describing the response.""}",['active']
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']",,stative,"{""Answer"": ""yes"", ""Explanation"": ""yes""}",['stative']
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('was,' 'described,' 'challenging') and a compound structure with multiple verbs about one subject ('was,' 'described,' 'challenging').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described', 'said', and 'challenging'.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""]
} 
 ","['active', 'stative', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', as well as a compound verb 'were...taken' involving multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}

 	","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'described' and 'challenging', indicating actions performed by the subject.""
}",['active'],0,"['active', 'compound']",0.0,1.0,,"['active', 'compound']",,compound,"{""Answer"": ""no"", ""Explanation"": "" the Compound Predication voice is not used in the sentence. The sentence contains only passive voice, so the 'compound predication' voice is not present.""}",[]
